trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,const,max_depth,threshold
20,,,,,,,,,,,,,,,20_0,FAILED,SOBOL,,,4949,2365,9.076695152575149805329601804260,18,0.583161455804482087295070869004
21,1753865982.000000000000000000000000000000,1753866082.000000000000000000000000000000,100.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1480 n_samples 4212 const 1.4535910314423963 max_depth 4 threshold 0.28775862258300183,0.000000000000000000000000000000,,i7159,87.000000000000000000000000000000,550.792968750000000000000000000000,550.792968750000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.184999999999999997779553950750,5695001.000000000000000000000000000000,21_0,COMPLETED,SOBOL,87.000000000000000000000000000000,1.409999999999999920063942226989,1480,4212,1.453591031442396319661725101469,4,0.287758622583001832939686437385
22,1753865980.000000000000000000000000000000,1753867917.000000000000000000000000000000,1937.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 736 n_samples 526 const 7.000980097348802 max_depth 12 threshold 0.12121134864166379,0.000000000000000000000000000000,,i7153,1925.000000000000000000000000000000,553.843750000000000000000000000000,553.823237179487136927491519600153,-1.000000000000000000000000000000,0.340000000000000024424906541753,1.012000000000000010658141036402,5695006.000000000000000000000000000000,22_0,COMPLETED,SOBOL,1925.000000000000000000000000000000,10.349999999999999644728632119950,736,526,7.000980097348802111412169324467,12,0.121211348641663788083810970875
23,1753865984.000000000000000000000000000000,1753866968.000000000000000000000000000000,984.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2881 n_samples 3523 const 4.936326427558438 max_depth 6 threshold 0.7575350797791034,0.000000000000000000000000000000,,i7152,969.000000000000000000000000000000,550.433593750000000000000000000000,550.433593750000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5695011.000000000000000000000000000000,23_0,COMPLETED,SOBOL,969.000000000000000000000000000000,0.000000000000000000000000000000,2881,3523,4.936326427558437757170395343564,6,0.757535079779103392993988563830
24,1753866028.000000000000000000000000000000,1753866204.000000000000000000000000000000,176.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2700 n_samples 1612 const 6.664007711473853 max_depth 4 threshold 0.13740923086553813,0.000000000000000000000000000000,,i7147,148.000000000000000000000000000000,552.179687500000000000000000000000,552.179687500000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.675000000000000044408920985006,5695017.000000000000000000000000000000,24_0,COMPLETED,SOBOL,148.000000000000000000000000000000,3.850000000000000088817841970013,2700,1612,6.664007711473852957340113789542,4,0.137409230865538134480630105827
25,,,,,,,,,,,,,,,25_0,FAILED,SOBOL,,,1191,4926,4.062449180916883229031100199791,20,0.991811327328905423250660078338
26,1753866006.000000000000000000000000000000,1753866403.000000000000000000000000000000,397.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1621 n_samples 967 const 9.452689330012538 max_depth 7 threshold 0.6617343380283565,0.000000000000000000000000000000,,i7163,382.000000000000000000000000000000,552.640625000000000000000000000000,552.640625000000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,1.013125000000000053290705182008,5695025.000000000000000000000000000000,26_0,COMPLETED,SOBOL,382.000000000000000000000000000000,4.639999999999999680255768907955,1621,967,9.452689330012537638481262547430,7,0.661734338028356461336443317123
27,1753866028.000000000000000000000000000000,1753868020.000000000000000000000000000000,1992.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4456 n_samples 3122 const 2.366487685699016 max_depth 11 threshold 0.4596598701328039,0.000000000000000000000000000000,,i7147,1962.000000000000000000000000000000,550.835937500000000000000000000000,550.835937500000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.557000000000000050626169922907,5695029.000000000000000000000000000000,27_0,COMPLETED,SOBOL,1962.000000000000000000000000000000,0.880000000000000004440892098501,4456,3122,2.366487685699016019214013795136,11,0.459659870132803904940743677798
28,1753866012.000000000000000000000000000000,1753866037.000000000000000000000000000000,25.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3825 n_samples 255 const 3.3014327987181025 max_depth 15 threshold 0.34305718684569003,0.000000000000000000000000000000,,i7168,15.000000000000000000000000000000,561.414062500000000000000000000000,553.914062500000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,1.593750000000000000000000000000,5695032.000000000000000000000000000000,28_0,COMPLETED,SOBOL,15.000000000000000000000000000000,35.039999999999999147348717087880,3825,255,3.301432798718102468171764485305,15,0.343057186845690031962163857315
29,1753866017.000000000000000000000000000000,1753872970.000000000000000000000000000000,6953.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2287 n_samples 3199 const 5.979889127694071 max_depth 9 threshold 0.5444614843893796,0.000000000000000000000000000000,,i7153,6937.000000000000000000000000000000,550.480468750000000000000000000000,506.878996178057604993227869272232,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5695037.000000000000000000000000000000,29_0,COMPLETED,SOBOL,6937.000000000000000000000000000000,0.000000000000000000000000000000,2287,3199,5.979889127694071326857283565914,9,0.544461484389379579695855682075
30,1753880606.000000000000000000000000000000,1753882060.000000000000000000000000000000,1454.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 528 n_samples 2168 const 0.5899529318884016 max_depth 16 threshold 0.8595844077561051,0.000000000000000000000000000000,,i7183,1437.000000000000000000000000000000,552.492187500000000000000000000000,548.550941780821972315607126802206,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.132000000000000006217248937901,5701973.000000000000000000000000000000,30_0,COMPLETED,SOBOL,1437.000000000000000000000000000000,1.889999999999999902300373832986,528,2168,0.589952931888401588267356601136,16,0.859584407756105117748290922464
31,1753880628.000000000000000000000000000000,1753880765.000000000000000000000000000000,137.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3396 n_samples 3756 const 7.596817999620923 max_depth 2 threshold 0.004512140940874815,0.000000000000000000000000000000,,i7174,107.000000000000000000000000000000,436.882812500000000000000000000000,436.575120192307679189980262890458,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5701977.000000000000000000000000000000,31_0,COMPLETED,SOBOL,107.000000000000000000000000000000,0.000000000000000000000000000000,3396,3756,7.596817999620922634562703024130,2,0.004512140940874815112082707458
32,1753880628.000000000000000000000000000000,1753880671.000000000000000000000000000000,43.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3294 n_samples 128 const 5.532761704205536 max_depth 7 threshold 0.6018863629791885,0.000000000000000000000000000000,,i7174,15.000000000000000000000000000000,451.062500000000000000000000000000,442.062500000000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,1.600000000000000088817841970013,5701978.000000000000000000000000000000,32_0,COMPLETED,SOBOL,15.000000000000000000000000000000,64.680000000000006821210263296962,3294,128,5.532761704205536368306184158428,7,0.601886362979188516142414755450
33,,,,,,,,,,,,,,,33_0,RUNNING,SOBOL,,,596,3286,2.531931901259347750254846687312,13,0.277679254245012996360486567937
34,1753880630.000000000000000000000000000000,1753881071.000000000000000000000000000000,441.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2196 n_samples 1982 const 8.390559302328155 max_depth 5 threshold 0.06976444030180573,0.000000000000000000000000000000,,i7182,423.000000000000000000000000000000,552.550781250000000000000000000000,552.550781250000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.274500000000000021760371282653,5701984.000000000000000000000000000000,34_0,COMPLETED,SOBOL,423.000000000000000000000000000000,0.869999999999999995559107901499,2196,1982,8.390559302328155055761271796655,5,0.069764440301805730193507315562
35,,,,,,,,,,,,,,,35_0,RUNNING,SOBOL,,,3881,3981,1.081154048039577819650958190323,19,0.802033895926550055577308739885
36,,,,,,,,,,,,,,,36_0,RUNNING,SOBOL,,,4402,1739,4.503795383030549714931112248451,17,0.934230455620214339518270207918
