trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,batch_size,theta,lambida
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,878,2541,0.029018768248055128861073725943,0.393163797236979029037229338428
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2346,1818,0.587747903083264855439438179019,0.840838149957358838015863966575
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4943,4982,0.381423472383990880274495793856,0.178817549992352720078514494162
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3854,2398,0.136156322359573089819662072841,0.053123557027429345323010778657
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1257,4236,0.835072744167502989398599311244,0.966593494713306466969982011506
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,404,152,0.265657994881086045868556766436,0.267468376621603942666638431547
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2846,3240,0.699245593307353585643681981310,0.744313318025320747040041169384
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2642,1309,0.338125556829292295279998370461,0.907450399767607440715266875486
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,47,4397,0.630300882418546870589182162803,0.072954393252730370678094118375
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1693,1212,0.189125444132089592930157095907,0.630608750283718100249075177999
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4136,3049,0.777852958183363085709061124362,0.357487747486680773612022221641
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4610,505,0.515972916455101238142333386349,0.483241582799702862338619979710
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2167,3668,0.449161223795171815620363986454,0.504913485817611196182497224072
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1135,1970,0.885444914550893025229072463844,0.198709656216204177958672971727
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3732,3883,0.085069666274823249607628383728,0.781756562951952171935943169956
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3471,2087,0.672472687914315581103608110425,0.300609572580084194459715263292
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1029,3922,0.356919819006789484916453147889,0.711180719571188113548032561084
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1882,466,0.790268724332377270336280616903,0.023874524714425207627677139044
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,3.000000000000000000000000000000,2.879999999999999893418589635985,4479,3551,0.240602299808710812234480158622,0.995820667987689422950836615200
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4318,939,0.494754650890734060109110714620,0.873962898192927273299801527173
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1721,2854,0.538174034540634615986220978812,0.145668979698792111499017210008
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,253,1505,0.094078576515801259905202869049,0.589324377426877599184251721454
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2695,4670,0.933500148627720793825801592902,0.422405455214902747496097390467
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3106,191,0.041957987100724132567552970841,0.227959999067708862785508472371
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,510,3357,0.989631303473282653015985488310,0.752529986390844007893008438259
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1542,2281,0.423135651069507012778103671735,0.450101697379723164615938912902
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3984,4197,0.606030144060403119787849846034,0.538046680985018621612425704370
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4761,1623,0.843630571456160383014832859772,0.659842704897746434866689924092
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,66.000000000000000000000000000000,0.000000000000000000000000000000,2318,4709,0.183690931839030235916965239085,0.328245258571580045270366099430
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,56.000000000000000000000000000000,0.000000000000000000000000000000,672,900,0.745355834499187741570835896709,0.874324582653120185860018409585
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3267,2736,0.288321627422235882143297658331,0.106102132609114052641530179244
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3221,82,0.707966023683175404990208789968,0.757796367695555139754048923351
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,660,3246,0.258766616196185350595726504253,0.222509473161771886839943590530
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2291,2367,0.826238240636233189917447816697,0.543436319829896041788686034124
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4691,4282,0.142917894687224156236027283740,0.444774421578273182475982139295
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3915,1856,0.405865847954340275283158234743,0.317129789648577575800203476319
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1514,4940,0.565378458716534026962108328007,0.671139463121071422335717215901
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,499,704,0.004690465833153576076519630789,0.094866268882527943206994791581
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3059,2537,0.960197882211487718784326261812,0.885500938637182155588334353524
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2704,2017,0.076231367127224808344365669655,0.705849629266187550413746976119
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,302,3851,0.892210312264412608307395657903,0.306002981314435595905365516955
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,2.000000000000000000000000000000,6.459999999999999964472863211995,1788,513,0.457885449787322429404667900599,0.990366327578201866010942922003
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4348,3597,0.509077712384331970696393909748,0.029144675908610227083039845297
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4509,1210,0.753520860152132820886095032620,0.156849150186404578954935118418
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1950,3125,0.211628520241938511414758750107,0.862723264576867210351451831229
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1078,1268,0.654747053605224893502168015402,0.433706027941778315959453493633
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3480,4433,0.315752287076693005651861767547,0.578205138614401259467001636949
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3684,1542,0.911004931676387741390499286354,0.065616996768862012601175592863
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1124,4629,0.118402815388515589289930574068,0.914728347994387180897035705129
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2139,1014,0.560555163451749827174808160635,0.350270745806395999988325229424
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4540,2851,0.470300620545540004613371820597,0.638007100749760858171555355511
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4066,396,0.233829042936675252084555154397,0.514201532419770956927607130638
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1665,3558,0.799114882638491730304508564586,0.474015839755535128841046343950
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,35,2056,0.363807163919042775290790814324,0.790921352013945533343530769343
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2596,3968,0.663756321080680944390906006447,0.189360663067549478411066843364
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2856,899,0.310698930947482576669926856994,0.400565902721136790631817348185
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,61.000000000000000000000000000000,0.000000000000000000000000000000,453,2811,0.720905599770322425001722876914,0.611338569864630754224776865158
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1325,1582,0.161199540273565783410347762583,0.186099253237247463932391156050
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3884,4744,0.867951014712545987350722498377,0.833496924098581115636363847443
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4973,2328,0.612913663586787893500229529309,0.957240746546536680483541204012
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,73.000000000000000000000000000000,0.000000000000000000000000000000,2413,4164,0.414423079852201059480876210728,0.062292175464332105727649491200
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,58.000000000000000000000000000000,0.000000000000000000000000000000,927,199,0.982861871987115609528018467245,0.735083819963037954359208470123
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3329,3286,0.050800349790509791159109909131,0.276760252598673095469905547361
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3378,2438,0.443853646029066295497500505007,0.204772806821390984666209078568
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,820,4353,0.525319625385757493774008253240,0.806820447260513939902182301012
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,59.000000000000000000000000000000,0.000000000000000000000000000000,2443,36,0.091452765418402859332047682983,0.489304257521405827624505491258
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4846,3200,0.875266556313075150264069179684,0.529976894242689011704783297318
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3757,745,0.636813531157094936396845241688,0.653784477641806027747861662647
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1354,2579,0.328092005075607429098738521134,0.365560940699651837348937988281
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,346,1780,0.772644446003437068704045032064,0.930625651242211415770100302325
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,57.000000000000000000000000000000,0.000000000000000000000000000000,2904,4864,0.198586475538089862746815583705,0.081027110582217579115571481907
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,56.000000000000000000000000000000,0.000000000000000000000000000000,2547,623,0.840281256347429006403615403542,0.260861159211024651316535027945
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,143,3707,0.126695290953572820003003585043,0.719671678068116271731469169026
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1636,1931,0.692732944568805408813716439909,0.046516815500333909272345778163
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4193,3766,0.275691546634770912049816615763,0.941952330639585833083060606441
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4666,1349,0.022635669104475526075548330596,0.818206731064245129658729638322
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2110,4514,0.947876989725325302948988337448,0.170321878204122173494639014280
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1231,1095,0.386731050150096400397359275303,0.595928457910194997459996102407
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3636,3010,0.578401194152608488785460849613,0.384668601332232351630580069468
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3529,1056,0.178169958569016295690801143792,0.901398358996957527189408665436
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,971,2893,0.852702931750100145968929155060,0.110276261866092684105211674250
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,57.000000000000000000000000000000,0.000000000000000000000000000000,1979,1466,0.294491331061907113397779767183,0.686916957125067728640033237753
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4382,4553,0.734903127624653262905951578432,0.332419863712042573666849420988
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4221,2126,0.995930571592692270854740854702,0.460062480572611121054649174766
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1818,4039,0.031650071825552732185382609487,0.559212036706507209515848444426
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,195,349,0.600608251261338543791623578727,0.237921258144080632890293713899
119,,,,,,,,,,,,,,,119_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2753,3512,0.432322318954020734516063839692,0.773695817995816437218081773608
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3011,1663,0.543595927339699080960144783603,0.562795143771916639430230588914
121,,,,,,,,,,,,,,,121_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,606,4825,0.485567983006220282859999315406,0.417808605723083037464249400728
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1485,784,0.927200880508311064964743763994,0.847433188654482361101827336824
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4041,2696,0.104386491790972660287373230403,0.141071654323488476778791778088
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4818,309,0.350750115367118253661971039037,0.013368957173079253075709260656
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,3.000000000000000000000000000000,2.399999999999999911182158029987,2261,3395,0.682925394788850059768492428702,0.975078266724944131560448568052
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,768,2243,0.246123273078724724705068638286,0.290103529155254391547202885704
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3171,4079,0.781196364038437618404486784129,0.690437842424958980735993918643
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3189,1249,0.359788358838111166360107517903,0.337902219902724010314187808035
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,745,3086,0.667533153760060615766747105226,0.673881854161620164056500925653
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2244,1307,0.230298043396044510577880259916,0.123555968940258026345091479925
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4840,4394,0.803379401780012991629575935804,0.896160606916993840442842156335
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4054,1978,0.557015718664787717884223638976,0.770405738044530163932677169214
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1458,3890,0.474573588654585154511522659959,0.249250437788665291094503118074
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,594,474,0.906977923226635951436946925242,0.548125557638704741236779227620
135,,,,,,,,,,,,,,,135_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3037,3636,0.122187862600293017933950068254,0.463595261100679612020769582159
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2765,1817,0.978596872811764439958892580762,0.127793255928903809470753571986
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,168,4979,0.054331821922585371575920021314,0.852672487355768726757787590032
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1805,664,0.609136350873578313880329915264,0.412326606445014454127573344522
139,,,,,,,,,,,,,,,139_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4248,2576,0.418442357524577535077270340480,0.575830841589719089057552992017
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.020000000000000000416333634234,4399,121,0.157414973095618165865872128961,0.701523726638406563971273044444
141,,,,,,,,,,,,,,,141_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1957,3208,0.871977550570853021660866488673,0.286570391714572880736966453696
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,3.000000000000000000000000000000,1.979999999999999982236431605997,954,2406,0.306426442872267223993532070381,0.978366800054907836958761890855
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3551,4243,0.724444571965839667626596565242,0.002038468848913907796593925070
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3662,2289,0.000915183030441403489937957083,0.518891485912725380913457229326
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1219,4204,0.964218936753272970463513047434,0.492837870845571179856392518559
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2083,160,0.401602644254360319209240515193,0.803531438047066282059915920399
147,,,,,,,,,,,,,,,147_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4679,3325,0.568911949595529597978327274177,0.216102819262072448625033871394
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4215,938,0.821967767586745279295712407475,0.094305984860286115600835898931
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1619,2771,0.146458658636920147078086529291,0.925386828424409002558093106927
