trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,const,max_depth,threshold
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,181.000000000000000000000000000000,5.299999999999999822364316059975,4157,4644,4.218992221227847672082589269849,4,0.398926613314077249672351399568
25,,,,,,,,,,,,,,,25_0,FAILED,SOBOL,,,296,1550,7.143346016818658661406971077668,17,0.658933984937146277616193401627
26,,,,,,,,,,,,,,,26_0,FAILED,SOBOL,,,2265,3553,0.112842760605737571499851412682,9,0.802398247007280573939169698860
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,678.000000000000000000000000000000,24.899999999999998578914528479800,3282,458,8.749517810466699074822827242315,12,0.013786810755729676791769833244
28,,,,,,,,,,,,,,,28_0,FAILED,SOBOL,,,2899,2748,6.057852671648376485791231971234,13,0.241572667501866816808231419600
29,,,,,,,,,,,,,,,29_0,FAILED,SOBOL,,,1555,901,2.742905507346615312513904427760,7,0.949839735966175768844266258384
30,,,,,,,,,,,,,,,30_0,RUNNING,SOBOL,,,1002,4153,9.460951039316132238354839500971,20,0.586598211968317628794977736106
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.169999999999999928945726423990,4546,2306,1.839787190600298272258328324824,1,0.347484021386131658459817117546
32,,,,,,,,,,,,,,,32_0,FAILED,SOBOL,,,4643,2540,3.303360080484301075642861178494,10,0.895007810778915890992379900126
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,2508.000000000000000000000000000000,16.410000000000000142108547152020,1062,638,5.378505875152536752636933670146,11,0.170660011079162371450124169314
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,210.000000000000000000000000000000,1.689999999999999946709294817992,1457,4262,2.409858048700727728430592833320,4,0.308252527156844757794118550009
35,,,,,,,,,,,,,,,35_0,FAILED,SOBOL,,,2842,2359,8.771682812593876832352179917507,17,0.500098419582471254152267192694
36,,,,,,,,,,,,,,,36_0,FAILED,SOBOL,,,3382,4443,6.421775005206466602203363436274,18,0.745420701680704955727208016469
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,601.000000000000000000000000000000,9.779999999999999360511537815910,2323,1288,4.737222057760694049477478984045,3,0.438144503967836496105547894331
38,,,,,,,,,,,,,,,38_0,FAILED,SOBOL,,,201,3660,8.018330588390119473274353367742,15,0.084686488199979065294442648337
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,142.000000000000000000000000000000,31.730000000000000426325641456060,4098,504,0.640993952866643734722629233147,6,0.857216531440615603365529295843
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,9.000000000000000000000000000000,9.279999999999999360511537815910,3822,3831,8.136130935914813733234041137621,1,0.189458366036415110089663471626
41,,,,,,,,,,,,,,,41_0,FAILED,SOBOL,,,476,2006,0.524433257975615574331129664643,20,0.993176009658724101569760023267
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,4396.000000000000000000000000000000,3.229999999999999982236431605997,1964,3048,7.242630096104927694966590934200,8,0.608499972285702850349764503335
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,4853.000000000000000000000000000000,10.169999999999999928945726423990,3740,1223,3.917606619495898723215532299946,13,0.332411308033391861282979107273
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,667.000000000000000000000000000000,5.450000000000000177635683940025,2561,3230,1.276562815170735110115174393286,12,0.421795963725075107042528088641
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,284.000000000000000000000000000000,72.909999999999996589394868351519,1737,152,9.903776536648161155085290374700,9,0.644829337561503068698698371009
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,43.000000000000000000000000000000,2.280000000000000248689957516035,708,4951,2.873119590328074846041772616445,16,0.751264860372990339598686659883
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,124.000000000000000000000000000000,5.040000000000000035527136788005,4996,1873,5.807544855833054242566504399292,5,0.058104475162923337194786910231
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,466.000000000000000000000000000000,21.219999999999998863131622783840,4723,4768,0.191857327357865869998931884766,14,0.546230004975572280834228422464
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,1362.000000000000000000000000000000,6.080000000000000071054273576010,825,1691,8.506602093964815480831020977348,7,0.270202514057979015227317631798
50,,,,,,,,,,,,,,,50_0,FAILED,SOBOL,,,1698,3364,4.288011325012893060204532957869,19,0.127099929012358198177068402401
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,15.000000000000000000000000000000,55.719999999999998863131622783840,2756,286,6.909968045388349189295240648789,2,0.931000512655824397079129539634
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,372.000000000000000000000000000000,1.260000000000000008881784197001,3467,2918,9.533286158022470146988780470565,4,0.813775602418929322467988640710
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,23.000000000000000000000000000000,21.100000000000001421085471520200,2081,1093,1.609119823206216048916417094006,18,0.120554088488221175512471461388
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,9648.000000000000000000000000000000,0.890000000000000013322676295502,437,4010,6.140187983967364537818411918124,10,0.484400945572182550780127030521
55,,,,,,,,,,,,,,,55_0,FAILED,SOBOL,,,4017,2185,2.502695664235390804464032044052,11,0.707251305030658805605980887776
56,,,,,,,,,,,,,,,56_0,FAILED,SOBOL,,,4371,3482,5.006883270521648832129812944913,16,0.370854631396010492316861473228
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,79.000000000000000000000000000000,35.060000000000002273736754432321,82,326,3.634798868205398214570323034422,5,0.562517583800479781253045530320
58,,,,,,,,,,,,,,,58_0,FAILED,SOBOL,,,2362,4573,9.103036076202988269301386026200,13,0.957521415561437660990407039208
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,2813.000000000000000000000000000000,16.059999999999998721023075631820,3185,1418,2.038168395549990297155318330624,9,0.233112442526966334721549856113
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,1202.000000000000000000000000000000,1.429999999999999937827510620991,3115,4127,4.405802192621864676880250044633,7,0.022325143825262787344865245132
61,,,,,,,,,,,,,,,61_0,RUNNING,SOBOL,,,1339,2224,6.793416830413043783210014225915,14,0.795038201443850955918435374770
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,34.000000000000000000000000000000,4.950000000000000177635683940025,1101,2723,1.012702826593071092631248575344,2,0.683153626849874906490356352151
63,,,,,,,,,,,,,,,63_0,RUNNING,SOBOL,,,4446,820,7.686996247363277134923009725753,20,0.375938557857647515092480716703
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,428.000000000000000000000000000000,2.520000000000000017763568394003,4401,3605,0.795733266933821181687847001740,5,0.160442218273878084433547996923
65,,,,,,,,,,,,,,,65_0,RUNNING,SOBOL,,,1147,510,7.870379564465955546381792373722,16,0.898373937282711310103877622169
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,2748.000000000000000000000000000000,3.810000000000000053290705182008,1376,4388,4.901655079206451937068322877167,8,0.513237958522513526560260288534
67,,,,,,,,,,,,,,,67_0,RUNNING,SOBOL,,,3079,1293,6.263980085219257532003211963456,12,0.303910304142162190910170238567
68,,,,,,,,,,,,,,,68_0,RUNNING,SOBOL,,,3164,4257,8.934283863606863107520439371001,14,0.450312463572248800058872575391
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,4347.000000000000000000000000000000,3.709999999999999964472863211995,2384,2410,2.250230972034856780084055571933,7,0.740106311911717051899017860705
70,,,,,,,,,,,,,,,70_0,RUNNING,SOBOL,,,135,2536,5.531415565485135132917093869764,19,0.846021456133574267788333145290
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,9.000000000000000000000000000000,15.810000000000000497379915032070,4320,689,3.153579321078024744196000028751,1,0.087074729911983020369525831939
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,5041.000000000000000000000000000000,0.000000000000000000000000000000,4049,4974,5.647995350579732232176866091322,7,0.990757129229605237874523027131
73,,,,,,,,,,,,,,,73_0,RUNNING,SOBOL,,,405,1802,3.035798026507720237532339524478,14,0.200622929032892000078547312114
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.959999999999999964472863211995,2040,3253,9.753918354826048187078413320705,2,0.337755979606881751031721705658
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,64.000000000000000000000000000000,19.940000000000001278976924368180,3508,81,1.429394971339963404943773639388,19,0.596362406020984003873763867887
76,,,,,,,,,,,,,,,76_0,RUNNING,SOBOL,,,2813,3123,3.769580445355735776047367835417,18,0.649202191857621069281947256968
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,60.000000000000000000000000000000,11.419999999999999928945726423990,1642,1198,7.397294371703640791793077369221,3,0.408686944531276796777063964328
78,,,,,,,,,,,,,,,78_0,RUNNING,SOBOL,,,799,3906,0.366713339207693944654664619520,11,0.054708074290305379328014367957
79,,,,,,,,,,,,,,,79_0,RUNNING,SOBOL,,,4750,1981,8.300639144825748161338196950965,10,0.761452252402901597072570893943
80,,,,,,,,,,,,,,,80_0,RUNNING,SOBOL,,,4945,4036,2.665307349888607735266532472451,20,0.275580274404957914491376413935
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,2.000000000000000000000000000000,12.849999999999999644728632119950,759,2111,5.980552656608634443102801014902,1,0.534004177195951390544337300526
82,,,,,,,,,,,,,,,82_0,RUNNING,SOBOL,,,1759,2944,1.762037801480851983981779085298,13,0.928548067569732626935774533194
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,1365.000000000000000000000000000000,9.310000000000000497379915032070,2539,1019,9.383494726726786083759179746266,8,0.138353229407221084423795787188
84,,,,,,,,,,,,,,,84_0,RUNNING,SOBOL,,,3703,3436,7.064718143092469482269279978937,9,0.117130309443920846423914383649
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,325.000000000000000000000000000000,55.009999999999998010480339871719,2000,264,4.140051901399158573724434972974,12,0.824056966565549386949385279877
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,1604.000000000000000000000000000000,0.000000000000000000000000000000,522,4840,8.671043552349321004157900460996,5,0.711652013381943060466028327937
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,1547.000000000000000000000000000000,6.580000000000000071054273576010,3775,1668,0.034051586484536530696765055382,16,0.471197478378191592085499905807
88,,,,,,,,,,,,,,,88_0,RUNNING,SOBOL,,,4124,2670,7.538959401333705123704476136481,11,0.575690657654777115936894915649
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,488.000000000000000000000000000000,14.939999999999999502620084967930,173,823,1.167375390133820411975307251851,10,0.366423641240224251536261590445
90,1753434690.000000000000000000000000000000,1753434727.000000000000000000000000000000,37.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3205 n_samples 761 const 5.593253018498421 max_depth 4 threshold 0.6064065952301025,0.000000000000000000000000000000,,i7167,9.000000000000000000000000000000,702.652343750000000000000000000000,702.652343750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.938307692307692398081542251020,5680021.000000000000000000000000000000,90_0,COMPLETED,SOBOL,9.000000000000000000000000000000,13.089999999999999857891452847980,3205,761,5.593253018498421269555365142878,4,0.606406595230102540838856839400
91,,,,,,,,,,,,,,,91_0,RUNNING,SOBOL,,,506,3295,4.616087359406986223575586336665,18,0.156742913845926534754937620164
92,1753434754.000000000000000000000000000000,1753439536.000000000000000000000000000000,4782.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1336 n_samples 1706 const 8.871962264406495 max_depth 9 threshold 0.3264190082997084,0.000000000000000000000000000000,,i7149,4749.000000000000000000000000000000,703.585937500000000000000000000000,686.322580909329190035350620746613,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.308307692307692282618347690004,5680041.000000000000000000000000000000,92_0,COMPLETED,SOBOL,4749.000000000000000000000000000000,4.900000000000000355271367880050,1336,1706,8.871962264406494824697801959701,9,0.326419008299708379716719264252
93,,,,,,,,,,,,,,,93_0,RUNNING,SOBOL,,,4877,4240,1.020789855877868745892556034960,15,0.935668538330122867563432009774
94,,,,,,,,,,,,,,,94_0,RUNNING,SOBOL,,,4317,2339,2.705494975526817391653366939863,13,0.824410958815366079477371386020
95,1753434900.000000000000000000000000000000,1753437677.000000000000000000000000000000,2777.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1894 n_samples 4883 const 7.352641072523781 max_depth 6 threshold 0.4359102012682706,0.000000000000000000000000000000,,i7128,2729.000000000000000000000000000000,703.640625000000000000000000000000,703.640625000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.000000000000000000000000000000,5680072.000000000000000000000000000000,95_0,COMPLETED,SOBOL,2729.000000000000000000000000000000,0.000000000000000000000000000000,1894,4883,7.352641072523780962910677772015,6,0.435910201268270625085676783783
96,1753435257.000000000000000000000000000000,1753438508.000000000000000000000000000000,3251.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1197 n_samples 118 const 1.6046074298834427 max_depth 16 threshold 0.10633741609565914,0.000000000000000000000000000000,,i7121,3020.000000000000000000000000000000,732.699218750000000000000000000000,706.751850328947398338641505688429,-1.000000000000000000000000000000,0.689999999999999946709294817992,1.000000000000000000000000000000,5680084.000000000000000000000000000000,96_0,COMPLETED,SOBOL,3020.000000000000000000000000000000,109.200000000000002842170943040401,1197,118,1.604607429883442737406085143448,16,0.106337416095659137438289576494
97,1753435248.000000000000000000000000000000,1753435530.000000000000000000000000000000,282.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2515 n_samples 2662 const 8.126870576157234 max_depth 3 threshold 0.6549236897230148,0.000000000000000000000000000000,,i7112,250.000000000000000000000000000000,705.230468750000000000000000000000,705.230468750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.386923076923076925126565583923,5680097.000000000000000000000000000000,97_0,COMPLETED,SOBOL,250.000000000000000000000000000000,4.870000000000000106581410364015,2515,2662,8.126870576157234182801403221674,3,0.654923689723014845753823465202
98,1753435218.000000000000000000000000000000,1753436824.000000000000000000000000000000,1606.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3032 n_samples 1411 const 1.9117649965696037 max_depth 8 threshold 0.24404522610083224,0.000000000000000000000000000000,,i7104,1569.000000000000000000000000000000,703.054687500000000000000000000000,703.054687500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.906461538461538429700681263057,5680108.000000000000000000000000000000,98_0,COMPLETED,SOBOL,1569.000000000000000000000000000000,19.320000000000000284217094304040,3032,1411,1.911764996569603747289534112497,8,0.244045226100832235438531370164
99,,,,,,,,,,,,,,,99_0,RUNNING,SOBOL,,,758,3876,7.888222944933922065047227079049,11,0.511215081932023140964815866027
100,1753435200.000000000000000000000000000000,1753435243.000000000000000000000000000000,43.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2412 n_samples 1125 const 3.627368271866813 max_depth 1 threshold 0.9616322058420629,0.000000000000000000000000000000,,i7087,2.000000000000000000000000000000,702.949218750000000000000000000000,702.949218750000000000000000000000,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.865384615384615418776093065389,5680131.000000000000000000000000000000,100_0,COMPLETED,SOBOL,2.000000000000000000000000000000,10.609999999999999431565811391920,2412,1125,3.627368271866813209669544448843,1,0.961632205842062881551157715876
101,,,,,,,,,,,,,,,101_0,RUNNING,SOBOL,,,3878,3590,6.479443269507959790587392490124,18,0.292689874097704860744784127746
102,1753435244.000000000000000000000000000000,1753445884.000000000000000000000000000000,10640.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4418 n_samples 496 const 9.803998253896832 max_depth 19 threshold 0.4615713258553296,0.000000000000000000000000000000,,i7070,10607.000000000000000000000000000000,706.246093750000000000000000000000,643.169454743408664398884866386652,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.982230769230769240607514802832,5680150.000000000000000000000000000000,102_0,COMPLETED,SOBOL,10607.000000000000000000000000000000,33.109999999999999431565811391920,4418,496,9.803998253896832437703778850846,19,0.461571325855329617215971893529
103,1753435153.000000000000000000000000000000,1753435228.000000000000000000000000000000,75.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1872 n_samples 2952 const 0.15694897180050613 max_depth 3 threshold 0.7908625413663686,0.000000000000000000000000000000,,i7064,37.000000000000000000000000000000,703.734375000000000000000000000000,703.734375000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.287999999999999978239628717347,5680156.000000000000000000000000000000,103_0,COMPLETED,SOBOL,37.000000000000000000000000000000,3.180000000000000159872115546023,1872,2952,0.156948971800506126283991648052,3,0.790862541366368576589707117819
104,,,,,,,,,,,,,,,104_0,RUNNING,SOBOL,,,48,2049,5.890433681620285355506894120481,14,0.742045047283172554131169817992
105,1753435251.000000000000000000000000000000,1753442562.000000000000000000000000000000,7311.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3743 n_samples 4505 const 4.367877640774474 max_depth 10 threshold 0.011448688311502336,0.000000000000000000000000000000,,i7045,7282.000000000000000000000000000000,705.609375000000000000000000000000,664.789822345890456745109986513853,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.287923076923076892708053264869,5680171.000000000000000000000000000000,105_0,COMPLETED,SOBOL,7282.000000000000000000000000000000,1.239999999999999991118215802999,3743,4505,4.367877640774474379270486679161,10,0.011448688311502336345526487094
106,,,,,,,,,,,,,,,106_0,RUNNING,SOBOL,,,3484,1980,7.613826467707753842262263788143,16,0.903779685527086207308400389593
107,1753435247.000000000000000000000000000000,1753435278.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 306 n_samples 4593 const 2.3416281432434918 max_depth 2 threshold 0.3564196446668357,0.000000000000000000000000000000,,i7028,1.000000000000000000000000000000,703.828125000000000000000000000000,703.828125000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.023538461538461501187935454027,5680188.000000000000000000000000000000,107_0,COMPLETED,SOBOL,1.000000000000000000000000000000,10.609999999999999431565811391920,306,4593,2.341628143243491777525377983693,2,0.356419644666835677693228490170
108,1753435251.000000000000000000000000000000,1753439261.000000000000000000000000000000,4010.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 1603 n_samples 408 const 6.830747155440972 max_depth 12 threshold 0.18668087487109006,0.000000000000000000000000000000,,i7020,3985.000000000000000000000000000000,704.222656250000000000000000000000,700.501919030548606315278448164463,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.978076923076923177013952681591,5680196.000000000000000000000000000000,108_0,COMPLETED,SOBOL,3985.000000000000000000000000000000,24.519999999999999573674358543940,1603,408,6.830747155440971773998626304092,12,0.186680874871090057842692999657
109,1753435215.000000000000000000000000000000,1753435710.000000000000000000000000000000,495.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4686 n_samples 3021 const 3.433056781699881 max_depth 6 threshold 0.5744584084935487,0.000000000000000000000000000000,,i7011,460.000000000000000000000000000000,704.867187500000000000000000000000,704.867187500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.720923076923076888711250376218,5680203.000000000000000000000000000000,109_0,COMPLETED,SOBOL,460.000000000000000000000000000000,5.299999999999999822364316059975,4686,3021,3.433056781699880932734458838240,6,0.574458408493548677853368644719
110,1753435277.000000000000000000000000000000,1753435308.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3971 n_samples 1017 const 0.35139634696766736 max_depth 9 threshold 0.6868736638110131,0.000000000000000000000000000000,,i7145,7.000000000000000000000000000000,704.964843750000000000000000000000,704.298177083333371228945907205343,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.938769230769230800248692503374,5680211.000000000000000000000000000000,110_0,COMPLETED,SOBOL,7.000000000000000000000000000000,9.310000000000000497379915032070,3971,1017,0.351396346967667361216314247940,9,0.686873663811013113189574141870
111,,,,,,,,,,,,,,,111_0,FAILED,SOBOL,,,2320,3639,9.452863628227262893233273644000,15,0.076397663071751595320613148488
112,1753435454.000000000000000000000000000000,1753435630.000000000000000000000000000000,176.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier BNDM recent_samples_size 841 n_samples 1362 const 3.937845233837143 max_depth 5 threshold 0.40591159484162925,0.000000000000000000000000000000,,i7078,163.000000000000000000000000000000,703.191406250000000000000000000000,702.980879934210520332271698862314,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.258769230769230695887728188609,5680222.000000000000000000000000000000,112_0,COMPLETED,SOBOL,163.000000000000000000000000000000,6.320000000000000284217094304040,841,1362,3.937845233837142799870889575686,5,0.405911594841629252972126096211
