trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,threshold,window_size
18,,,,,,,,,,,,,,,18_0,COMPLETED,SOBOL,28.000000000000000000000000000000,0.000000000000000000000000000000,4365,1,0.168970765989273796758851631239,3993
19,,,,,,,,,,,,,,,19_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.000000000000000000000000000000,1839,2,0.660736152902245521545410156250,2213
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.000000000000000000000000000000,2488,2,0.956627869034185951413462589699,1316
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,4963,3,0.465106606630608432340068247868,4971
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,4133.000000000000000000000000000000,0.059999999999999997779553950750,2614,0,0.545434165135025961212988931948,203
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,89,3,0.038197330277413128751806681294,3584
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,338,1,0.578931997656822239228802118305,4435
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,140.000000000000000000000000000000,0.070000000000000006661338147751,2815,3,0.087046227093785996653529934974,1840
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,28.000000000000000000000000000000,0.000000000000000000000000000000,4605,0,0.916055626997724137261513988051,3322
27,,,,,,,,,,,,,,,27_0,FAILED,SOBOL,,,2082,4,0.408697928888723249762904288218,454
28,,,,,,,,,,,,,,,28_0,RUNNING,SOBOL,,,1484,0,0.205896045204252003957279271162,726
29,,,,,,,,,,,,,,,29_0,FAILED,SOBOL,,,3960,4,0.713010563135147101831989857601,2970
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,3465,1,0.289620995385572288505215965415,2113
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,942,3,0.781263593206182105355139810854,4084
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,1075,0,0.647230426268652125898483973288,3485
33,,,,,,,,,,,,,,,33_0,FAILED,SOBOL,,,3561,4,0.156588611414656048159699253119,299
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,47.000000000000000000000000000000,0.000000000000000000000000000000,4015,2,0.855766228191554567672483244678,4911
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,1502,3,0.349652493227273208908911783510,1374
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,2188.000000000000000000000000000000,0.270000000000000017763568394003,2142,1,0.022281621864065528915155312006,2272
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,4629,2,0.528639488773420485046017347486,3935
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,27.000000000000000000000000000000,0.000000000000000000000000000000,2953,0,0.484216102946549653562868797962,1198
39,,,,,,,,,,,,,,,39_0,FAILED,SOBOL,,,440,4,0.975102042309939909259242085682,2510
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,73,2,0.392477463576942686707127450063,4143
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,2557,3,0.898712563700973965374885210622,2056
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,7884.000000000000000000000000000000,0.050000000000000002775557561563,4868,0,0.105972907936200497203138581881,3069
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,2353,3,0.596492435606196469422002337524,630
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,22.000000000000000000000000000000,0.000000000000000000000000000000,1741,1,0.768427979297935936919827781821,355
45,,,,,,,,,,,,,,,45_0,FAILED,SOBOL,,,4225,4,0.277665278885513566731191303916,3419
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,3196,1,0.727524751933291580208162940835,1781
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,680,2,0.221046471631154428649779219995,4493
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,879,1,0.932733781615272206089173323562,972
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,47.000000000000000000000000000000,0.000000000000000000000000000000,3392,2,0.426620042933151144559644762921,2752
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,4189,1,0.568321387201547567613602041092,2359
51,,,,,,,,,,,,,,,51_0,FAILED,SOBOL,,,1703,4,0.077679576065391303663076882913,3866
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,2312,0,0.311683533681556601546702722771,4844
53,,,,,,,,,,,,,,,53_0,FAILED,SOBOL,,,4825,4,0.802569476762786560009033109964,1462
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,2752,2,0.192872467543929809741243275312,3731
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,4937.000000000000000000000000000000,0.050000000000000002775557561563,265,3,0.699230330735445049228360403504,76
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,659.000000000000000000000000000000,0.020000000000000000416333634234,475,0,0.182993758451193561098691020561,1713
57,,,,,,,,,,,,,,,57_0,FAILED,SOBOL,,,2990,4,0.673513282403349844429385484545,4582
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,1040.000000000000000000000000000000,0.040000000000000000832667268469,4430,1,0.313499899147078375793995519416,600
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,1946,3,0.819735002988949412738861610705,3195
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,27.000000000000000000000000000000,0.000000000000000000000000000000,1307,1,0.555045479759573967548647033254,2843
61,,,,,,,,,,,,,,,61_0,FAILED,SOBOL,,,3823,3,0.048567203175276518756220411888,873
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,3603,0,0.938950299615040395728726707603,4230
63,,,,,,,,,,,,,,,63_0,FAILED,SOBOL,,,1119,4,0.448187595484778267262981898966,1986
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,1147,0,0.993695475518703408290832612693,4562
65,,,,,,,,,,,,,,,65_0,FAILED,SOBOL,,,3670,4,0.486576674636453376798783665436,1654
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,3755,1,0.500573446104302988146628194954,3135
67,,,,,,,,,,,,,,,67_0,FAILED,SOBOL,,,1278,2,0.008926565332338213393237325022,579
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,45.000000000000000000000000000000,0.000000000000000000000000000000,1877,2,0.367728284176439046415652001087,933
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,4400,3,0.859619289457797974840502774896,2864
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,4850.000000000000000000000000000000,0.020000000000000000416333634234,3020,0,0.128004926485940806468732944268,2007
71,,,,,,,,,,,,,,,71_0,FAILED,SOBOL,,,543,4,0.635367859313264449205860273651,4289
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,274,1,0.246797170130535953314065977793,2812
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,42.000000000000000000000000000000,0.000000000000000000000000000000,2800,2,0.738321763718500778672648721113,993
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,28.000000000000000000000000000000,0.000000000000000000000000000000,4777,1,0.256512953262776122187460714485,3886
75,,,,,,,,,,,,,,,75_0,FAILED,SOBOL,,,2303,4,0.763753119304776184605998423649,2419
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,27.000000000000000000000000000000,0.000000000000000000000000000000,1654,0,0.623735623681917816796271836211,1442
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,4179,3,0.116252277461811895364895974581,4784
78,,,,,,,,,,,,,,,78_0,FAILED,SOBOL,,,3402,2,0.879052727654576315785561746452,16
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,928,3,0.387284961324185106334994088684,3710
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.000000000000000000000000000000,650,2,0.704301125787198500916019838769,2074
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,3127,3,0.212654248733073480970290347614,4201
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,4293,0,0.791924747692421049372057950677,687
83,,,,,,,,,,,,,,,83_0,FAILED,SOBOL,,,1770,4,0.284805943092331315114051903947,3087
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,2130.000000000000000000000000000000,0.029999999999999998889776975375,2420,0,0.082232490915805103726121672025,3361
85,,,,,,,,,,,,,,,85_0,FAILED,SOBOL,,,4897,4,0.589595420025289085330655325379,337
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.000000000000000000000000000000,2529,1,0.415457433661445996175842765297,4474
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.000000000000000000000000000000,5,2,0.907348442660644627366650638578,1723
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,3731.000000000000000000000000000000,0.059999999999999997779553950750,429,0,0.460172107582911826817451128591,242
89,,,,,,,,,,,,,,,89_0,FAILED,SOBOL,,,2904,4,0.967412277342751592001945937227,3467
90,,,,,,,,,,,,,,,90_0,FAILED,SOBOL,,,4678,2,0.045079739395529033751941483388,1355
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,2152,3,0.536604329265654045322264664719,4854
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,28.000000000000000000000000000000,0.000000000000000000000000000000,1550,1,0.833211766721680735514610205428,3954
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,4024,2,0.341443996673449878809236679444,2330
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,3553,0,0.671518070258200205913112768030,2567
95,,,,,,,,,,,,,,,95_0,FAILED,SOBOL,,,1027,4,0.164034727755934001125481813688,1217
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,1011,1,0.266883718442171791185302254235,1820
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,54.000000000000000000000000000000,0.000000000000000000000000000000,3495,2,0.773359615609049755313719742844,4376
98,,,,,,,,,,,,,,,98_0,FAILED,SOBOL,,,3930,0,0.229879170237109076158077414220,394
99,,,,,,,,,,,,,,,99_0,FAILED,SOBOL,,,1414,4,0.720639494949951719959813090099,3302
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,2053,0,0.891828845903277378504014905047,3030
101,,,,,,,,,,,,,,,101_0,FAILED,SOBOL,,,4537,4,0.401312653135508290436206380036,748
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,52.000000000000000000000000000000,0.000000000000000000000000000000,2883,2,0.601425625974312372257202241599,4104
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,367,3,0.095193853316828613841948936170,2173
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,23.000000000000000000000000000000,0.000000000000000000000000000000,138,1,0.521876533845439527503629051353,1159
105,,,,,,,,,,,,,,,105_0,FAILED,SOBOL,,,2625,4,0.030995825482532383260414476922,2627
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,4952,1,0.979912328332662618812776145205,2233
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,45.000000000000000000000000000000,0.000000000000000000000000000000,2438,2,0.473559699859470106808601030934,4052
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,47.000000000000000000000000000000,0.000000000000000000000000000000,1830,2,0.145929955316707493651051663619,4950
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,4316,3,0.652039411047473538296515016555,1256
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,3265,0,0.358364428963512171577576737036,3524
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,45.000000000000000000000000000000,0.000000000000000000000000000000,752,3,0.849001957148313501910763534397,182
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,7025.000000000000000000000000000000,0.059999999999999997779553950750,787,0,0.059349239502102135723760056862,4347
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,3303,3,0.550109560497105132270689864527,1947
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,53.000000000000000000000000000000,0.000000000000000000000000000000,4117,2,0.439355372762307516687485531293,2960
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,1633,3,0.945831273647025239093011350633,834
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,22.000000000000000000000000000000,0.000000000000000000000000000000,2245,1,0.680395572550594796013001541723,483
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,4761,2,0.174163803610950712608129720138,3235
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,2664,1,0.814800384970381874616407458234,1596
119,,,,,,,,,,,,,,,119_0,FAILED,SOBOL,,,180,4,0.324284188484773028271490602492,4621
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,566,1,0.809329100506380183510657388979,3614
121,,,,,,,,,,,,,,,121_0,FAILED,SOBOL,,,3080,3,0.302976468315348024251676406493,115
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,4502,0,0.694416713528335116656364789378,4727
123,,,,,,,,,,,,,,,123_0,FAILED,SOBOL,,,2015,4,0.203536008883267643954084746838,1501
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,31.000000000000000000000000000000,0.000000000000000000000000000000,1375,0,0.437281078448519100465574638292,2477
125,,,,,,,,,,,,,,,125_0,FAILED,SOBOL,,,3888,4,0.927918610351160189075869766384,3827
126,,,,,,,,,,,,,,,126_0,FAILED,SOBOL,,,3688,1,0.068970019746571784025057638701,1090
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,65.000000000000000000000000000000,0.000000000000000000000000000000,1202,3,0.575079471759498139782351699978,2713
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,490.000000000000000000000000000000,0.000000000000000000000000000000,1173,0,0.418772334840148696688544305289,797
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,3699,3,0.909409387141466130088929276098,2929
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,50.000000000000000000000000000000,0.000000000000000000000000000000,3878,2,0.085547152293846018267231556820,1910
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,1404,3,0.591656132141128221491044314462,4315
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,2005,1,0.794701658874750083150217960792,4668
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,4531,2,0.288348554518073785235543482486,1638
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,3051,1,0.707078280488029120576243258256,3281
135,,,,,,,,,,,,,,,135_0,FAILED,SOBOL,,,576,4,0.216197096241638075930779905320,524
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.000000000000000000000000000000,171,2,0.665783305281773207795481539506,1538
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,46.000000000000000000000000000000,0.000000000000000000000000000000,2694,3,0.159551056740805496936275176267,4759
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,6897.000000000000000000000000000000,0.040000000000000000832667268469,4732,0,0.827477234110236214981171087857,151
139,,,,,,,,,,,,,,,139_0,FAILED,SOBOL,,,2255,4,0.336960565458983174469409505036,3645
140,,,,,,,,,,,,,,,140_0,FAILED,SOBOL,,,1603,0,0.040825206277891996908824268075,2667
141,,,,,,,,,,,,,,,141_0,FAILED,SOBOL,,,4127,4,0.531585055107250847861166676012,1048
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.000000000000000000000000000000,3294,1,0.455917338382452741463168877090,3780
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,54.000000000000000000000000000000,0.000000000000000000000000000000,817,2,0.962392759665846808658784539148,2435
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,1344.000000000000000000000000000000,0.010000000000000000208166817117,781,1,0.133268808472901595374437988539,3348
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,36.000000000000000000000000000000,0.000000000000000000000000000000,3255,3,0.639377784602344068076718031080,435
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,4327,0,0.372992402246221876893628177640,4422
147,,,,,,,,,,,,,,,147_0,FAILED,SOBOL,,,1801,4,0.863629458265379068571121479181,1861
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,28.000000000000000000000000000000,0.000000000000000000000000000000,2448,0,0.505299813978373979495017920271,2137
149,,,,,,,,,,,,,,,149_0,FAILED,SOBOL,,,4923,4,0.014418633449822665371087282438,4072
150,,,,,,,,,,,,,,,150_0,COMPLETED,SOBOL,23.000000000000000000000000000000,0.000000000000000000000000000000,2654,1,0.998421611027792144099635152088,711
151,,,,,,,,,,,,,,,151_0,COMPLETED,SOBOL,42.000000000000000000000000000000,0.000000000000000000000000000000,128,3,0.492068502953276032396701111793,2998
152,,,,,,,,,,,,,,,152_0,COMPLETED,SOBOL,28.000000000000000000000000000000,0.000000000000000000000000000000,377,0,0.875267419369891275238160233130,4006
153,,,,,,,,,,,,,,,153_0,FAILED,SOBOL,,,2854,4,0.384750747000798587471592782094,2192
154,,,,,,,,,,,,,,,154_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.000000000000000000000000000000,4567,1,0.619950071878731301389109376032,2580
155,,,,,,,,,,,,,,,155_0,COMPLETED,SOBOL,111.000000000000000000000000000000,0.040000000000000000832667268469,2044,2,0.113717827055603265540284496637,1118
156,,,,,,,,,,,,,,,156_0,FAILED,SOBOL,,,1444,2,0.254207400953397166798453099545,219
157,,,,,,,,,,,,,,,157_0,COMPLETED,SOBOL,47.000000000000000000000000000000,0.000000000000000000000000000000,3921,3,0.760682825954630992271177092334,3556
158,,,,,,,,,,,,,,,158_0,COMPLETED,SOBOL,1139.000000000000000000000000000000,0.000000000000000000000000000000,3505,0,0.244491857621818770018862210236,1293
159,,,,,,,,,,,,,,,159_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,981,3,0.735251702733337841877414575720,4982
160,,,,,,,,,,,,,,,160_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,1036,2,0.818601397410035125368210628949,3056
161,,,,,,,,,,,,,,,161_0,COMPLETED,SOBOL,96.000000000000000000000000000000,0.000000000000000000000000000000,3523,3,0.326833155196160074495992375887,651
162,,,,,,,,,,,,,,,162_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,4054,0,0.684196828508749632646868121810,4169
163,,,,,,,,,,,,,,,163_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,1540,3,0.176713006405159828160478241443,2037
164,,,,,,,,,,,,,,,164_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,2182,1,0.441646172683686000226543910685,1765
165,,,,,,,,,,,,,,,165_0,FAILED,SOBOL,,,4668,4,0.948885862842202221223431024555,4521
166,,,,,,,,,,,,,,,166_0,FAILED,SOBOL,,,2913,1,0.061639799622818826352332877150,378
167,,,,,,,,,,,,,,,167_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,400,2,0.553163917327299747839219890011,3408
168,,,,,,,,,,,,,,,168_0,COMPLETED,SOBOL,127.000000000000000000000000000000,0.010000000000000000208166817117,34,0,0.063721841914579274712693290894,4886
169,,,,,,,,,,,,,,,169_0,FAILED,SOBOL,,,2518,4,0.571084298858419048272594409354,1392
170,,,,,,,,,,,,,,,170_0,COMPLETED,SOBOL,47.000000000000000000000000000000,0.000000000000000000000000000000,4907,2,0.432032664533704535703151350390,3499
171,,,,,,,,,,,,,,,171_0,COMPLETED,SOBOL,36.000000000000000000000000000000,0.000000000000000000000000000000,2391,3,0.923923193931579622706351528905,278
172,,,,,,,,,,,,,,,172_0,COMPLETED,SOBOL,23.000000000000000000000000000000,0.000000000000000000000000000000,1780,1,0.689675593266263597946874597255,1175
173,,,,,,,,,,,,,,,173_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,4264,2,0.198028236610814922791234948818,2520
174,,,,,,,,,,,,,,,174_0,COMPLETED,SOBOL,27.000000000000000000000000000000,0.000000000000000000000000000000,3156,0,0.804588212609291031363056845294,2288
175,,,,,,,,,,,,,,,175_0,FAILED,SOBOL,,,640,4,0.297468935843557102938206071485,3907
176,,,,,,,,,,,,,,,176_0,COMPLETED,SOBOL,35.000000000000000000000000000000,0.000000000000000000000000000000,918,0,0.607176095105707691601537590032,621
177,,,,,,,,,,,,,,,177_0,FAILED,SOBOL,,,3432,4,0.099692276719957589881104809137,3182
178,,,,,,,,,,,,,,,178_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,4150,1,0.897579082669690220264158142527,1695
179,,,,,,,,,,,,,,,179_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,1663,3,0.405810836737975466625982789992,4608
180,,,,,,,,,,,,,,,180_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,2273,1,0.234118950966745620334563682263,4258
181,,,,,,,,,,,,,,,181_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,4786,3,0.725643064953386818238811883930,1971
182,,,,,,,,,,,,,,,182_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,2790,0,0.271123735254630460200786501446,2832
183,,,,,,,,,,,,,,,183_0,FAILED,SOBOL,,,304,4,0.778363429130986328452479483531,896
184,,,,,,,,,,,,,,,184_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.000000000000000000000000000000,514,1,0.355065231939777736780428085694,2378
185,,,,,,,,,,,,,,,185_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,3030,2,0.846955765055492526549585363682,3840
186,,,,,,,,,,,,,,,186_0,COMPLETED,SOBOL,8627.000000000000000000000000000000,0.040000000000000000832667268469,4390,1,0.142630998093634830947706859661,951
