trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,1.000000000000000000000000000000,6.750000000000000000000000000000,3316,2932,0.741582560105249255499870741914,0.135769291765987870634901923950
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4568,985,0.374467872481793140337913428084,0.910168290244415367773456182476
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.299999999999999822364316059975,1047,4387,0.808847022172063612188708248141,0.460919266030192398275744380953
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,3.000000000000000000000000000000,26.730000000000000426325641456060,543,502,0.619933195674791881479848143499,0.268491132020950318270990919700
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.620000000000000106581410364015,3898,3971,0.056403997549787164567103303625,0.844317563684657268474609281839
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.779999999999999804600747665972,2648,2173,0.921070116296410557055196477449,0.078804246746003628332211121688
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.870000000000000106581410364015,1795,3707,0.488168079197406790115110197803,0.559363028401508977083267382113
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,3.000000000000000000000000000000,11.119999999999999218402990663890,1722,1456,0.899162303335964696593407552427,0.131430285612121222627024508256
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,2588,2979,0.463305951826274375893177648322,0.740637558676302432125737595925
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,4.000000000000000000000000000000,16.199999999999999289457264239900,3837,1173,0.580448142917826759301647143729,0.461462883906438969816576900485
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.770000000000000017763568394003,474,4667,0.017923980968073009722996147275,0.916437688007950779223165227449
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,6.000000000000000000000000000000,30.769999999999999573674358543940,1064,466,0.335013224218040694957210234861,0.857538414567708962010783579899
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.910000000000000142108547152020,4573,3851,0.770336615968495563855356067506,0.279641017915681022731888560884
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.990000000000000213162820728030,3325,1902,0.154698826050385845887191749171,0.550173633746802837052314316679
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,1.000000000000000000000000000000,12.380000000000000781597009336110,2313,3509,0.716750941326841695122595865541,0.063645330632105465151759915443
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,1.000000000000000000000000000000,17.460000000000000852651282912120,2161,849,0.225828542038798318891679173248,0.315963414100930095607111525169
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,3495,4874,0.661273983031511303209981633699,0.796369435299187911070362133614
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,2.000000000000000000000000000000,16.280000000000001136868377216160,4745,1836,0.295009872073307644058104415308,0.030764743154868483265840239937
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.570000000000000062172489379009,913,2794,0.857184036592021580958089543856,0.606926670815795654689850380237
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.899999999999999911182158029987,19,2308,0.540534478079527591631858740584,0.663876472692936703268173914694
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.790000000000000035527136788005,4310,3221,0.104556077327579266533774671188,0.214535604825243364501830001245
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,4.000000000000000000000000000000,29.339999999999999857891452847980,3062,14,0.970324604330584428169004240772,0.988782326165586700206233672361
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.250000000000000000000000000000,1269,4108,0.407678393138572570109090520418,0.381798927260562803720489455372
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,20.000000000000000000000000000000,62.009999999999998010480339871719,1514,271,0.650812589002773167479176663619,0.531101050002500407742900279118
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.459999999999999964472863211995,2836,4359,0.212901342866942289155929302069,0.107070032212883234357114758950
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,4086,2410,0.829148256208747658213553677342,0.814099168797954964027496771450
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.509999999999999786837179271970,262,3314,0.268465733598917732916078193739,0.298698105704039318375464517885
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,1.000000000000000000000000000000,10.039999999999999147348717087880,687,1573,0.084349764386191961040850628706,0.489184635099023601423340323890
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,4990,2549,0.521758447820320769849899988913,0.881906728243455284577123620693
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,6.000000000000000000000000000000,21.859999999999999431565811391920,3739,744,0.404981727808713887206693016196,0.165976681847125301372258832089
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,1938,4785,0.965222600802779218120974746853,0.712930292187258562996987620863
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,2422,2112,0.474286908378824589860300875443,0.961075788373127570807241681905
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.209999999999999964472863211995,3275,3728,0.911573988711461447032036176097,0.416345070682466011913192005522
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,11.000000000000000000000000000000,35.289999999999999147348717087880,4526,522,0.046414600003510712855625541806,0.629345289858058043463984176924
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.330000000000000071054273576010,1170,3913,0.606533869896084043560335885559,0.242258054971694947177240919700
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,1.000000000000000000000000000000,18.609999999999999431565811391920,424,967,0.791062937574461111367440935283,0.049822083756327628645266258900
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.500000000000000000000000000000,3946,4445,0.353273294540122129170356402028,0.563486696349456916976805587183
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,1.000000000000000000000000000000,9.630000000000000781597009336110,2693,1406,0.719902891449630266684778234776,0.359387416727840913743818873627
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1675,2911,0.159341971941292293024616810726,0.777297074625268535896793764550
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,3.000000000000000000000000000000,11.060000000000000497379915032070,1579,1155,0.299634711321443314435697402587,0.702400560546666330452580950805
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.800000000000000044408920985006,2745,4569,0.860346664350479795047021980281,0.184776584355160589101529922118
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.189999999999999946709294817992,3997,1516,0.244099825365468869886598213270,0.891842841710895339879527909943
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.049999999999999822364316059975,329,3114,0.681981492368504360612746495462,0.469973820215091098173587624842
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.729999999999999982236431605997,1222,1999,0.996390552401542617388940925593,0.286202735474333169740646098944
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4430,3530,0.436181162074208261802965580500,0.834892787020653504015399448690
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,13.000000000000000000000000000000,60.969999999999998863131622783840,3180,328,0.552957807729020700548971944954,0.118940848125144840730094131231
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.519999999999999573674358543940,2473,3794,0.115517790341749790328229607894,0.509987416867166754030904485262
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,1999,1777,0.575326836366206406658818650612,0.758588805712759439714432119217
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.200000000000000177635683940025,3634,2658,0.015239019397646189762918211841,0.369826050141826290218460826509
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,6.000000000000000000000000000000,13.970000000000000639488462184090,4886,867,0.880398363491520230539322255936,0.582789144828915639529043346556
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,1.000000000000000000000000000000,6.089999999999999857891452847980,748,4973,0.443079919463023552683722527945,0.039794872062280772784248483731
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,3.000000000000000000000000000000,19.300000000000000710542735760100,157,151,0.128135934792459021958066500702,0.221616514982655637977515539205
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4148,4166,0.688726314462721367348763124028,0.641688165456056558433317604795
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,1.000000000000000000000000000000,5.959999999999999964472863211995,2897,2212,0.322096762167289829559280178728,0.437610782051458979680091943010
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1409,3200,0.759856855811551157309224890923,0.949052477829158358524352934182
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,2.000000000000000000000000000000,6.759999999999999786837179271970,1359,2428,0.049092006923630832071481222556,0.084394420288503177451921999364
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.760000000000000008881784197001,3006,3413,0.611647502826526801023021562287,0.537694655472412685881522520503
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,41.000000000000000000000000000000,84.480000000000003979039320256561,4254,211,0.494505386091768750489450212626,0.258480952680110953600944867503
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,109,4224,0.930330254934728095861373731168,0.869423718901351061383309115627
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,857,647,0.747919844692572999278468159901,0.935282059596851511606985241087
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.969999999999999973354647408996,4835,4764,0.185897308548912398862285044743,0.450916700825095162485922628548
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3586,1711,0.801535024110227811711126832961,0.721473116407170933506165511062
119,,,,,,,,,,,,,,,119_0,COMPLETED,SOBOL,1.000000000000000000000000000000,8.609999999999999431565811391920,2105,2606,0.366182201940566276476829443709,0.141351851172745235363237270576
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,1.000000000000000000000000000000,28.350000000000001421085471520200,2248,581,0.825977954829111737922175962012,0.394186747822910521499295555259
121,,,,,,,,,,,,,,,121_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3425,4049,0.263833339700475344447028192008,0.968124810619279796419789363426
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,2.000000000000000000000000000000,4.610000000000000319744231092045,4674,2094,0.630097406044602403873966522951,0.202559142779558887248470000486
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.520000000000000017763568394003,998,3629,0.194622504889965047825128863224,0.685128112038597469890532920545
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,2.000000000000000000000000000000,15.529999999999999360511537815910,574,1268,0.376471404222771532932512172920,0.617320299779996251032798681990
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.280000000000000248689957516035,3771,2853,0.939148979110643211676290320611,0.012072390314191581289771093566
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,2.000000000000000000000000000000,16.160000000000000142108547152020,2521,1063,0.073380496721714733032726485362,0.786295315621420742857594632369
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,1.000000000000000000000000000000,13.660000000000000142108547152020,1822,4466,0.509327444549649954730341505638,0.335279875118285441981669237066
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1809,2273,0.401404782133176929459494886032,0.860708853507414439754086288303
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.540000000000000035527136788005,2516,3255,0.960990779967978547837503811024,0.251623876921832578812399106027
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,98.000000000000000000000000000000,3.149999999999999911182158029987,3767,56,0.080746639542281631318765278138,0.546516029538586689540125007625
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,1.000000000000000000000000000000,8.250000000000000000000000000000,557,4066,0.517561360903084244355909504520,0.091175265461206439487895636375
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,3.000000000000000000000000000000,19.010000000000001563194018672220,993,802,0.833250579109415356882095693436,0.150196365073323262473437011977
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4661,4921,0.272156952654942885239108818496,0.728216069357469630851653619175
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.650000000000000355271367880050,3409,1866,0.654880174268037129614583591319,0.442209628023207179658982113324
135,,,,,,,,,,,,,,,135_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2243,2764,0.216618737373501069054526624313,0.928371982315555177578403345251
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,1.000000000000000000000000000000,41.219999999999998863131622783840,2073,424,0.724122761288657823541825564462,0.676298023356124766714003726520
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.939999999999999946709294817992,3561,3894,0.162907085591927180967530830458,0.195769701961427927683345728838
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,4812,1937,0.795256628245115226860662005492,0.976848212173208607644880885346
139,,,,,,,,,,,,,,,139_0,COMPLETED,SOBOL,1.000000000000000000000000000000,8.179999999999999715782905695960,821,3475,0.356873142108321217413902104454,0.401052240770310153283872978136
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,1.000000000000000000000000000000,12.240000000000000213162820728030,85,1426,0.042720107389613987125542848844,0.343980612721294154443540946886
141,,,,,,,,,,,,,,,141_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4221,3009,0.602428154466673748679284017271,0.793199176674708739120944755996
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,2.000000000000000000000000000000,14.669999999999999928945726423990,2970,1220,0.470557678129523981880311112036,0.003234984923154115860760571266
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,1335,4620,0.907494448732584668704248542781,0.610584336368367064373785524367
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,4.000000000000000000000000000000,12.449999999999999289457264239900,1441,998,0.150984824072569606689953047862,0.476755535362288374034989146821
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2922,4414,0.712656173076480659034359632642,0.900665204722434276085607507412
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,4.000000000000000000000000000000,9.660000000000000142108547152020,4172,1358,0.331273046789690828184404836065,0.177918579136952748065425566892
147,,,,,,,,,,,,,,,147_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,193,2959,0.766276585353538375322557385516,0.693684646721929309975962496537
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,1.000000000000000000000000000000,7.280000000000000248689957516035,773,2156,0.584657061859965354599921738554,0.503076291155070021154926962481
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.299999999999999822364316059975,4918,3685,0.021508600264787673672639556344,0.110232845863327377777807214443
