trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
129,,,,,,,,,,,,,,,129_0,ABANDONED,SOBOL,,,317,4478,400,33,53
130,,,,,,,,,,,,,,,130_0,ABANDONED,SOBOL,,,4607,1172,622,150,159
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,21.000000000000000000000000000000,24.789999999999999147348717087880,1937,2067,854,227,75
132,,,,,,,,,,,,,,,132_0,ABANDONED,SOBOL,,,2218,4255,229,129,219
133,,,,,,,,,,,,,,,133_0,ABANDONED,SOBOL,,,2703,145,761,59,114
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,34.000000000000000000000000000000,3.450000000000000177635683940025,4873,2734,497,237,10
135,,,,,,,,,,,,,,,135_0,ABANDONED,SOBOL,,,51,1667,525,74,155
136,,,,,,,,,,,,,,,136_0,ABANDONED,SOBOL,,,904,3291,969,104,176
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,33.000000000000000000000000000000,6.169999999999999928945726423990,4174,2320,61,205,39
138,,,,,,,,,,,,,,,138_0,ABANDONED,SOBOL,,,3256,4889,702,25,88
139,,,,,,,,,,,,,,,139_0,ABANDONED,SOBOL,,,1824,722,297,157,201
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,24.000000000000000000000000000000,20.789999999999999147348717087880,1728,3232,122,234,62
141,,,,,,,,,,,,,,,141_0,ABANDONED,SOBOL,,,3196,2419,899,86,168
142,,,,,,,,,,,,,,,142_0,ABANDONED,SOBOL,,,4073,4830,355,155,209
143,,,,,,,,,,,,,,,143_0,ABANDONED,SOBOL,,,848,820,636,39,65
144,,,,,,,,,,,,,,,144_0,ABANDONED,SOBOL,,,151,4157,826,6,107
145,,,,,,,,,,,,,,,145_0,ABANDONED,SOBOL,,,2799,2635,594,114,132
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,16.000000000000000000000000000000,3.689999999999999946709294817992,2279,1726,435,200,18
147,,,,,,,,,,,,,,,147_0,ABANDONED,SOBOL,,,1993,4538,560,164,182
148,,,,,,,,,,,,,,,148_0,ABANDONED,SOBOL,,,3085,1074,470,32,45
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,29.000000000000000000000000000000,26.980000000000000426325641456060,4667,3643,796,210,82
150,,,,,,,,,,,,,,,150_0,ABANDONED,SOBOL,,,413,1968,202,109,195
151,,,,,,,,,,,,,,,151_0,ABANDONED,SOBOL,,,1130,3007,262,76,229
152,,,,,,,,,,,,,,,152_0,COMPLETED,SOBOL,12.000000000000000000000000000000,4.400000000000000355271367880050,3792,1394,729,240,124
153,,,,,,,,,,,,,,,153_0,COMPLETED,SOBOL,114.000000000000000000000000000000,0.869999999999999995559107901499,3462,3982,25,60,1
154,,,,,,,,,,,,,,,154_0,ABANDONED,SOBOL,,,1462,418,996,130,146
155,,,,,,,,,,,,,,,155_0,COMPLETED,SOBOL,33.000000000000000000000000000000,14.619999999999999218402990663890,1261,3768,477,126,76
156,,,,,,,,,,,,,,,156_0,ABANDONED,SOBOL,,,3661,593,505,196,212
157,,,,,,,,,,,,,,,157_0,ABANDONED,SOBOL,,,3916,2869,241,16,164
158,,,,,,,,,,,,,,,158_0,COMPLETED,SOBOL,23.000000000000000000000000000000,14.230000000000000426325641456060,1008,1493,773,180,50
159,,,,,,,,,,,,,,,159_0,COMPLETED,SOBOL,30.000000000000000000000000000000,2.879999999999999893418589635985,611,3463,705,147,31
160,,,,,,,,,,,,,,,160_0,ABANDONED,SOBOL,,,4467,2187,300,46,137
161,,,,,,,,,,,,,,,161_0,ABANDONED,SOBOL,,,2964,4444,942,224,240
162,,,,,,,,,,,,,,,162_0,ABANDONED,SOBOL,,,2481,2771,907,56,198
163,,,,,,,,,,,,,,,163_0,COMPLETED,SOBOL,81.000000000000000000000000000000,1.679999999999999937827510620991,4806,4374,675,71,32
164,,,,,,,,,,,,,,,164_0,COMPLETED,SOBOL,1.000000000000000000000000000000,16.500000000000000000000000000000,272,27,330,250,177
165,,,,,,,,,,,,,,,165_0,COMPLETED,SOBOL,114.000000000000000000000000000000,1.909999999999999920063942226989,4275,680,866,101,13
166,,,,,,,,,,,,,,,166_0,COMPLETED,SOBOL,26.000000000000000000000000000000,28.789999999999999147348717087880,3316,3404,380,170,113
167,,,,,,,,,,,,,,,167_0,ABANDONED,SOBOL,,,1605,2207,602,22,226
168,,,,,,,,,,,,,,,168_0,ABANDONED,SOBOL,,,1599,2600,421,139,166
169,,,,,,,,,,,,,,,169_0,ABANDONED,SOBOL,,,3325,1791,578,53,59
170,,,,,,,,,,,,,,,170_0,COMPLETED,SOBOL,26.000000000000000000000000000000,12.900000000000000355271367880050,4242,4202,188,248,66
171,,,,,,,,,,,,,,,171_0,ABANDONED,SOBOL,,,680,188,841,69,210
172,,,,,,,,,,,,,,,172_0,ABANDONED,SOBOL,,,276,4780,653,102,246
173,,,,,,,,,,,,,,,173_0,COMPLETED,SOBOL,11.000000000000000000000000000000,16.469999999999998863131622783840,4805,822,369,219,110
174,,,,,,,,,,,,,,,174_0,COMPLETED,SOBOL,53.000000000000000000000000000000,1.620000000000000106581410364015,2635,3253,885,25,18
175,,,,,,,,,,,,,,,175_0,COMPLETED,SOBOL,24.000000000000000000000000000000,16.329999999999998294697434175760,2181,3910,979,193,45
176,,,,,,,,,,,,,,,176_0,ABANDONED,SOBOL,,,4520,3010,743,178,192
177,,,,,,,,,,,,,,,177_0,ABANDONED,SOBOL,,,561,1341,278,15,79
178,,,,,,,,,,,,,,,178_0,ABANDONED,SOBOL,,,945,3625,217,47,123
179,,,,,,,,,,,,,,,179_0,ABANDONED,SOBOL,,,3976,2016,813,149,228
180,,,,,,,,,,,,,,,180_0,ABANDONED,SOBOL,,,3606,4604,453,94,148
181,,,,,,,,,,,,,,,181_0,COMPLETED,SOBOL,32.000000000000000000000000000000,3.620000000000000106581410364015,1318,1036,546,227,4
182,,,,,,,,,,,,,,,182_0,COMPLETED,SOBOL,26.000000000000000000000000000000,13.029999999999999360511537815910,3492,1215,956,161,78
183,,,,,,,,,,,,,,,183_0,COMPLETED,SOBOL,56.000000000000000000000000000000,3.740000000000000213162820728030,3786,3492,286,107,48
184,,,,,,,,,,,,,,,184_0,COMPLETED,SOBOL,17.000000000000000000000000000000,12.400000000000000355271367880050,1138,2110,689,209,162
185,,,,,,,,,,,,,,,185_0,COMPLETED,SOBOL,23.000000000000000000000000000000,2.520000000000000017763568394003,448,2836,758,241,134
186,,,,,,,,,,,,,,,186_0,COMPLETED,SOBOL,137.000000000000000000000000000000,2.339999999999999857891452847980,4629,1555,225,78,28
187,,,,,,,,,,,,,,,187_0,COMPLETED,SOBOL,33.000000000000000000000000000000,41.710000000000000852651282912120,3088,3811,522,133,97
188,,,,,,,,,,,,,,,188_0,ABANDONED,SOBOL,,,1992,580,491,63,241
189,,,,,,,,,,,,,,,189_0,ABANDONED,SOBOL,,,2331,3393,616,83,92
190,,,,,,,,,,,,,,,190_0,COMPLETED,SOBOL,16.000000000000000000000000000000,4.330000000000000071054273576010,2749,2247,397,231,197
191,,,,,,,,,,,,,,,191_0,ABANDONED,SOBOL,,,4994,4991,849,37,180
192,,,,,,,,,,,,,,,192_0,COMPLETED,SOBOL,7.000000000000000000000000000000,5.849999999999999644728632119950,84,650,134,154,35
193,,,,,,,,,,,,,,,193_0,COMPLETED,SOBOL,34.000000000000000000000000000000,2.100000000000000088817841970013,794,4299,314,186,15
194,,,,,,,,,,,,,,,194_0,ABANDONED,SOBOL,,,4131,53,660,8,152
195,,,,,,,,,,,,,,,195_0,COMPLETED,SOBOL,26.000000000000000000000000000000,47.670000000000001705302565824240,1788,1575,924,117,111
196,,,,,,,,,,,,,,,196_0,ABANDONED,SOBOL,,,1850,4085,723,56,128
197,,,,,,,,,,,,,,,197_0,COMPLETED,SOBOL,68.000000000000000000000000000000,2.669999999999999928945726423990,3228,306,258,126,22
198,,,,,,,,,,,,,,,198_0,ABANDONED,SOBOL,,,4187,2562,991,72,103
199,,,,,,,,,,,,,,,199_0,COMPLETED,SOBOL,22.000000000000000000000000000000,13.500000000000000000000000000000,28,3140,457,206,205
200,,,,,,,,,,,,,,,200_0,COMPLETED,SOBOL,61.000000000000000000000000000000,7.570000000000000284217094304040,4894,2462,549,105,69
201,,,,,,,,,,,,,,,201_0,COMPLETED,SOBOL,33.000000000000000000000000000000,7.019999999999999573674358543940,2687,4738,190,160,58
202,,,,,,,,,,,,,,,202_0,ABANDONED,SOBOL,,,2237,864,786,28,172
203,,,,,,,,,,,,,,,203_0,COMPLETED,SOBOL,103.000000000000000000000000000000,1.090000000000000079936057773011,1892,3050,161,111,5
204,,,,,,,,,,,,,,,204_0,COMPLETED,SOBOL,13.000000000000000000000000000000,23.230000000000000426325641456060,3032,1302,814,196,142
205,,,,,,,,,,,,,,,205_0,ABANDONED,SOBOL,,,4535,4025,424,2,233
206,,,,,,,,,,,,,,,206_0,COMPLETED,SOBOL,7.000000000000000000000000000000,34.380000000000002557953848736361,386,326,581,181,120
207,,,,,,,,,,,,,,,207_0,COMPLETED,SOBOL,38.000000000000000000000000000000,14.070000000000000284217094304040,1232,4640,897,151,86
208,,,,,,,,,,,,,,,208_0,COMPLETED,SOBOL,22.000000000000000000000000000000,17.219999999999998863131622783840,3592,3744,633,230,186
209,,,,,,,,,,,,,,,209_0,COMPLETED,SOBOL,61.000000000000000000000000000000,3.160000000000000142108547152020,1485,1896,349,82,41
210,,,,,,,,,,,,,,,210_0,ABANDONED,SOBOL,,,1374,3526,868,166,236
211,,,,,,,,,,,,,,,211_0,ABANDONED,SOBOL,,,3706,2075,153,18,100
212,,,,,,,,,,,,,,,212_0,COMPLETED,SOBOL,43.000000000000000000000000000000,10.109999999999999431565811391920,4036,4507,605,213,27
213,,,,,,,,,,,,,,,213_0,ABANDONED,SOBOL,,,1042,1095,386,97,141
214,,,,,,,,,,,,,,,214_0,COMPLETED,SOBOL,10.000000000000000000000000000000,18.750000000000000000000000000000,4423,540,920,246,53
215,,,,,,,,,,,,,,,215_0,ABANDONED,SOBOL,,,2841,2951,342,52,71
216,,,,,,,,,,,,,,,216_0,ABANDONED,SOBOL,,,2081,1439,688,137,215
217,,,,,,,,,,,,,,,217_0,COMPLETED,SOBOL,24.000000000000000000000000000000,8.730000000000000426325641456060,2347,4878,314,221,118
218,,,,,,,,,,,,,,,218_0,ABANDONED,SOBOL,,,2575,762,716,88,223
219,,,,,,,,,,,,,,,219_0,COMPLETED,SOBOL,33.000000000000000000000000000000,1.280000000000000026645352591004,220,2290,952,42,10
220,,,,,,,,,,,,,,,220_0,ABANDONED,SOBOL,,,780,2659,511,12,36
221,,,,,,,,,,,,,,,221_0,COMPLETED,SOBOL,23.000000000000000000000000000000,21.179999999999999715782905695960,4298,1693,480,176,173
222,,,,,,,,,,,,,,,222_0,ABANDONED,SOBOL,,,3421,4262,777,122,202
223,,,,,,,,,,,,,,,223_0,COMPLETED,SOBOL,17.000000000000000000000000000000,45.280000000000001136868377216160,1660,90,244,192,89
224,,,,,,,,,,,,,,,224_0,ABANDONED,SOBOL,,,1650,4269,255,27,56
225,,,,,,,,,,,,,,,225_0,ABANDONED,SOBOL,,,3430,83,727,159,169
226,,,,,,,,,,,,,,,226_0,COMPLETED,SOBOL,17.000000000000000000000000000000,1.250000000000000000000000000000,770,1681,991,206,69
227,,,,,,,,,,,,,,,227_0,COMPLETED,SOBOL,20.000000000000000000000000000000,11.730000000000000426325641456060,229,3343,550,235,105
