trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
471,,,,,,,,,,,,,,,471_0,RUNNING,SOBOL,,,3157,2423,31,563,0.925225482545793065369821306376
472,,,,,,,,,,,,,,,472_0,RUNNING,SOBOL,,,2424,3130,72,78,0.301159152941778307521758506482
473,,,,,,,,,,,,,,,473_0,ABANDONED,SOBOL,,,499,6,23,815,0.105683692537248130616234220724
474,,,,,,,,,,,,,,,474_0,RUNNING,SOBOL,,,3829,4306,76,300,0.730853385882452077915161225974
475,,,,,,,,,,,,,,,475_0,RUNNING,SOBOL,,,3861,1872,29,789,0.005600006867200136607964910951
476,,,,,,,,,,,,,,,476_0,RUNNING,SOBOL,,,472,2578,70,336,0.627732578357681592073902265838
477,,,,,,,,,,,,,,,477_0,RUNNING,SOBOL,,,2456,695,24,589,0.963536328125745078487796035915
478,,,,,,,,,,,,,,,478_0,RUNNING,SOBOL,,,3130,4995,77,42,0.340331314167007792370611696242
479,,,,,,,,,,,,,,,479_0,COMPLETED,SOBOL,9340.000000000000000000000000000000,2.560000000000000053290705182008,2630,493,57,240,0.385203259214758897410746385503
480,,,,,,,,,,,,,,,480_0,RUNNING,SOBOL,,,1780,3849,41,631,0.762662043953314383593067304901
481,,,,,,,,,,,,,,,481_0,RUNNING,SOBOL,,,1226,1982,90,384,0.582913811430335049301731942251
482,,,,,,,,,,,,,,,482_0,RUNNING,SOBOL,,,4439,3619,12,993,0.206299048805609341883382512606
483,,,,,,,,,,,,,,,483_0,RUNNING,SOBOL,,,4775,1029,96,734,0.711769878195598670878041502874
484,,,,,,,,,,,,,,,484_0,RUNNING,SOBOL,,,820,4543,5,155,0.093581663243472570923309206137
485,,,,,,,,,,,,,,,485_0,RUNNING,SOBOL,,,1493,1425,53,894,0.256766258047893658478244560683
486,,,,,,,,,,,,,,,486_0,RUNNING,SOBOL,,,2851,2907,50,473,0.876057840459048775549888432579
487,,,,,,,,,,,,,,,487_0,RUNNING,SOBOL,,,3584,2234,17,309,0.835049950329586843089657577366
488,,,,,,,,,,,,,,,488_0,RUNNING,SOBOL,,,2089,3407,83,825,0.453646809052675958895406438387
489,,,,,,,,,,,,,,,489_0,COMPLETED,SOBOL,853.000000000000000000000000000000,1.790000000000000035527136788005,302,276,38,65,0.134414311138913028509378477793
490,,,,,,,,,,,,,,,490_0,RUNNING,SOBOL,,,4120,4105,66,548,0.514942505311220877217692759586
491,,,,,,,,,,,,,,,491_0,COMPLETED,SOBOL,1574.000000000000000000000000000000,3.299999999999999822364316059975,4342,155,3,411,0.365603451408445856429807463428
492,,,,,,,,,,,,,,,492_0,RUNNING,SOBOL,,,74,4295,99,958,0.985039670797064892404648617230
493,,,,,,,,,,,,,,,493_0,RUNNING,SOBOL,,,1999,2416,44,213,0.664947487510740731231351219321
494,,,,,,,,,,,,,,,494_0,RUNNING,SOBOL,,,3670,3274,54,666,0.046355691762641072772854755613
495,,,,,,,,,,,,,,,495_0,RUNNING,SOBOL,,,3072,1272,86,617,0.243266699310392131572200469236
496,,,,,,,,,,,,,,,496_0,RUNNING,SOBOL,,,1265,3069,15,7,0.623909140838310172227920702426
497,,,,,,,,,,,,,,,497_0,RUNNING,SOBOL,,,730,1199,67,762,0.788181841369718361178797749744
498,,,,,,,,,,,,,,,498_0,RUNNING,SOBOL,,,4861,4402,32,372,0.406466555846855037703591051468
499,,,,,,,,,,,,,,,499_0,RUNNING,SOBOL,,,4680,2120,75,107,0.917053192174062115071819789591
500,,,,,,,,,,,,,,,500_0,RUNNING,SOBOL,,,978,3452,28,529,0.293734005216509108660005722413
501,,,,,,,,,,,,,,,501_0,COMPLETED,SOBOL,3930.000000000000000000000000000000,2.029999999999999804600747665972,1710,328,80,267,0.114844982182607052711986739268
502,,,,,,,,,,,,,,,502_0,RUNNING,SOBOL,,,2697,4004,20,844,0.737289772275835253445563921559
503,,,,,,,,,,,,,,,503_0,RUNNING,SOBOL,,,3371,830,40,938,0.536445944646373407138639777259
504,,,,,,,,,,,,,,,504_0,RUNNING,SOBOL,,,2209,4811,62,453,0.159686470687389364675468073074
505,,,,,,,,,,,,,,,505_0,RUNNING,SOBOL,,,402,1685,8,690,0.494402590611949577237282937858
506,,,,,,,,,,,,,,,506_0,RUNNING,SOBOL,,,3927,2696,92,175,0.872264881789684309865151590202
507,,,,,,,,,,,,,,,507_0,RUNNING,SOBOL,,,4055,768,51,356,0.198374100733548414110529733989
508,,,,,,,,,,,,,,,508_0,RUNNING,SOBOL,,,354,4911,48,779,0.575239893754944220383151787246
509,,,,,,,,,,,,,,,509_0,RUNNING,SOBOL,,,2335,1779,96,18,0.770578305292874521370549700805
510,,,,,,,,,,,,,,,510_0,RUNNING,SOBOL,,,3321,2640,5,595,0.392883246263489138705438108445
511,,,,,,,,,,,,,,,511_0,RUNNING,SOBOL,,,2747,1908,35,687,0.316812259182333966212041787003
512,,,,,,,,,,,,,,,512_0,RUNNING,SOBOL,,,1585,3703,63,202,0.940268779421225220360724961211
513,,,,,,,,,,,,,,,513_0,RUNNING,SOBOL,,,1026,585,18,941,0.651242232784628893860201515054
514,,,,,,,,,,,,,,,514_0,FAILED,SOBOL,,,4551,3786,84,426,0.028873862886801361649080632787
515,,,,,,,,,,,,,,,515_0,FAILED,SOBOL,,,4967,1489,24,162,0.522862099694088144907766491087
516,,,,,,,,,,,,,,,516_0,FAILED,SOBOL,,,700,2814,77,709,0.142082399241626272656802143501
517,,,,,,,,,,,,,,,517_0,FAILED,SOBOL,,,1374,947,31,462,0.445732808159664262159793679530
518,,,,,,,,,,,,,,,518_0,FAILED,SOBOL,,,3044,4616,72,915,0.827371747843921201415184896177
519,,,,,,,,,,,,,,,519_0,COMPLETED,SOBOL,5630.000000000000000000000000000000,0.429999999999999993338661852249,3698,211,89,867,0.899570827929303096226476554875
520,,,,,,,,,,,,,,,520_0,FAILED,SOBOL,,,1891,4199,11,258,0.280028215121477852544984443739
521,,,,,,,,,,,,,,,521_0,FAILED,SOBOL,,,105,2316,60,511,0.070073555437847975801979316657
522,,,,,,,,,,,,,,,522_0,FAILED,SOBOL,,,4235,3334,44,121,0.688498044680803999995077901985
523,,,,,,,,,,,,,,,523_0,FAILED,SOBOL,,,4151,2490,81,985,0.429974663652479660580496556577
524,,,,,,,,,,,,,,,524_0,FAILED,SOBOL,,,196,3189,21,406,0.811453674884513032061761350633
525,,,,,,,,,,,,,,,525_0,COMPLETED,SOBOL,826.000000000000000000000000000000,1.899999999999999911182158029987,2118,64,72,643,0.600396153368055851551332580129
526,,,,,,,,,,,,,,,526_0,FAILED,SOBOL,,,3475,4356,26,222,0.220004742236807937505460586181
527,,,,,,,,,,,,,,,527_0,FAILED,SOBOL,,,2959,1124,8,60,0.054269692655652762569573610563
528,,,,,,,,,,,,,,,528_0,FAILED,SOBOL,,,1465,4488,93,576,0.672625689996406483928126363026
529,,,,,,,,,,,,,,,529_0,FAILED,SOBOL,,,926,1363,39,314,0.977120076414197735736877348245
530,,,,,,,,,,,,,,,530_0,FAILED,SOBOL,,,4744,3008,60,798,0.357935363305732612282383797719
531,,,,,,,,,,,,,,,531_0,COMPLETED,SOBOL,10381.000000000000000000000000000000,2.149999999999999911182158029987,4486,393,47,538,0.848755227362737008078852340986
532,,,,,,,,,,,,,,,532_0,FAILED,SOBOL,,,1098,3910,56,85,0.471128734592348330512123766312
533,,,,,,,,,,,,,,,533_0,FAILED,SOBOL,,,1831,2039,1,840,0.183205525672063218589613597942
534,,,,,,,,,,,,,,,534_0,FAILED,SOBOL,,,2504,3524,98,293,0.559713493350893265265710851963
535,,,,,,,,,,,,,,,535_0,FAILED,SOBOL,,,3256,1619,69,489,0.729373510936275115668081525655
536,,,,,,,,,,,,,,,536_0,FAILED,SOBOL,,,2406,2791,34,880,0.107164995133876797539507208512
537,,,,,,,,,,,,,,,537_0,FAILED,SOBOL,,,600,911,86,135,0.301658953288570064188434116659
538,,,,,,,,,,,,,,,538_0,FAILED,SOBOL,,,3813,4739,14,744,0.924727109849452943990399944596
539,,,,,,,,,,,,,,,539_0,COMPLETED,SOBOL,6597.000000000000000000000000000000,2.359999999999999875655021241982,3757,614,82,91,0.566674013352021610501196846599
540,,,,,,,,,,,,,,,540_0,FAILED,SOBOL,,,584,3816,17,544,0.191894255582243211666337856514
541,,,,,,,,,,,,,,,541_0,FAILED,SOBOL,,,2350,1937,65,283,0.401860334610566471980064306990
542,,,,,,,,,,,,,,,542_0,FAILED,SOBOL,,,3238,3733,37,830,0.777742991391569327142008205556
543,,,,,,,,,,,,,,,543_0,FAILED,SOBOL,,,2566,1750,4,890,0.947250845232978422316705291450
544,,,,,,,,,,,,,,,544_0,RUNNING,SOBOL,,,1853,2611,95,499,0.325850379586219762728660498396
545,,,,,,,,,,,,,,,545_0,RUNNING,SOBOL,,,1158,739,50,739,0.022211397448554635186690475734
546,,,,,,,,,,,,,,,546_0,RUNNING,SOBOL,,,4508,4882,53,129,0.642737384438514691709087855997
547,,,,,,,,,,,,,,,547_0,RUNNING,SOBOL,,,4718,2267,43,397,0.150694083429872976997998534898
548,,,,,,,,,,,,,,,548_0,RUNNING,SOBOL,,,861,3285,58,974,0.529417729290202254688324501330
549,,,,,,,,,,,,,,,549_0,COMPLETED,SOBOL,1056.000000000000000000000000000000,1.640000000000000124344978758018,1438,162,12,227,0.818440463282167907088648917124
550,,,,,,,,,,,,,,,550_0,RUNNING,SOBOL,,,2893,4150,91,649,0.438643906505778446991428154433
551,,,,,,,,,,,,,,,551_0,RUNNING,SOBOL,,,3487,996,70,570,0.273000345524400500618611431491
552,,,,,,,,,,,,,,,552_0,RUNNING,SOBOL,,,2169,4665,30,55,0.890456923080608198084462401312
553,,,,,,,,,,,,,,,553_0,RUNNING,SOBOL,,,207,1538,79,808,0.695114706333726628528779656335
554,,,,,,,,,,,,,,,554_0,RUNNING,SOBOL,,,4201,2863,25,323,0.078502619339153173472212188244
555,,,,,,,,,,,,,,,555_0,RUNNING,SOBOL,,,4292,1393,62,719,0.802903082238510257262475988682
556,,,,,,,,,,,,,,,556_0,RUNNING,SOBOL,,,123,3037,40,172,0.423479649715125583409047749228
557,,,,,,,,,,,,,,,557_0,RUNNING,SOBOL,,,1947,1153,91,910,0.228997118340805161373907594680
558,,,,,,,,,,,,,,,558_0,RUNNING,SOBOL,,,3714,4517,7,456,0.607545670680701754839958539378
559,,,,,,,,,,,,,,,559_0,COMPLETED,SOBOL,488.000000000000000000000000000000,2.790000000000000035527136788005,2983,34,27,264,0.679592587022110783401274147764
560,,,,,,,,,,,,,,,560_0,RUNNING,SOBOL,,,1353,4327,74,873,0.063323100816458463557800939725
561,,,,,,,,,,,,,,,561_0,RUNNING,SOBOL,,,638,2461,20,110,0.351257729081436986806608047118
562,,,,,,,,,,,,,,,562_0,RUNNING,SOBOL,,,4944,3160,79,501,0.968630515825003368668433267885
563,,,,,,,,,,,,,,,563_0,RUNNING,SOBOL,,,4579,862,16,772,0.479755587566643937336152703210
564,,,,,,,,,,,,,,,564_0,RUNNING,SOBOL,,,1093,4690,88,351,0.855295569201931393799043235049
565,,,,,,,,,,,,,,,565_0,RUNNING,SOBOL,,,1611,1570,33,606,0.550797377575188873422007418412
566,,,,,,,,,,,,,,,566_0,FAILED,SOBOL,,,2812,2742,67,27,0.176101336261257540583002878520
567,,,,,,,,,,,,,,,567_0,FAILED,SOBOL,,,3309,2088,100,193,0.100121837779879568897101194125
568,,,,,,,,,,,,,,,568_0,FAILED,SOBOL,,,2284,3573,3,676,0.720274774873629231031202380109
569,,,,,,,,,,,,,,,569_0,COMPLETED,SOBOL,11514.000000000000000000000000000000,1.810000000000000053290705182008,341,442,55,431,0.931328483745455737441432120249
570,,,,,,,,,,,,,,,570_0,FAILED,SOBOL,,,4003,3959,46,947,0.310103185975924122708136110305
571,,,,,,,,,,,,,,,571_0,FAILED,SOBOL,,,3953,2031,11,523,0.634821123098954553931605460093
572,,,,,,,,,,,,,,,572_0,FAILED,SOBOL,,,467,3668,89,102,0.014531410399824380014210944978
573,,,,,,,,,,,,,,,573_0,FAILED,SOBOL,,,2237,541,43,855,0.333775327658280718257088892642
574,,,,,,,,,,,,,,,574_0,FAILED,SOBOL,,,3438,3898,59,276,0.954924762908369251235285446455
575,,,,,,,,,,,,,,,575_0,FAILED,SOBOL,,,2684,646,76,444,0.754233336964622136378011418856
576,,,,,,,,,,,,,,,576_0,FAILED,SOBOL,,,1658,4946,23,927,0.378586478590965280766056366701
577,,,,,,,,,,,,,,,577_0,FAILED,SOBOL,,,967,1823,71,180,0.215413310566917065580483381382
578,,,,,,,,,,,,,,,578_0,FAILED,SOBOL,,,4629,2529,31,696,0.589941562056541468628267921304
579,,,,,,,,,,,,,,,579_0,COMPLETED,SOBOL,7654.000000000000000000000000000000,1.140000000000000124344978758018,4917,246,64,968,0.086416620232164856330037139287
580,,,,,,,,,,,,,,,580_0,FAILED,SOBOL,,,746,4076,36,421,0.702792908819392270203252337524
581,,,,,,,,,,,,,,,581_0,FAILED,SOBOL,,,1322,2204,84,661,0.882537328697741041416691132326
582,,,,,,,,,,,,,,,582_0,FAILED,SOBOL,,,3090,3378,19,207,0.265332257421687256471187765783
583,,,,,,,,,,,,,,,583_0,COMPLETED,SOBOL,8395.000000000000000000000000000000,46.500000000000000000000000000000,3608,1454,48,13,0.462152014311403014357182428284
584,,,,,,,,,,,,,,,584_0,FAILED,SOBOL,,,1977,2936,52,622,0.841712296796962577971612518013
585,,,,,,,,,,,,,,,585_0,FAILED,SOBOL,,,14,1058,7,361,0.505904741819947934011736379034
586,,,,,,,,,,,,,,,586_0,FAILED,SOBOL,,,4321,4572,97,752,0.127432126356288782931258651843
587,,,,,,,,,,,,,,,587_0,FAILED,SOBOL,,,4093,1248,34,146,0.992143503295257689345021390182
588,,,,,,,,,,,,,,,588_0,FAILED,SOBOL,,,235,4451,68,723,0.374519686155021180873347930174
589,,,,,,,,,,,,,,,589_0,FAILED,SOBOL,,,2063,1321,13,478,0.039814993010833861497577146338
590,,,,,,,,,,,,,,,590_0,FAILED,SOBOL,,,3518,3118,85,900,0.656320753507316112518310546875
591,,,,,,,,,,,,,,,591_0,FAILED,SOBOL,,,2862,2367,56,819,0.615465265063568911507729808363
592,,,,,,,,,,,,,,,592_0,FAILED,SOBOL,,,1544,3225,46,304,0.236665206443518405521331260388
593,,,,,,,,,,,,,,,593_0,COMPLETED,SOBOL,1481.000000000000000000000000000000,1.270000000000000017763568394003,832,106,98,559,0.415565648822113886673434990371
594,,,,,,,,,,,,,,,594_0,FAILED,SOBOL,,,4827,4246,1,74,0.795224879752844615588003307494
595,,,,,,,,,,,,,,,595_0,FAILED,SOBOL,,,4382,1656,94,342,0.286584130991250296549566201065
596,,,,,,,,,,,,,,,596_0,FAILED,SOBOL,,,1208,2667,10,795,0.908060935040935879314361045545
597,,,,,,,,,,,,,,,597_0,COMPLETED,SOBOL,4561.000000000000000000000000000000,4.639999999999999680255768907955,1725,801,61,32,0.743784429300576421795199166809
598,,,,,,,,,,,,,,,598_0,RUNNING,SOBOL,,,2614,4781,39,579,0.123395693799480801744472557857
599,,,,,,,,,,,,,,,599_0,COMPLETED,SOBOL,9760.000000000000000000000000000000,4.730000000000000426325641456060,3191,357,22,641,0.168176388189196585054574484275
600,,,,,,,,,,,,,,,600_0,RUNNING,SOBOL,,,2478,4033,81,250,0.543123459899798044503427263408
601,,,,,,,,,,,,,,,601_0,RUNNING,SOBOL,,,533,2149,27,988,0.863211830541491531576525630953
602,,,,,,,,,,,,,,,602_0,RUNNING,SOBOL,,,3883,3482,74,378,0.487435574615374234141995657410
603,,,,,,,,,,,,,,,603_0,COMPLETED,SOBOL,5506.000000000000000000000000000000,2.459999999999999964472863211995,3882,365,36,328,0.277364162681624282225101296717
604,,,,,,,,,,,,,,,604_0,FAILED,SOBOL,,,532,4035,65,812,0.901688685100525577631458418182
605,,,,,,,,,,,,,,,605_0,FAILED,SOBOL,,,2474,2167,17,49,0.691712105033919222307758900570
606,,,,,,,,,,,,,,,606_0,FAILED,SOBOL,,,3187,3494,82,566,0.066313299816101789474487304688
607,,,,,,,,,,,,,,,607_0,FAILED,SOBOL,,,2613,1647,53,654,0.146332097308710218364069532981
608,,,,,,,,,,,,,,,608_0,FAILED,SOBOL,,,1724,2665,49,233,0.518187794588506167592356632667
609,,,,,,,,,,,,,,,609_0,FAILED,SOBOL,,,1204,783,94,970,0.821844895618036419548957383086
610,,,,,,,,,,,,,,,610_0,FAILED,SOBOL,,,4378,4769,4,392,0.450835053347051151195756801826
611,,,,,,,,,,,,,,,611_0,FAILED,SOBOL,,,4833,2379,90,132,0.942843243077397308304909984145
612,,,,,,,,,,,,,,,612_0,FAILED,SOBOL,,,839,3242,12,741,0.314666209632530835538233304760
613,,,,,,,,,,,,,,,613_0,COMPLETED,SOBOL,1353.000000000000000000000000000000,1.390000000000000124344978758018,1552,109,58,496,0.025631126835942270869583836657
614,,,,,,,,,,,,,,,614_0,FAILED,SOBOL,,,2871,4252,42,887,0.654913382941856969665650467505
615,,,,,,,,,,,,,,,615_0,FAILED,SOBOL,,,3525,1235,25,833,0.571083591539412682713816593605
616,,,,,,,,,,,,,,,616_0,FAILED,SOBOL,,,2069,4435,78,287,0.203080405285581938601424667468
617,,,,,,,,,,,,,,,617_0,FAILED,SOBOL,,,244,1318,30,541,0.398442581254988881234169184609
618,,,,,,,,,,,,,,,618_0,FAILED,SOBOL,,,4101,3112,70,88,0.765568972637876821174529595737
619,,,,,,,,,,,,,,,619_0,FAILED,SOBOL,,,4324,1456,7,950,0.103524433502927420969186300681
620,,,,,,,,,,,,,,,620_0,FAILED,SOBOL,,,17,2945,91,435,0.732464070230722463783479270205
621,,,,,,,,,,,,,,,621_0,FAILED,SOBOL,,,1978,1070,40,674,0.926964661011472346174855374557
622,,,,,,,,,,,,,,,622_0,FAILED,SOBOL,,,3609,4590,62,189,0.298871399790048619671267715603
623,,,,,,,,,,,,,,,623_0,COMPLETED,SOBOL,678.000000000000000000000000000000,0.820000000000000062172489379009,3094,244,79,30,0.476351134782657004151928958890
624,,,,,,,,,,,,,,,624_0,FAILED,SOBOL,,,1326,4068,20,608,0.843104413066059321657519376458
625,,,,,,,,,,,,,,,625_0,FAILED,SOBOL,,,748,2192,74,347,0.555159343248233239087596757599
626,,,,,,,,,,,,,,,626_0,FAILED,SOBOL,,,4918,3360,27,770,0.187331261668354259741775535986
627,,,,,,,,,,,,,,,627_0,FAILED,SOBOL,,,4621,662,67,506,0.676172863211482733092339003633
628,,,,,,,,,,,,,,,628_0,RUNNING,SOBOL,,,958,4959,33,116,0.051147126479074357663368033400
629,,,,,,,,,,,,,,,629_0,RUNNING,SOBOL,,,1652,1829,88,869,0.355665336813777710478490234891
630,,,,,,,,,,,,,,,630_0,RUNNING,SOBOL,,,2678,2532,16,259,0.979814709944650474859884070611
631,,,,,,,,,,,,,,,631_0,RUNNING,SOBOL,,,3429,2014,45,461,0.806320856042206268732286389422
632,,,,,,,,,,,,,,,632_0,RUNNING,SOBOL,,,2228,3656,55,914,0.435653677763417346291419107729
633,,,,,,,,,,,,,,,633_0,COMPLETED,SOBOL,7811.000000000000000000000000000000,52.820000000000000284217094304040,461,535,3,167,0.224587560601532454374051894774
634,,,,,,,,,,,,,,,634_0,FAILED,SOBOL,,,3948,3895,100,714,0.596359530271962312575340092735
635,,,,,,,,,,,,,,,635_0,FAILED,SOBOL,,,3995,2075,58,755,0.458747509477660075916105597571
636,,,,,,,,,,,,,,,636_0,FAILED,SOBOL,,,333,3556,43,365,0.829521073739975745020558406395
637,,,,,,,,,,,,,,,637_0,FAILED,SOBOL,,,2278,439,89,619,0.510266655443236238909321400570
638,,,,,,,,,,,,,,,638_0,FAILED,SOBOL,,,3303,3952,10,10,0.138661984842270602502622978136
639,,,,,,,,,,,,,,,639_0,FAILED,SOBOL,,,2803,876,31,210,0.089819149034097794936926106857
640,,,,,,,,,,,,,,,640_0,RUNNING,SOBOL,,,1603,4707,71,663,0.714982152126729442187524909968
641,,,,,,,,,,,,,,,641_0,RUNNING,SOBOL,,,1087,1574,22,418,0.878173439042642667295979208575
642,,,,,,,,,,,,,,,642_0,RUNNING,SOBOL,,,4573,2749,76,965,0.254100419186055637155163822172
643,,,,,,,,,,,,,,,643_0,COMPLETED,SOBOL,1073.000000000000000000000000000000,2.910000000000000142108547152020,4948,27,19,701,0.757651162818074208615826137247
644,,,,,,,,,,,,,,,644_0,RUNNING,SOBOL,,,642,4325,84,186,0.390760573560371970991411672003
645,,,,,,,,,,,,,,,645_0,RUNNING,SOBOL,,,1354,2444,36,923,0.211003804877400391593056383499
646,,,,,,,,,,,,,,,646_0,RUNNING,SOBOL,,,2985,3148,64,438,0.578755488568916898195482190204
647,,,,,,,,,,,,,,,647_0,RUNNING,SOBOL,,,3718,1400,97,281,0.631401466209441375454503031506
648,,,,,,,,,,,,,,,648_0,RUNNING,SOBOL,,,1950,3039,6,859,0.002355488112196326214164976420
649,,,,,,,,,,,,,,,649_0,RUNNING,SOBOL,,,123,1171,51,96,0.338183002311736369271955027216
650,,,,,,,,,,,,,,,650_0,RUNNING,SOBOL,,,4293,4528,48,519,0.966109009077772529217043029348
651,,,,,,,,,,,,,,,651_0,RUNNING,SOBOL,,,4207,979,85,383,0.163814468989148726008053813530
652,,,,,,,,,,,,,,,652_0,RUNNING,SOBOL,,,213,4651,13,992,0.531893577247858018175463712396
653,,,,,,,,,,,,,,,653_0,RUNNING,SOBOL,,,2178,1531,68,245,0.866616329798474915868666812457
654,,,,,,,,,,,,,,,654_0,RUNNING,SOBOL,,,3496,2859,34,636,0.499626773506402943603177391196
655,,,,,,,,,,,,,,,655_0,RUNNING,SOBOL,,,2899,2284,1,584,0.290948000198230138924060383943
656,,,,,,,,,,,,,,,656_0,RUNNING,SOBOL,,,1444,3299,98,37,0.919292763981968130693189777958
657,,,,,,,,,,,,,,,657_0,COMPLETED,SOBOL,3442.000000000000000000000000000000,0.859999999999999986677323704498,870,169,46,790,0.740381880050525076342182728695
658,,,,,,,,,,,,,,,658_0,RUNNING,SOBOL,,,4727,4153,55,337,0.111206441197544331211943813287
659,,,,,,,,,,,,,,,659_0,RUNNING,SOBOL,,,4506,1748,39,77,0.619874776329845222910819302342
660,,,,,,,,,,,,,,,660_0,RUNNING,SOBOL,,,1157,2604,61,561,0.247851304097101099443989369320
661,,,,,,,,,,,,,,,661_0,RUNNING,SOBOL,,,1850,728,10,300,0.412147828545421368584555921188
662,,,,,,,,,,,,,,,662_0,RUNNING,SOBOL,,,2562,4864,94,817,0.783050808949396048852520380024
663,,,,,,,,,,,,,,,663_0,RUNNING,SOBOL,,,3237,616,74,903,0.987735849089920514565221765224
664,,,,,,,,,,,,,,,664_0,FAILED,SOBOL,,,2348,3823,27,482,0.363335449280217270828785558479
665,,,,,,,,,,,,,,,665_0,FAILED,SOBOL,,,580,1949,81,721,0.043234670348465446820807045469
666,,,,,,,,,,,,,,,666_0,FAILED,SOBOL,,,3754,3750,22,143,0.668496685089543407620737980324
667,,,,,,,,,,,,,,,667_0,FAILED,SOBOL,,,3814,1603,77,552,0.838437323357909880527927271032
668,,,,,,,,,,,,,,,668_0,FAILED,SOBOL,,,602,2778,24,67,0.465851356847211739431457999672
669,,,,,,,,,,,,,,,669_0,FAILED,SOBOL,,,2410,905,70,822,0.130035265710204850364561934839
670,,,,,,,,,,,,,,,670_0,FAILED,SOBOL,,,3259,4736,29,307,0.503725971562787866453447804815
671,,,,,,,,,,,,,,,671_0,COMPLETED,SOBOL,11987.000000000000000000000000000000,5.580000000000000071054273576010,2506,410,12,475,0.708380674131214638222786561528
672,,,,,,,,,,,,,,,672_0,FAILED,SOBOL,,,1832,3922,90,898,0.081375288130715484058441688830
673,,,,,,,,,,,,,,,673_0,FAILED,SOBOL,,,1101,2045,41,153,0.261143472440540813650500240328
674,,,,,,,,,,,,,,,674_0,FAILED,SOBOL,,,4490,3527,57,730,0.887272546889260382840802776627
675,,,,,,,,,,,,,,,675_0,FAILED,SOBOL,,,4738,1122,50,999,0.381768301555886868658973298807
676,,,,,,,,,,,,,,,676_0,FAILED,SOBOL,,,920,4479,53,389,0.750501273721456474419255755492
677,,,,,,,,,,,,,,,677_0,FAILED,SOBOL,,,1457,1351,5,626,0.587306185314431794530776187457
678,,,,,,,,,,,,,,,678_0,FAILED,SOBOL,,,2950,2990,96,236,0.217498447030782693367711999599
679,,,,,,,,,,,,,,,679_0,FAILED,SOBOL,,,3469,2493,66,47,0.009032988494262098738696309397
680,,,,,,,,,,,,,,,680_0,FAILED,SOBOL,,,2112,3197,38,594,0.639891368839889729258629813557
681,,,,,,,,,,,,,,,681_0,COMPLETED,SOBOL,780.000000000000000000000000000000,0.810000000000000053290705182008,187,76,83,331,0.959141978209838264035624888493
682,,,,,,,,,,,,,,,682_0,FAILED,SOBOL,,,4142,4374,17,784,0.329129936192184668897198207560
683,,,,,,,,,,,,,,,683_0,COMPLETED,SOBOL,1398.000000000000000000000000000000,0.750000000000000000000000000000,4231,199,54,179,0.540824995651841167187967585051
684,,,,,,,,,,,,,,,684_0,FAILED,SOBOL,,,101,4182,44,695,0.170903028601780526685161021305
685,,,,,,,,,,,,,,,685_0,FAILED,SOBOL,,,1890,2313,100,448,0.491015223160386093947948893401
686,,,,,,,,,,,,,,,686_0,FAILED,SOBOL,,,3696,3328,3,932,0.860060358161106708330123638007
687,,,,,,,,,,,,,,,687_0,FAILED,SOBOL,,,3040,1502,32,850,0.912675998229533380623479388305
688,,,,,,,,,,,,,,,688_0,FAILED,SOBOL,,,1371,2830,67,271,0.282519308080896758283984127047
689,,,,,,,,,,,,,,,689_0,FAILED,SOBOL,,,699,950,15,524,0.118234206695109603235671613675
690,,,,,,,,,,,,,,,690_0,FAILED,SOBOL,,,4966,4622,87,103,0.749496156683191694369838842249
691,,,,,,,,,,,,,,,691_0,FAILED,SOBOL,,,4560,1900,20,374,0.238874319849535832194220574820
692,,,,,,,,,,,,,,,692_0,FAILED,SOBOL,,,1035,3701,80,765,0.612709718447178586231416375085
693,,,,,,,,,,,,,,,693_0,COMPLETED,SOBOL,853.000000000000000000000000000000,5.740000000000000213162820728030,1591,567,29,4,0.791616793451830780270483955974
694,,,,,,,,,,,,,,,694_0,FAILED,SOBOL,,,2753,3774,75,613,0.418627301912754767876378991787
695,,,,,,,,,,,,,,,695_0,FAILED,SOBOL,,,3329,777,93,669,0.369997780876234194646912101234
696,,,,,,,,,,,,,,,696_0,FAILED,SOBOL,,,2343,4913,8,216,0.996241039477288703452018125972
697,,,,,,,,,,,,,,,697_0,FAILED,SOBOL,,,361,1797,62,955,0.661514485435560350978789756482
698,,,,,,,,,,,,,,,698_0,FAILED,SOBOL,,,4061,2652,41,409,0.034196891985833643978764939675
699,,,,,,,,,,,,,,,699_0,FAILED,SOBOL,,,3936,832,6,125,0.895193686034530422546140471241
700,,,,,,,,,,,,,,,700_0,FAILED,SOBOL,,,410,4818,96,516,0.268813584906980374000795563916
701,,,,,,,,,,,,,,,701_0,FAILED,SOBOL,,,2215,1696,48,253,0.073462832000106573215880700900
702,,,,,,,,,,,,,,,702_0,FAILED,SOBOL,,,3377,2714,51,862,0.700704496009275312751185538218
703,,,,,,,,,,,,,,,703_0,FAILED,SOBOL,,,2705,2118,84,920,0.527241217620670776788927014422
704,,,,,,,,,,,,,,,704_0,FAILED,SOBOL,,,1719,3445,18,467,0.153299009205773467678923793756
