trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,37.000000000000000000000000000000,1.129999999999999893418589635985,3286,3,3989,str\(\'KL\'\),str\(\'stdev\'\),0.297036743482574805419460517442,67,1
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,37.000000000000000000000000000000,6.549999999999999822364316059975,1757,11,1262,str\(\'H\'\),str\(\'tstat\'\),0.519506910145282718715975533996,10,2
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,66.000000000000000000000000000000,16.469999999999998863131622783840,2288,0,327,str\(\'H\'\),str\(\'stdev\'\),0.377954415166750545829188467906,80,2
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,34.000000000000000000000000000000,0.000000000000000000000000000000,2595,14,3049,str\(\'KL\'\),str\(\'tstat\'\),0.680768228355795090855906437355,48,1
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,36.000000000000000000000000000000,1.469999999999999973354647408996,4681,7,2461,str\(\'H\'\),str\(\'tstat\'\),0.959635098528116903260354320082,20,1
135,,,,,,,,,,,,,,,135_0,COMPLETED,SOBOL,41.000000000000000000000000000000,11.419999999999999928945726423990,595,20,4714,str\(\'KL\'\),str\(\'stdev\'\),0.231129946323111651329540450206,51,3
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,45.000000000000000000000000000000,8.849999999999999644728632119950,21,5,1882,str\(\'KL\'\),str\(\'stdev\'\),0.484647048901766519524159093635,1,2
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,38.000000000000000000000000000000,1.550000000000000044408920985006,4705,13,4629,str\(\'H\'\),str\(\'tstat\'\),0.698345747919753234711492950737,70,3
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,42.000000000000000000000000000000,32.859999999999999431565811391920,3041,9,257,str\(\'KL\'\),str\(\'tstat\'\),0.910695327484980277077397659014,99,3
139,,,,,,,,,,,,,,,139_0,COMPLETED,SOBOL,39.000000000000000000000000000000,9.900000000000000355271367880050,2078,17,2534,str\(\'H\'\),str\(\'stdev\'\),0.155814554397016774567319430389,29,3
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,20.000000000000000000000000000000,1.899999999999999911182158029987,1378,6,4094,str\(\'H\'\),str\(\'tstat\'\),0.757405533513054285421617350949,61,1
141,,,,,,,,,,,,,,,141_0,COMPLETED,SOBOL,37.000000000000000000000000000000,3.490000000000000213162820728030,3580,19,1821,str\(\'KL\'\),str\(\'stdev\'\),0.051316380202770232876741118844,17,3
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,41.000000000000000000000000000000,2.250000000000000000000000000000,4302,2,3689,str\(\'H\'\),str\(\'stdev\'\),0.341408427171409123435097399124,39,2
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,50.000000000000000000000000000000,13.500000000000000000000000000000,899,16,947,str\(\'KL\'\),str\(\'tstat\'\),0.600364835215732473017169468221,83,2
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,42.000000000000000000000000000000,3.089999999999999857891452847980,748,1,4477,str\(\'H\'\),str\(\'stdev\'\),0.719982010796666127561138637247,47,3
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,39.000000000000000000000000000000,2.250000000000000000000000000000,4210,15,2062,str\(\'KL\'\),str\(\'tstat\'\),0.463005279904231403786951659640,78,1
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,44.000000000000000000000000000000,2.319999999999999840127884453977,3691,5,2664,str\(\'H\'\),str\(\'tstat\'\),0.177331342635676264540833813044,56,2
147,,,,,,,,,,,,,,,147_0,COMPLETED,SOBOL,44.000000000000000000000000000000,80.329999999999998294697434175760,1509,19,94,str\(\'KL\'\),str\(\'stdev\'\),0.889176780708134217867666393431,25,1
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,34.000000000000000000000000000000,1.860000000000000097699626167014,1911,8,1659,str\(\'KL\'\),str\(\'tstat\'\),0.025933635370805861730669761300,94,3
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,44.000000000000000000000000000000,1.500000000000000000000000000000,2815,16,4225,str\(\'H\'\),str\(\'stdev\'\),0.782794081892818183199267423333,37,2
150,,,,,,,,,,,,,,,150_0,COMPLETED,SOBOL,37.000000000000000000000000000000,5.660000000000000142108547152020,4911,4,1127,str\(\'KL\'\),str\(\'stdev\'\),0.574858804959803793011019479309,9,1
151,,,,,,,,,,,,,,,151_0,COMPLETED,SOBOL,40.000000000000000000000000000000,16.500000000000000000000000000000,208,12,3536,str\(\'H\'\),str\(\'tstat\'\),0.366916394421830771577219820756,66,3
152,,,,,,,,,,,,,,,152_0,COMPLETED,SOBOL,34.000000000000000000000000000000,1.149999999999999911182158029987,427,7,704,str\(\'H\'\),str\(\'tstat\'\),0.105695569176226855656608449863,15,1
153,,,,,,,,,,,,,,,153_0,FAILED,SOBOL,,,4455,21,3295,str\(\'KL\'\),str\(\'stdev\'\),0.828261697361245774473559322360,59,2
154,,,,,,,,,,,,,,,154_0,COMPLETED,SOBOL,42.000000000000000000000000000000,5.349999999999999644728632119950,2801,1,1432,str\(\'H\'\),str\(\'stdev\'\),0.560631380574777682390674726776,87,3
155,,,,,,,,,,,,,,,155_0,COMPLETED,SOBOL,35.000000000000000000000000000000,0.000000000000000000000000000000,2474,15,3865,str\(\'KL\'\),str\(\'tstat\'\),0.255898803319782042198227145491,43,1
156,,,,,,,,,,,,,,,156_0,COMPLETED,SOBOL,42.000000000000000000000000000000,12.380000000000000781597009336110,1608,3,2926,str\(\'KL\'\),str\(\'stdev\'\),0.643570631323382214006301182962,75,3
157,,,,,,,,,,,,,,,157_0,COMPLETED,SOBOL,48.000000000000000000000000000000,16.640000000000000568434188608080,3195,12,497,str\(\'H\'\),str\(\'tstat\'\),0.415161436922848237074390453927,6,2
158,,,,,,,,,,,,,,,158_0,COMPLETED,SOBOL,22.000000000000000000000000000000,0.800000000000000044408920985006,3926,10,4854,str\(\'KL\'\),str\(\'tstat\'\),0.194055630996823325062905496452,28,2
159,,,,,,,,,,,,,,,159_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,1118,18,2269,str\(\'H\'\),str\(\'stdev\'\),0.996722705131396602418192287587,97,1
160,,,,,,,,,,,,,,,160_0,COMPLETED,SOBOL,39.000000000000000000000000000000,14.230000000000000426325641456060,1232,3,223,str\(\'H\'\),str\(\'stdev\'\),0.449804505355656136789122001574,35,3
161,,,,,,,,,,,,,,,161_0,COMPLETED,SOBOL,33.000000000000000000000000000000,0.000000000000000000000000000000,4039,11,2656,str\(\'KL\'\),str\(\'tstat\'\),0.741471701560541984754593158868,93,1
162,,,,,,,,,,,,,,,162_0,COMPLETED,SOBOL,20.000000000000000000000000000000,1.159999999999999920063942226989,3237,10,1994,str\(\'H\'\),str\(\'tstat\'\),0.898757985478267018564224599686,64,1
163,,,,,,,,,,,,,,,163_0,COMPLETED,SOBOL,34.000000000000000000000000000000,0.000000000000000000000000000000,1651,18,4585,str\(\'KL\'\),str\(\'stdev\'\),0.159470739319920534748931117974,7,1
164,,,,,,,,,,,,,,,164_0,COMPLETED,SOBOL,42.000000000000000000000000000000,2.970000000000000195399252334028,2355,7,3645,str\(\'KL\'\),str\(\'tstat\'\),0.800533334920182859661963448161,77,3
165,,,,,,,,,,,,,,,165_0,FAILED,SOBOL,,,2683,21,1060,str\(\'H\'\),str\(\'stdev\'\),0.016475684422999618827798684606,45,1
166,,,,,,,,,,,,,,,166_0,COMPLETED,SOBOL,44.000000000000000000000000000000,1.830000000000000071054273576010,4418,0,4216,str\(\'KL\'\),str\(\'stdev\'\),0.345062652792781587862691594637,23,2
167,,,,,,,,,,,,,,,167_0,COMPLETED,SOBOL,33.000000000000000000000000000000,7.429999999999999715782905695960,389,13,1786,str\(\'H\'\),str\(\'tstat\'\),0.588425533907487974261130148079,55,1
168,,,,,,,,,,,,,,,168_0,COMPLETED,SOBOL,47.000000000000000000000000000000,1.669999999999999928945726423990,247,9,3955,str\(\'H\'\),str\(\'tstat\'\),0.818354534711688730297396432434,4,3
169,,,,,,,,,,,,,,,169_0,COMPLETED,SOBOL,43.000000000000000000000000000000,2.740000000000000213162820728030,4948,17,1385,str\(\'KL\'\),str\(\'stdev\'\),0.122924697415903214081644989619,74,2
170,,,,,,,,,,,,,,,170_0,COMPLETED,SOBOL,34.000000000000000000000000000000,0.000000000000000000000000000000,2933,5,3266,str\(\'H\'\),str\(\'stdev\'\),0.269990885326638840879809322360,96,3
171,,,,,,,,,,,,,,,171_0,COMPLETED,SOBOL,35.000000000000000000000000000000,12.259999999999999786837179271970,2030,13,851,str\(\'KL\'\),str\(\'tstat\'\),0.539242078918963696487764991616,26,1
172,,,,,,,,,,,,,,,172_0,COMPLETED,SOBOL,35.000000000000000000000000000000,2.910000000000000142108547152020,1465,2,2417,str\(\'KL\'\),str\(\'stdev\'\),0.436186687713488951967377715846,58,1
173,,,,,,,,,,,,,,,173_0,COMPLETED,SOBOL,33.000000000000000000000000000000,0.000000000000000000000000000000,3649,15,4827,str\(\'H\'\),str\(\'tstat\'\),0.629844503715634385088151248056,13,2
174,,,,,,,,,,,,,,,174_0,COMPLETED,SOBOL,21.000000000000000000000000000000,18.309999999999998721023075631820,4097,6,449,str\(\'KL\'\),str\(\'tstat\'\),0.979372226603329232297312501032,41,3
175,,,,,,,,,,,,,,,175_0,COMPLETED,SOBOL,48.000000000000000000000000000000,9.279999999999999360511537815910,634,20,3015,str\(\'H\'\),str\(\'stdev\'\),0.204086047468706954788331131567,86,1
176,,,,,,,,,,,,,,,176_0,COMPLETED,SOBOL,44.000000000000000000000000000000,2.700000000000000177635683940025,856,5,1544,str\(\'KL\'\),str\(\'tstat\'\),0.085959448635578153408154378212,49,2
177,,,,,,,,,,,,,,,177_0,COMPLETED,SOBOL,41.000000000000000000000000000000,2.859999999999999875655021241982,4259,19,3821,str\(\'H\'\),str\(\'stdev\'\),0.855306603750213945147606864339,82,1
178,,,,,,,,,,,,,,,178_0,COMPLETED,SOBOL,42.000000000000000000000000000000,6.830000000000000071054273576010,3467,1,670,str\(\'KL\'\),str\(\'stdev\'\),0.502400115562602889163201780320,54,1
179,,,,,,,,,,,,,,,179_0,COMPLETED,SOBOL,42.000000000000000000000000000000,1.810000000000000053290705182008,1264,15,3417,str\(\'H\'\),str\(\'tstat\'\),0.306823535494506360876698636275,21,3
180,,,,,,,,,,,,,,,180_0,COMPLETED,SOBOL,43.000000000000000000000000000000,1.530000000000000026645352591004,2117,4,4976,str\(\'H\'\),str\(\'stdev\'\),0.670617385478690319899897076539,91,2
181,,,,,,,,,,,,,,,181_0,COMPLETED,SOBOL,36.000000000000000000000000000000,37.130000000000002557953848736361,3078,12,2235,str\(\'KL\'\),str\(\'tstat\'\),0.395427164148539289634243232285,34,3
182,,,,,,,,,,,,,,,182_0,COMPLETED,SOBOL,29.000000000000000000000000000000,0.000000000000000000000000000000,4822,8,2882,str\(\'H\'\),str\(\'tstat\'\),0.244978403870016347987359495164,12,1
183,,,,,,,,,,,,,,,183_0,COMPLETED,SOBOL,36.000000000000000000000000000000,4.839999999999999857891452847980,140,17,609,str\(\'KL\'\),str\(\'stdev\'\),0.938489480817690457925550617801,69,3
184,,,,,,,,,,,,,,,184_0,COMPLETED,SOBOL,38.000000000000000000000000000000,1.389999999999999902300373832986,476,0,2777,str\(\'KL\'\),str\(\'stdev\'\),0.716328681174665637954035446455,18,1
185,,,,,,,,,,,,,,,185_0,COMPLETED,SOBOL,43.000000000000000000000000000000,17.899999999999998578914528479800,4563,14,50,str\(\'H\'\),str\(\'tstat\'\),0.474945477211847877363481984503,63,3
186,,,,,,,,,,,,,,,186_0,COMPLETED,SOBOL,32.000000000000000000000000000000,0.000000000000000000000000000000,2558,8,4443,str\(\'KL\'\),str\(\'tstat\'\),0.134204437227919692876554336181,85,3
187,,,,,,,,,,,,,,,187_0,FAILED,SOBOL,,,2249,21,2184,str\(\'H\'\),str\(\'stdev\'\),0.924018372487276806737099832390,40,2
188,,,,,,,,,,,,,,,188_0,COMPLETED,SOBOL,21.000000000000000000000000000000,18.559999999999998721023075631820,1871,10,1249,str\(\'H\'\),str\(\'tstat\'\),0.037871984912082552743317620525,72,1
189,,,,,,,,,,,,,,,189_0,COMPLETED,SOBOL,40.000000000000000000000000000000,2.089999999999999857891452847980,3399,19,3502,str\(\'KL\'\),str\(\'stdev\'\),0.779138904504477980417220805975,2,3
190,,,,,,,,,,,,,,,190_0,COMPLETED,SOBOL,33.000000000000000000000000000000,5.500000000000000000000000000000,3857,3,1615,str\(\'H\'\),str\(\'stdev\'\),0.609702356040477733145621641597,30,1
191,,,,,,,,,,,,,,,191_0,COMPLETED,SOBOL,42.000000000000000000000000000000,1.189999999999999946709294817992,1030,11,4337,str\(\'KL\'\),str\(\'tstat\'\),0.323791448315605523422533451594,100,2
192,,,,,,,,,,,,,,,192_0,COMPLETED,SOBOL,40.000000000000000000000000000000,5.660000000000000142108547152020,1062,0,1853,str\(\'H\'\),str\(\'tstat\'\),0.169274837875738742853926055432,27,3
193,,,,,,,,,,,,,,,193_0,COMPLETED,SOBOL,43.000000000000000000000000000000,2.149999999999999911182158029987,3898,14,4112,str\(\'KL\'\),str\(\'stdev\'\),0.896744943503290370401259679056,95,3
194,,,,,,,,,,,,,,,194_0,COMPLETED,SOBOL,43.000000000000000000000000000000,16.160000000000000142108547152020,3377,7,1008,str\(\'H\'\),str\(\'stdev\'\),0.743602645527571493033747174195,73,3
195,,,,,,,,,,,,,,,195_0,FAILED,SOBOL,,,1820,21,3735,str\(\'KL\'\),str\(\'tstat\'\),0.439874660165980480019953802184,5,2
196,,,,,,,,,,,,,,,196_0,COMPLETED,SOBOL,21.000000000000000000000000000000,0.000000000000000000000000000000,2223,10,4671,str\(\'KL\'\),str\(\'stdev\'\),0.582397935144603251522710252175,85,1
197,,,,,,,,,,,,,,,197_0,COMPLETED,SOBOL,36.000000000000000000000000000000,0.000000000000000000000000000000,2502,18,1948,str\(\'H\'\),str\(\'tstat\'\),0.358892721904441713842714989369,43,1
198,,,,,,,,,,,,,,,198_0,COMPLETED,SOBOL,40.000000000000000000000000000000,4.129999999999999893418589635985,4600,2,2546,str\(\'KL\'\),str\(\'tstat\'\),0.002771127721294760863635087134,14,3
199,,,,,,,,,,,,,,,199_0,COMPLETED,SOBOL,36.000000000000000000000000000000,12.230000000000000426325641456060,522,11,293,str\(\'H\'\),str\(\'stdev\'\),0.806442790031433154318563083507,57,2
200,,,,,,,,,,,,,,,200_0,COMPLETED,SOBOL,24.000000000000000000000000000000,11.000000000000000000000000000000,113,6,3125,str\(\'H\'\),str\(\'stdev\'\),0.537470895430073092313705274137,8,2
201,,,,,,,,,,,,,,,201_0,COMPLETED,SOBOL,49.000000000000000000000000000000,17.250000000000000000000000000000,4766,20,378,str\(\'KL\'\),str\(\'tstat\'\),0.279549533963203422626264682549,63,1
202,,,,,,,,,,,,,,,202_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,3115,2,4741,str\(\'H\'\),str\(\'tstat\'\),0.113232914797961714548080180975,91,1
203,,,,,,,,,,,,,,,203_0,COMPLETED,SOBOL,36.000000000000000000000000000000,10.609999999999999431565811391920,2163,15,2464,str\(\'KL\'\),str\(\'stdev\'\),0.820236240280792117118835449219,36,2
204,,,,,,,,,,,,,,,204_0,COMPLETED,SOBOL,41.000000000000000000000000000000,8.300000000000000710542735760100,1296,4,903,str\(\'KL\'\),str\(\'tstat\'\),0.217674481164664035404143760388,54,3
205,,,,,,,,,,,,,,,205_0,COMPLETED,SOBOL,33.000000000000000000000000000000,1.790000000000000035527136788005,3509,13,3176,str\(\'H\'\),str\(\'stdev\'\),0.973590300830081134542126619635,24,1
206,,,,,,,,,,,,,,,206_0,COMPLETED,SOBOL,42.000000000000000000000000000000,18.559999999999998721023075631820,4237,9,1318,str\(\'KL\'\),str\(\'stdev\'\),0.635516149068251268161588996009,46,3
207,,,,,,,,,,,,,,,207_0,COMPLETED,SOBOL,37.000000000000000000000000000000,1.040000000000000035527136788005,804,17,4059,str\(\'H\'\),str\(\'tstat\'\),0.422731622222810965450179310210,76,2
208,,,,,,,,,,,,,,,208_0,COMPLETED,SOBOL,39.000000000000000000000000000000,10.710000000000000852651282912120,676,8,518,str\(\'KL\'\),str\(\'stdev\'\),0.305061754422262298991341822330,41,1
209,,,,,,,,,,,,,,,209_0,COMPLETED,SOBOL,42.000000000000000000000000000000,5.709999999999999964472863211995,4129,16,2933,str\(\'H\'\),str\(\'tstat\'\),0.511968166615814013198360044044,84,3
210,,,,,,,,,,,,,,,210_0,COMPLETED,SOBOL,38.000000000000000000000000000000,1.709999999999999964472863211995,3598,4,2340,str\(\'KL\'\),str\(\'tstat\'\),0.845628030616790038465069301310,62,2
211,,,,,,,,,,,,,,,211_0,COMPLETED,SOBOL,32.000000000000000000000000000000,0.000000000000000000000000000000,1444,12,4911,str\(\'H\'\),str\(\'stdev\'\),0.087854363689199091447257217169,19,1
212,,,,,,,,,,,,,,,212_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,1974,1,3346,str\(\'H\'\),str\(\'tstat\'\),0.952068274155259186564137507958,99,1
213,,,,,,,,,,,,,,,213_0,COMPLETED,SOBOL,40.000000000000000000000000000000,12.509999999999999786837179271970,2906,15,779,str\(\'KL\'\),str\(\'stdev\'\),0.239186837738379842743796643845,32,2
214,,,,,,,,,,,,,,,214_0,COMPLETED,SOBOL,24.000000000000000000000000000000,6.120000000000000106581410364015,4995,6,3868,str\(\'H\'\),str\(\'stdev\'\),0.401085362074896700779191860420,3,2
215,,,,,,,,,,,,,,,215_0,COMPLETED,SOBOL,49.000000000000000000000000000000,6.719999999999999751310042483965,284,19,1459,str\(\'KL\'\),str\(\'tstat\'\),0.657148872561752805943058319826,71,1
216,,,,,,,,,,,,,,,216_0,COMPLETED,SOBOL,46.000000000000000000000000000000,4.500000000000000000000000000000,333,3,4291,str\(\'KL\'\),str\(\'tstat\'\),0.933828296897932896847294159670,22,2
217,,,,,,,,,,,,,,,217_0,COMPLETED,SOBOL,32.000000000000000000000000000000,0.000000000000000000000000000000,4391,11,1700,str\(\'H\'\),str\(\'stdev\'\),0.132197221107780926718788805374,52,1
218,,,,,,,,,,,,,,,218_0,COMPLETED,SOBOL,25.000000000000000000000000000000,1.790000000000000035527136788005,2730,10,3573,str\(\'KL\'\),str\(\'stdev\'\),0.477078439965844147696572008499,80,2
219,,,,,,,,,,,,,,,219_0,COMPLETED,SOBOL,41.000000000000000000000000000000,6.360000000000000319744231092045,2392,19,1139,str\(\'H\'\),str\(\'tstat\'\),0.706400854771956798749954486993,50,3
220,,,,,,,,,,,,,,,220_0,COMPLETED,SOBOL,31.000000000000000000000000000000,0.920000000000000039968028886506,1692,8,2078,str\(\'H\'\),str\(\'stdev\'\),0.317758261639624839389739463513,68,3
221,,,,,,,,,,,,,,,221_0,FAILED,SOBOL,,,3269,21,4508,str\(\'KL\'\),str\(\'tstat\'\),0.623526837239041897831270944152,13,3
222,,,,,,,,,,,,,,,222_0,COMPLETED,SOBOL,44.000000000000000000000000000000,47.920000000000001705302565824240,3988,1,141,str\(\'H\'\),str\(\'tstat\'\),0.765432566957548243813391763979,35,2
223,,,,,,,,,,,,,,,223_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.790000000000000035527136788005,1210,14,2726,str\(\'KL\'\),str\(\'stdev\'\),0.043779659178107978301230929219,90,3
224,,,,,,,,,,,,,,,224_0,COMPLETED,SOBOL,17.000000000000000000000000000000,0.000000000000000000000000000000,1169,6,4785,str\(\'KL\'\),str\(\'stdev\'\),0.525530590305104849946360445756,30,1
225,,,,,,,,,,,,,,,225_0,COMPLETED,SOBOL,54.000000000000000000000000000000,4.570000000000000284217094304040,3948,20,2351,str\(\'H\'\),str\(\'tstat\'\),0.283202755767852087931402138565,98,2
226,,,,,,,,,,,,,,,226_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.839999999999999968913755310496,3153,0,3003,str\(\'KL\'\),str\(\'tstat\'\),0.078391200330108407046125762463,70,2
227,,,,,,,,,,,,,,,227_0,COMPLETED,SOBOL,40.000000000000000000000000000000,10.419999999999999928945726423990,1576,14,412,str\(\'H\'\),str\(\'stdev\'\),0.863363022999838025661745177786,2,3
228,,,,,,,,,,,,,,,228_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,2428,3,1352,str\(\'H\'\),str\(\'tstat\'\),0.221329543299973008352310444025,82,1
229,,,,,,,,,,,,,,,229_0,COMPLETED,SOBOL,36.000000000000000000000000000000,2.799999999999999822364316059975,2764,11,3937,str\(\'KL\'\),str\(\'stdev\'\),0.961651836035773199817811018875,39,2
230,,,,,,,,,,,,,,,230_0,COMPLETED,SOBOL,40.000000000000000000000000000000,9.220000000000000639488462184090,4511,9,791,str\(\'H\'\),str\(\'stdev\'\),0.678640965050086419907415802300,17,2
231,,,,,,,,,,,,,,,231_0,COMPLETED,SOBOL,36.000000000000000000000000000000,1.250000000000000000000000000000,454,18,3220,str\(\'KL\'\),str\(\'tstat\'\),0.387887941017746928906717585051,61,1
232,,,,,,,,,,,,,,,232_0,COMPLETED,SOBOL,42.000000000000000000000000000000,6.929999999999999715782905695960,162,2,1052,str\(\'KL\'\),str\(\'tstat\'\),0.142230039304122340970693016970,11,2
233,,,,,,,,,,,,,,,233_0,COMPLETED,SOBOL,42.000000000000000000000000000000,37.130000000000002557953848736361,4875,16,3622,str\(\'H\'\),str\(\'stdev\'\),0.916481171861290966340618524555,67,3
234,,,,,,,,,,,,,,,234_0,COMPLETED,SOBOL,20.000000000000000000000000000000,0.000000000000000000000000000000,2871,6,1731,str\(\'KL\'\),str\(\'stdev\'\),0.692678036041557754209918584820,89,1
235,,,,,,,,,,,,,,,235_0,COMPLETED,SOBOL,43.000000000000000000000000000000,1.080000000000000071054273576010,1938,20,4146,str\(\'H\'\),str\(\'tstat\'\),0.498106047866866019635523343823,33,3
236,,,,,,,,,,,,,,,236_0,COMPLETED,SOBOL,37.000000000000000000000000000000,5.940000000000000390798504668055,1560,8,2580,str\(\'H\'\),str\(\'stdev\'\),0.602132323171943428796737407538,51,2
237,,,,,,,,,,,,,,,237_0,COMPLETED,SOBOL,41.000000000000000000000000000000,34.469999999999998863131622783840,3713,17,171,str\(\'KL\'\),str\(\'tstat\'\),0.331846083002164948805301492030,20,1
238,,,,,,,,,,,,,,,238_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,4168,5,4559,str\(\'H\'\),str\(\'tstat\'\),0.061004482159391047735308433175,48,2
239,,,,,,,,,,,,,,,239_0,COMPLETED,SOBOL,35.000000000000000000000000000000,1.010000000000000008881784197001,717,13,1992,str\(\'KL\'\),str\(\'stdev\'\),0.755520147282630172291817416408,79,3
240,,,,,,,,,,,,,,,240_0,COMPLETED,SOBOL,32.000000000000000000000000000000,0.000000000000000000000000000000,921,4,3451,str\(\'H\'\),str\(\'tstat\'\),0.875594053896144086657216121239,44,1
241,,,,,,,,,,,,,,,241_0,COMPLETED,SOBOL,36.000000000000000000000000000000,14.849999999999999644728632119950,4353,12,1173,str\(\'KL\'\),str\(\'stdev\'\),0.183118975292891256190230819811,87,1
242,,,,,,,,,,,,,,,242_0,COMPLETED,SOBOL,31.000000000000000000000000000000,0.000000000000000000000000000000,3548,8,4335,str\(\'H\'\),str\(\'stdev\'\),0.457343163374811401133968047361,59,3
243,,,,,,,,,,,,,,,243_0,COMPLETED,SOBOL,40.000000000000000000000000000000,5.080000000000000071054273576010,1337,16,1587,str\(\'KL\'\),str\(\'tstat\'\),0.733446605110540938987639947300,16,2
244,,,,,,,,,,,,,,,244_0,COMPLETED,SOBOL,43.000000000000000000000000000000,5.809999999999999609201495331945,2042,5,28,str\(\'KL\'\),str\(\'stdev\'\),0.368681856155395504259786321199,96,3
245,,,,,,,,,,,,,,,245_0,COMPLETED,SOBOL,39.000000000000000000000000000000,1.879999999999999893418589635985,2994,19,2770,str\(\'H\'\),str\(\'tstat\'\),0.565294434567913395284222133341,28,2
246,,,,,,,,,,,,,,,246_0,COMPLETED,SOBOL,34.000000000000000000000000000000,2.910000000000000142108547152020,4731,1,2112,str\(\'KL\'\),str\(\'tstat\'\),0.792476350558921738276296764525,6,3
247,,,,,,,,,,,,,,,247_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,78,15,4386,str\(\'H\'\),str\(\'stdev\'\),0.024042415849864485349884901666,75,1
248,,,,,,,,,,,,,,,248_0,COMPLETED,SOBOL,26.000000000000000000000000000000,3.180000000000000159872115546023,558,10,2218,str\(\'H\'\),str\(\'stdev\'\),0.261935923470184184314035746866,25,2
249,,,,,,,,,,,,,,,249_0,COMPLETED,SOBOL,34.000000000000000000000000000000,0.000000000000000000000000000000,4635,18,4945,str\(\'KL\'\),str\(\'tstat\'\),0.546810832850635031299191268772,56,1
250,,,,,,,,,,,,,,,250_0,COMPLETED,SOBOL,42.000000000000000000000000000000,11.949999999999999289457264239900,2622,4,562,str\(\'H\'\),str\(\'tstat\'\),0.841971953511238102585423348501,78,3
251,,,,,,,,,,,,,,,251_0,COMPLETED,SOBOL,39.000000000000000000000000000000,3.379999999999999893418589635985,2344,12,2821,str\(\'KL\'\),str\(\'stdev\'\),0.099791813513264063240093548757,47,2
252,,,,,,,,,,,,,,,252_0,COMPLETED,SOBOL,40.000000000000000000000000000000,1.530000000000000026645352591004,1779,1,3756,str\(\'KL\'\),str\(\'tstat\'\),0.986909100059419897021939505066,65,2
253,,,,,,,,,,,,,,,253_0,COMPLETED,SOBOL,32.000000000000000000000000000000,0.000000000000000000000000000000,3338,14,1503,str\(\'H\'\),str\(\'stdev\'\),0.196059166455641392667885725132,9,1
254,,,,,,,,,,,,,,,254_0,COMPLETED,SOBOL,35.000000000000000000000000000000,0.000000000000000000000000000000,3783,7,3380,str\(\'KL\'\),str\(\'stdev\'\),0.413024778636172429369111114283,38,3
255,,,,,,,,,,,,,,,255_0,FAILED,SOBOL,,,945,21,657,str\(\'H\'\),str\(\'tstat\'\),0.653494762193411626860495289293,93,2
256,,,,,,,,,,,,,,,256_0,COMPLETED,SOBOL,38.000000000000000000000000000000,1.179999999999999937827510620991,951,7,2360,str\(\'KL\'\),str\(\'tstat\'\),0.604449385913088943489412940835,88,3
257,,,,,,,,,,,,,,,257_0,FAILED,SOBOL,,,3777,21,4775,str\(\'H\'\),str\(\'stdev\'\),0.329046444665640591686894822487,43,2
258,,,,,,,,,,,,,,,258_0,COMPLETED,SOBOL,44.000000000000000000000000000000,17.800000000000000710542735760100,3322,1,421,str\(\'KL\'\),str\(\'stdev\'\),0.061859658721834423489305265775,15,1
259,,,,,,,,,,,,,,,259_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,1795,14,2991,str\(\'H\'\),str\(\'tstat\'\),0.755157063985243404147240653401,60,1
260,,,,,,,,,,,,,,,260_0,COMPLETED,SOBOL,42.000000000000000000000000000000,4.500000000000000000000000000000,2329,4,3927,str\(\'H\'\),str\(\'stdev\'\),0.144299640774726872782807163276,27,3
