trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
1257,1753919642.000000000000000000000000000000,1753919667.000000000000000000000000000000,25.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 702 n_samples 224 threshold 0.4094150220956653 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7167,10.000000000000000000000000000000,548.000000000000000000000000000000,543.000000000000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,1.624000000000000110134124042816,5710691.000000000000000000000000000000,1257_0,COMPLETED,SOBOL,10.000000000000000000000000000000,71.950000000000002842170943040401,702,224,0.409415022095665326329338995492,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1258,1753919678.000000000000000000000000000000,1753919691.000000000000000000000000000000,13.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 1949 n_samples 3514 threshold 0.5673876480385661 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7176,5.000000000000000000000000000000,552.250000000000000000000000000000,551.734375000000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.487250000000000016431300764452,5710698.000000000000000000000000000000,1258_0,COMPLETED,SOBOL,5.000000000000000000000000000000,2.750000000000000000000000000000,1949,3514,0.567387648038566116959202645376,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1259,1753919699.000000000000000000000000000000,1753919712.000000000000000000000000000000,13.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 3159 n_samples 1299 threshold 0.11294656771235168 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7176,5.000000000000000000000000000000,554.960937500000000000000000000000,554.960937500000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,1.623750000000000026645352591004,5710706.000000000000000000000000000000,1259_0,COMPLETED,SOBOL,5.000000000000000000000000000000,10.359999999999999431565811391920,3159,1299,0.112946567712351675361048819468,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1260,1753921242.000000000000000000000000000000,1753921261.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 2784 n_samples 2877 threshold 0.3640252488963306 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7184,4.000000000000000000000000000000,552.996093750000000000000000000000,551.962239583333371228945907205343,-1.000000000000000000000000000000,0.330000000000000015543122344752,1.044000000000000039079850466806,5710937.000000000000000000000000000000,1260_0,COMPLETED,SOBOL,4.000000000000000000000000000000,3.390000000000000124344978758018,2784,2877,0.364025248896330588799230554287,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1261,1753921269.000000000000000000000000000000,1753921288.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 1503 n_samples 1930 threshold 0.8153008731175214 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7184,9.000000000000000000000000000000,552.707031250000000000000000000000,551.613281250000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5710940.000000000000000000000000000000,1261_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,1503,1930,0.815300873117521418542708033783,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1262,1753921303.000000000000000000000000000000,1753921322.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 251 n_samples 4263 threshold 0.1624555902071297 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7184,3.000000000000000000000000000000,551.648437500000000000000000000000,551.496093750000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.062750000000000000222044604925,5710942.000000000000000000000000000000,1262_0,COMPLETED,SOBOL,3.000000000000000000000000000000,2.540000000000000035527136788005,251,4263,0.162455590207129713098410661587,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1263,1753921319.000000000000000000000000000000,1753921338.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 4036 n_samples 857 threshold 0.642601994657889 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7182,8.000000000000000000000000000000,554.671875000000000000000000000000,552.005208333333371228945907205343,-1.000000000000000000000000000000,0.330000000000000015543122344752,1.599750000000000005329070518201,5710944.000000000000000000000000000000,1263_0,COMPLETED,SOBOL,8.000000000000000000000000000000,12.150000000000000355271367880050,4036,857,0.642601994657889030726494183909,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1264,1753921340.000000000000000000000000000000,1753921359.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 3840 n_samples 4076 threshold 0.376466719744727 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7184,4.000000000000000000000000000000,553.820312500000000000000000000000,552.955729166666628771054092794657,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.959999999999999964472863211995,5710946.000000000000000000000000000000,1264_0,COMPLETED,SOBOL,4.000000000000000000000000000000,1.580000000000000071054273576010,3840,4076,0.376466719744727007501694515668,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1265,1753921359.000000000000000000000000000000,1753921378.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 135 n_samples 649 threshold 0.927639803044498 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7182,6.000000000000000000000000000000,552.675781250000000000000000000000,552.009114583333371228945907205343,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5710948.000000000000000000000000000000,1265_0,COMPLETED,SOBOL,6.000000000000000000000000000000,0.000000000000000000000000000000,135,649,0.927639803044498001405315790180,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1266,1753921393.000000000000000000000000000000,1753921405.000000000000000000000000000000,12.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 1382 n_samples 3001 threshold 0.0798726395573467 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7182,4.000000000000000000000000000000,553.570312500000000000000000000000,552.218750000000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.518249999999999988453680543898,5710950.000000000000000000000000000000,1266_0,COMPLETED,SOBOL,4.000000000000000000000000000000,11.570000000000000284217094304040,1382,3001,0.079872639557346705729834468457,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1267,1753921419.000000000000000000000000000000,1753921438.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 2592 n_samples 2036 threshold 0.6004653312116861 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7184,8.000000000000000000000000000000,550.828125000000000000000000000000,550.376302083333371228945907205343,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.324000000000000010214051826551,5710952.000000000000000000000000000000,1267_0,COMPLETED,SOBOL,8.000000000000000000000000000000,1.090000000000000079936057773011,2592,2036,0.600465331211686104140312636446,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1268,1753921440.000000000000000000000000000000,1753921465.000000000000000000000000000000,25.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 3350 n_samples 3615 threshold 0.8447161644343286 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7183,10.000000000000000000000000000000,558.628906250000000000000000000000,555.367187500000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5710954.000000000000000000000000000000,1268_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,3350,3615,0.844716164434328620203018544998,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1269,1753921481.000000000000000000000000000000,1753921494.000000000000000000000000000000,13.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 2070 n_samples 1418 threshold 0.3345984991975129 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7183,3.000000000000000000000000000000,551.988281250000000000000000000000,550.654947916666628771054092794657,-1.000000000000000000000000000000,0.330000000000000015543122344752,1.499500000000000055067062021408,5710957.000000000000000000000000000000,1269_0,COMPLETED,SOBOL,3.000000000000000000000000000000,8.589999999999999857891452847980,2070,1418,0.334598499197512888603256442366,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1270,1753921503.000000000000000000000000000000,1753921535.000000000000000000000000000000,32.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 817 n_samples 4688 threshold 0.671899244563654 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7174,13.000000000000000000000000000000,551.980468750000000000000000000000,551.310546875000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5710960.000000000000000000000000000000,1270_0,COMPLETED,SOBOL,13.000000000000000000000000000000,0.000000000000000000000000000000,817,4688,0.671899244563654018946863288875,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1271,1753921522.000000000000000000000000000000,1753921716.000000000000000000000000000000,194.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 4603 n_samples 32 threshold 0.13315445144101978 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7182,182.000000000000000000000000000000,586.902343750000000000000000000000,570.711867559523852833081036806107,-1.000000000000000000000000000000,0.320000000000000006661338147751,1.624000000000000110134124042816,5710964.000000000000000000000000000000,1271_0,COMPLETED,SOBOL,182.000000000000000000000000000000,2.149999999999999911182158029987,4603,32,0.133154451441019783253238983889,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1272,1753921540.000000000000000000000000000000,1753921565.000000000000000000000000000000,25.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 4926 n_samples 2743 threshold 0.7275308575555682 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7174,10.000000000000000000000000000000,551.101562500000000000000000000000,550.132812500000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5710969.000000000000000000000000000000,1272_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,4926,2743,0.727530857555568233330234306777,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1273,1753921570.000000000000000000000000000000,1753921589.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 1216 n_samples 2461 threshold 0.21790061783604323 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7184,4.000000000000000000000000000000,557.824218750000000000000000000000,554.139322916666628771054092794657,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.607999999999999984900966865098,5710973.000000000000000000000000000000,1273_0,COMPLETED,SOBOL,4.000000000000000000000000000000,4.889999999999999680255768907955,1216,2461,0.217900617836043225539199852392,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1274,1753921600.000000000000000000000000000000,1753921625.000000000000000000000000000000,25.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 2469 n_samples 3856 threshold 0.804716128602624 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7184,11.000000000000000000000000000000,559.160156250000000000000000000000,555.226562500000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5710977.000000000000000000000000000000,1274_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,2469,3856,0.804716128602623981258545882156,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1275,1753921618.000000000000000000000000000000,1753921637.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 3674 n_samples 1035 threshold 0.26548391368053853 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7169,7.000000000000000000000000000000,558.660156250000000000000000000000,554.660156250000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,1.552499999999999991118215802999,5710983.000000000000000000000000000000,1275_0,COMPLETED,SOBOL,7.000000000000000000000000000000,15.179999999999999715782905695960,3674,1035,0.265483913680538530233121718993,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1276,1753921640.000000000000000000000000000000,1753921659.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 2875 n_samples 4488 threshold 0.010718089122325181 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7184,3.000000000000000000000000000000,553.449218750000000000000000000000,553.032552083333371228945907205343,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.359375000000000000000000000000,5710988.000000000000000000000000000000,1276_0,COMPLETED,SOBOL,3.000000000000000000000000000000,1.139999999999999902300373832986,2875,4488,0.010718089122325181322681331153,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1277,1753921660.000000000000000000000000000000,1753921698.000000000000000000000000000000,38.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 1589 n_samples 398 threshold 0.560429141247645 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7171,22.000000000000000000000000000000,562.484375000000000000000000000000,555.684375000000045474735088646412,-1.000000000000000000000000000000,0.320000000000000006661338147751,1.592000000000000081712414612412,5710993.000000000000000000000000000000,1277_0,COMPLETED,SOBOL,22.000000000000000000000000000000,44.420000000000001705302565824240,1589,398,0.560429141247644979628717010200,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1278,1753921690.000000000000000000000000000000,1753921709.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 341 n_samples 3375 threshold 0.46117671341821553 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7174,3.000000000000000000000000000000,557.695312500000000000000000000000,553.117187500000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.085250000000000006328271240363,5710999.000000000000000000000000000000,1278_0,COMPLETED,SOBOL,3.000000000000000000000000000000,3.600000000000000088817841970013,341,3375,0.461176713418215533657473770290,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1279,1753921721.000000000000000000000000000000,1753921747.000000000000000000000000000000,26.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 4122 n_samples 1824 threshold 0.9832314399648457 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7175,9.000000000000000000000000000000,551.964843750000000000000000000000,551.009114583333371228945907205343,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5711004.000000000000000000000000000000,1279_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,4122,1824,0.983231439964845743695320834377,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1280,1753921743.000000000000000000000000000000,1753921769.000000000000000000000000000000,26.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 4132 n_samples 3364 threshold 0.6955490438882261 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7173,12.000000000000000000000000000000,551.132812500000000000000000000000,550.552734375000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5711009.000000000000000000000000000000,1280_0,COMPLETED,SOBOL,12.000000000000000000000000000000,0.000000000000000000000000000000,4132,3364,0.695549043888226137255514913704,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1281,1753921763.000000000000000000000000000000,1753921782.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 352 n_samples 1830 threshold 0.24987935684993864 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7175,4.000000000000000000000000000000,551.683593750000000000000000000000,550.549479166666628771054092794657,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.264000000000000012434497875802,5711015.000000000000000000000000000000,1281_0,COMPLETED,SOBOL,4.000000000000000000000000000000,8.119999999999999218402990663890,352,1830,0.249879356849938644158370948389,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1282,1753921800.000000000000000000000000000000,1753921819.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 1599 n_samples 4478 threshold 0.7743155419100076 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7182,9.000000000000000000000000000000,557.039062500000000000000000000000,553.815104166666628771054092794657,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5711020.000000000000000000000000000000,1282_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,1599,4478,0.774315541910007620884925927385,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1283,1753921811.000000000000000000000000000000,1753921836.000000000000000000000000000000,25.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 2884 n_samples 404 threshold 0.2958728300742805 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7166,7.000000000000000000000000000000,558.804687500000000000000000000000,554.804687500000000000000000000000,-1.000000000000000000000000000000,0.330000000000000015543122344752,1.616000000000000103028696685215,5711026.000000000000000000000000000000,1283_0,COMPLETED,SOBOL,7.000000000000000000000000000000,43.609999999999999431565811391920,2884,404,0.295872830074280501744254934238,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1284,1753921840.000000000000000000000000000000,1753921858.000000000000000000000000000000,18.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 3684 n_samples 3860 threshold 0.04014226886443794 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7164,4.000000000000000000000000000000,554.441406250000000000000000000000,554.009114583333371228945907205343,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.921000000000000040856207306206,5711031.000000000000000000000000000000,1284_0,COMPLETED,SOBOL,4.000000000000000000000000000000,7.200000000000000177635683940025,3684,3860,0.040142268864437939679401523563,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1285,1753921860.000000000000000000000000000000,1753921872.000000000000000000000000000000,12.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 2479 n_samples 1017 threshold 0.5310094638094306 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7166,4.000000000000000000000000000000,554.218750000000000000000000000000,554.218750000000000000000000000000,-1.000000000000000000000000000000,0.309999999999999997779553950750,1.586999999999999966249220051395,5711035.000000000000000000000000000000,1285_0,COMPLETED,SOBOL,4.000000000000000000000000000000,17.640000000000000568434188608080,2479,1017,0.531009463809430592995397546474,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1286,1753921899.000000000000000000000000000000,1753921912.000000000000000000000000000000,13.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 1227 n_samples 2747 threshold 0.4941354136373848 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7182,4.000000000000000000000000000000,554.605468750000000000000000000000,552.889322916666628771054092794657,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.460125000000000006217248937901,5711042.000000000000000000000000000000,1286_0,COMPLETED,SOBOL,4.000000000000000000000000000000,3.390000000000000124344978758018,1227,2747,0.494135413637384779406147572445,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1287,1753921919.000000000000000000000000000000,1753921938.000000000000000000000000000000,19.000000000000000000000000000000,"module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier OCDD recent_samples_size 4937 n_samples 2442 threshold 0.950283934161067 outlier_detector_kwargs \{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}",0.000000000000000000000000000000,,i7182,10.000000000000000000000000000000,554.855468750000000000000000000000,553.048177083333371228945907205343,-1.000000000000000000000000000000,0.330000000000000015543122344752,0.000000000000000000000000000000,5711048.000000000000000000000000000000,1287_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,4937,2442,0.950283934161067045387483176455,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
