trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
2501,1754051643.000000000000000000000000000000,1754051681.000000000000000000000000000000,38.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 933 feature_id 0 batch_size 15 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.335110404830426 subsets 43,0.000000000000000000000000000000,,i7160,26.000000000000000000000000000000,552.664062500000000000000000000000,552.664062500000000000000000000000,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.243749999999999994448884876874,5733138.000000000000000000000000000000,2501_0,COMPLETED,SOBOL,26.000000000000000000000000000000,2.520000000000000017763568394003,933,0,15,str\(\'H\'\),str\(\'tstat\'\),0.335110404830425978595087599388,43,3
2502,1754051684.000000000000000000000000000000,1754051740.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2277 feature_id 2 batch_size 4911 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.029458870543166996 subsets 8,0.000000000000000000000000000000,,i7160,45.000000000000000000000000000000,551.261718750000000000000000000000,551.261718750000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.613874999999999948485651657393,5733142.000000000000000000000000000000,2502_0,COMPLETED,SOBOL,45.000000000000000000000000000000,0.959999999999999964472863211995,2277,2,4911,str\(\'KL\'\),str\(\'tstat\'\),0.029458870543166995603634461531,8,2
2503,1754051748.000000000000000000000000000000,1754051829.000000000000000000000000000000,81.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3995 feature_id 2 batch_size 2471 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.7402865564990788 subsets 81,0.000000000000000000000000000000,,i7159,52.000000000000000000000000000000,552.859375000000000000000000000000,552.859375000000000000000000000000,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.367875000000000007549516567451,5733146.000000000000000000000000000000,2503_0,COMPLETED,SOBOL,52.000000000000000000000000000000,2.410000000000000142108547152020,3995,2,2471,str\(\'H\'\),str\(\'stdev\'\),0.740286556499078818305292770674,81,1
2504,1754051766.000000000000000000000000000000,1754051779.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4114 feature_id 4 batch_size 4649 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.938865124836564 subsets 13,1.000000000000000000000000000000,,i7159,,,,,,,5733149.000000000000000000000000000000,2504_0,FAILED,SOBOL,,,4114,4,4649,str\(\'H\'\),str\(\'stdev\'\),0.938865124836564035604169475846,13,3
2505,1754051809.000000000000000000000000000000,1754051859.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2083 feature_id 0 batch_size 2092 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.2913908441700041 subsets 100,0.000000000000000000000000000000,,i7159,36.000000000000000000000000000000,554.316406250000000000000000000000,554.316406250000000000000000000000,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.523000000000000020428103653103,5733152.000000000000000000000000000000,2505_0,COMPLETED,SOBOL,36.000000000000000000000000000000,2.520000000000000017763568394003,2083,0,2092,str\(\'KL\'\),str\(\'tstat\'\),0.291390844170004104096705077609,100,2
2506,1754051848.000000000000000000000000000000,1754051898.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 970 feature_id 3 batch_size 2827 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.09659951274655759 subsets 52,0.000000000000000000000000000000,,i7160,39.000000000000000000000000000000,550.894531250000000000000000000000,550.894531250000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.103499999999999994781951784262,5733155.000000000000000000000000000000,2506_0,COMPLETED,SOBOL,39.000000000000000000000000000000,2.540000000000000035527136788005,970,3,2827,str\(\'H\'\),str\(\'tstat\'\),0.096599512746557592013374460294,52,1
2507,1754051911.000000000000000000000000000000,1754051942.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2690 feature_id 1 batch_size 424 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.6341901517901569 subsets 37,0.000000000000000000000000000000,,i7164,20.000000000000000000000000000000,552.390625000000000000000000000000,552.390625000000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.265000000000000013322676295502,5733157.000000000000000000000000000000,2507_0,COMPLETED,SOBOL,20.000000000000000000000000000000,12.869999999999999218402990663890,2690,1,424,str\(\'KL\'\),str\(\'stdev\'\),0.634190151790156919631158416450,37,3
2508,1754051945.000000000000000000000000000000,1754051995.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3192 feature_id 2 batch_size 1582 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.21013895542547106 subsets 85,0.000000000000000000000000000000,,i7162,41.000000000000000000000000000000,550.609375000000000000000000000000,550.609375000000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.197750000000000009103828801926,5733160.000000000000000000000000000000,2508_0,COMPLETED,SOBOL,41.000000000000000000000000000000,2.830000000000000071054273576010,3192,2,1582,str\(\'KL\'\),str\(\'tstat\'\),0.210138955425471063431785978537,85,2
2509,1754051975.000000000000000000000000000000,1754052007.000000000000000000000000000000,32.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 536 feature_id 1 batch_size 4179 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.5596292824223638 subsets 3,0.000000000000000000000000000000,,i7160,23.000000000000000000000000000000,553.011718750000000000000000000000,552.211718750000045474735088646412,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.794874999999999998223643160600,5733163.000000000000000000000000000000,2509_0,COMPLETED,SOBOL,23.000000000000000000000000000000,2.890000000000000124344978758018,536,1,4179,str\(\'H\'\),str\(\'stdev\'\),0.559629282422363760751693462225,3,2
2510,1754052033.000000000000000000000000000000,1754052046.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1257 feature_id 4 batch_size 904 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.8652843876946718 subsets 48,1.000000000000000000000000000000,,i7163,,,,,,,5733167.000000000000000000000000000000,2510_0,FAILED,SOBOL,,,1257,4,904,str\(\'KL\'\),str\(\'stdev\'\),0.865284387694671752733199809882,48,1
2511,1754052063.000000000000000000000000000000,1754052094.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4852 feature_id 1 batch_size 3347 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.4039616985153407 subsets 65,0.000000000000000000000000000000,,i7163,21.000000000000000000000000000000,551.285156250000000000000000000000,551.285156250000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.418374999999999996891375531050,5733170.000000000000000000000000000000,2511_0,COMPLETED,SOBOL,21.000000000000000000000000000000,2.359999999999999875655021241982,4852,1,3347,str\(\'H\'\),str\(\'tstat\'\),0.403961698515340694726205583720,65,3
2512,1754052109.000000000000000000000000000000,1754052121.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4802 feature_id 4 batch_size 1980 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.26472234023921193 subsets 39,1.000000000000000000000000000000,,i7163,,,,,,,5733173.000000000000000000000000000000,2512_0,FAILED,SOBOL,,,4802,4,1980,str\(\'KL\'\),str\(\'stdev\'\),0.264722340239211928469842405320,39,2
2513,1754052157.000000000000000000000000000000,1754052195.000000000000000000000000000000,38.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1521 feature_id 1 batch_size 4381 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.9728660433460027 subsets 74,0.000000000000000000000000000000,,i7183,25.000000000000000000000000000000,552.210937500000000000000000000000,552.210937500000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.547625000000000028421709430404,5733176.000000000000000000000000000000,2513_0,COMPLETED,SOBOL,25.000000000000000000000000000000,3.000000000000000000000000000000,1521,1,4381,str\(\'H\'\),str\(\'tstat\'\),0.972866043346002684621964817779,74,2
2514,1754052193.000000000000000000000000000000,1754052249.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 448 feature_id 2 batch_size 546 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.6703611082807184 subsets 76,0.000000000000000000000000000000,,i7162,46.000000000000000000000000000000,551.796875000000000000000000000000,551.796875000000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.432624999999999981792342396147,5733180.000000000000000000000000000000,2514_0,COMPLETED,SOBOL,46.000000000000000000000000000000,7.379999999999999893418589635985,448,2,546,str\(\'KL\'\),str\(\'tstat\'\),0.670361108280718376306595018832,76,3
2515,1754052229.000000000000000000000000000000,1754052285.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3417 feature_id 2 batch_size 3105 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.0686898916773498 subsets 12,0.000000000000000000000000000000,,i7160,45.000000000000000000000000000000,552.257812500000000000000000000000,552.257812500000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.776249999999999995559107901499,5733183.000000000000000000000000000000,2515_0,COMPLETED,SOBOL,45.000000000000000000000000000000,1.320000000000000062172489379009,3417,2,3105,str\(\'H\'\),str\(\'stdev\'\),0.068689891677349804166574642750,12,1
2516,1754052273.000000000000000000000000000000,1754052329.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2582 feature_id 3 batch_size 4291 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.525635968754068 subsets 61,0.000000000000000000000000000000,,i7160,45.000000000000000000000000000000,551.781250000000000000000000000000,551.781250000000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.822875000000000023092638912203,5733186.000000000000000000000000000000,2516_0,COMPLETED,SOBOL,45.000000000000000000000000000000,2.290000000000000035527136788005,2582,3,4291,str\(\'H\'\),str\(\'tstat\'\),0.525635968754068039210380902659,61,1
2517,1754052329.000000000000000000000000000000,1754052360.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1176 feature_id 1 batch_size 1850 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.2368150865044445 subsets 27,0.000000000000000000000000000000,,i7160,22.000000000000000000000000000000,550.398437500000000000000000000000,550.398437500000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.443875000000000019539925233403,5733189.000000000000000000000000000000,2517_0,COMPLETED,SOBOL,22.000000000000000000000000000000,2.910000000000000142108547152020,1176,1,1850,str\(\'KL\'\),str\(\'stdev\'\),0.236815086504444494153176492546,27,3
2518,1754052364.000000000000000000000000000000,1754052377.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2014 feature_id 4 batch_size 3225 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.4318636924363673 subsets 23,1.000000000000000000000000000000,,i7162,,,,,,,5733193.000000000000000000000000000000,2518_0,FAILED,SOBOL,,,2014,4,3225,str\(\'H\'\),str\(\'stdev\'\),0.431863692436367296867416598616,23,3
2519,1754052409.000000000000000000000000000000,1754052477.000000000000000000000000000000,68.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4358 feature_id 0 batch_size 626 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.8291058263629675 subsets 91,0.000000000000000000000000000000,,i7163,58.000000000000000000000000000000,551.152343750000000000000000000000,551.152343750000000000000000000000,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.469499999999999972910558199146,5733196.000000000000000000000000000000,2519_0,COMPLETED,SOBOL,58.000000000000000000000000000000,8.689999999999999502620084967930,4358,0,626,str\(\'KL\'\),str\(\'tstat\'\),0.829105826362967479603582887648,91,2
2520,1754055168.000000000000000000000000000000,1754055212.000000000000000000000000000000,44.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3771 feature_id 3 batch_size 3447 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.598837225066498 subsets 4,0.000000000000000000000000000000,,i7169,36.000000000000000000000000000000,552.074218750000000000000000000000,552.074218750000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.430875000000000007993605777301,5733438.000000000000000000000000000000,2520_0,COMPLETED,SOBOL,36.000000000000000000000000000000,0.609999999999999986677323704498,3771,3,3447,str\(\'KL\'\),str\(\'tstat\'\),0.598837225066497946812660302385,4,3
2521,1754055211.000000000000000000000000000000,1754055280.000000000000000000000000000000,69.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2365 feature_id 2 batch_size 1044 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.14019090460054576 subsets 85,0.000000000000000000000000000000,,i7183,59.000000000000000000000000000000,555.003906250000000000000000000000,555.003906250000000000000000000000,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.391500000000000014654943925052,5733445.000000000000000000000000000000,2521_0,COMPLETED,SOBOL,59.000000000000000000000000000000,7.690000000000000390798504668055,2365,2,1044,str\(\'H\'\),str\(\'stdev\'\),0.140190904600545757086038634043,85,1
2522,1754055249.000000000000000000000000000000,1754055312.000000000000000000000000000000,63.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 669 feature_id 3 batch_size 4039 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.44269179279729726 subsets 67,0.000000000000000000000000000000,,i7186,53.000000000000000000000000000000,550.113281250000000000000000000000,550.113281250000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.759874999999999967137398471095,5733453.000000000000000000000000000000,2522_0,COMPLETED,SOBOL,53.000000000000000000000000000000,2.390000000000000124344978758018,669,3,4039,str\(\'KL\'\),str\(\'stdev\'\),0.442691792797297256623068051340,67,1
2523,1754055293.000000000000000000000000000000,1754055356.000000000000000000000000000000,63.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3013 feature_id 0 batch_size 1482 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.7948584885075688 subsets 47,0.000000000000000000000000000000,,i7160,38.000000000000000000000000000000,551.476562500000000000000000000000,551.476562500000000000000000000000,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.305875000000000007993605777301,5733462.000000000000000000000000000000,2523_0,COMPLETED,SOBOL,38.000000000000000000000000000000,1.969999999999999973354647408996,3013,0,1482,str\(\'H\'\),str\(\'tstat\'\),0.794858488507568794467772477219,47,2
2524,1754055333.000000000000000000000000000000,1754055345.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3457 feature_id 4 batch_size 284 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.36131445949338376 subsets 94,1.000000000000000000000000000000,,i7116,,,,,,,5733471.000000000000000000000000000000,2524_0,FAILED,SOBOL,,,3457,4,284,str\(\'H\'\),str\(\'stdev\'\),0.361314459493383755006590263292,94,2
2525,1754055388.000000000000000000000000000000,1754055426.000000000000000000000000000000,38.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 176 feature_id 0 batch_size 2727 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.899632248500362 subsets 19,0.000000000000000000000000000000,,i7169,29.000000000000000000000000000000,553.113281250000000000000000000000,552.313281250000045474735088646412,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.431875000000000008881784197001,5733479.000000000000000000000000000000,2525_0,COMPLETED,SOBOL,29.000000000000000000000000000000,3.270000000000000017763568394003,176,0,2727,str\(\'KL\'\),str\(\'tstat\'\),0.899632248500362052823220437858,19,1
2526,1754055422.000000000000000000000000000000,1754055466.000000000000000000000000000000,44.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1637 feature_id 3 batch_size 2192 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.7045800715833902 subsets 33,0.000000000000000000000000000000,,i7116,37.000000000000000000000000000000,551.644531250000000000000000000000,551.311197916666628771054092794657,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.274000000000000021316282072803,5733488.000000000000000000000000000000,2526_0,COMPLETED,SOBOL,37.000000000000000000000000000000,3.540000000000000035527136788005,1637,3,2192,str\(\'H\'\),str\(\'tstat\'\),0.704580071583390199485563698545,33,3
2527,1754055470.000000000000000000000000000000,1754055514.000000000000000000000000000000,44.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4606 feature_id 1 batch_size 4789 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.05783294088020921 subsets 56,0.000000000000000000000000000000,,i7186,29.000000000000000000000000000000,553.312500000000000000000000000000,553.312500000000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.598624999999999962696506372595,5733494.000000000000000000000000000000,2527_0,COMPLETED,SOBOL,29.000000000000000000000000000000,1.770000000000000017763568394003,4606,1,4789,str\(\'KL\'\),str\(\'stdev\'\),0.057832940880209210421369903088,56,2
2528,1754055510.000000000000000000000000000000,1754055523.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4659 feature_id 4 batch_size 2905 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.9960476170070469 subsets 26,1.000000000000000000000000000000,,i7116,,,,,,,5733502.000000000000000000000000000000,2528_0,FAILED,SOBOL,,,4659,4,2905,str\(\'KL\'\),str\(\'stdev\'\),0.996047617007046914849865970609,26,3
2529,1754055549.000000000000000000000000000000,1754055599.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1690 feature_id 0 batch_size 346 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.27316280582547187 subsets 62,0.000000000000000000000000000000,,i7116,37.000000000000000000000000000000,551.171875000000000000000000000000,551.171875000000000000000000000000,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.389249999999999984900966865098,5733509.000000000000000000000000000000,2529_0,COMPLETED,SOBOL,37.000000000000000000000000000000,20.039999999999999147348717087880,1690,0,346,str\(\'H\'\),str\(\'tstat\'\),0.273162805825471866061349146548,62,2
2530,1754055590.000000000000000000000000000000,1754055634.000000000000000000000000000000,44.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 268 feature_id 3 batch_size 4571 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.09128500028885901 subsets 88,0.000000000000000000000000000000,,i7116,34.000000000000000000000000000000,553.921875000000000000000000000000,553.588541666666628771054092794657,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,5733516.000000000000000000000000000000,2530_0,COMPLETED,SOBOL,34.000000000000000000000000000000,0.000000000000000000000000000000,268,3,4571,str\(\'KL\'\),str\(\'tstat\'\),0.091285000288859011186026748419,88,3
2531,1754055635.000000000000000000000000000000,1754055673.000000000000000000000000000000,38.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3549 feature_id 1 batch_size 2170 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.6784589991029352 subsets 25,0.000000000000000000000000000000,,i7160,26.000000000000000000000000000000,553.382812500000000000000000000000,552.982812500000022737367544323206,-1.000000000000000000000000000000,0.309999999999999997779553950750,0.271249999999999991118215802999,5733523.000000000000000000000000000000,2531_0,COMPLETED,SOBOL,26.000000000000000000000000000000,0.660000000000000031086244689504,3549,1,2170,str\(\'H\'\),str\(\'stdev\'\),0.678458999102935167435646235390,25,2
2532,1754055694.000000000000000000000000000000,1754055776.000000000000000000000000000000,82.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3115 feature_id 2 batch_size 826 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.22724051436036824 subsets 74,0.000000000000000000000000000000,,i7160,69.000000000000000000000000000000,554.324218750000000000000000000000,554.324218750000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.206499999999999989119814358673,5733529.000000000000000000000000000000,2532_0,COMPLETED,SOBOL,69.000000000000000000000000000000,10.869999999999999218402990663890,3115,2,826,str\(\'H\'\),str\(\'tstat\'\),0.227240514360368239810128443423,74,2
2533,1754055724.000000000000000000000000000000,1754055780.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 771 feature_id 2 batch_size 3425 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.5035134273134172 subsets 40,0.000000000000000000000000000000,,i7116,47.000000000000000000000000000000,551.578125000000000000000000000000,551.578125000000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.428124999999999977795539507497,5733534.000000000000000000000000000000,2533_0,COMPLETED,SOBOL,47.000000000000000000000000000000,1.030000000000000026645352591004,771,2,3425,str\(\'KL\'\),str\(\'stdev\'\),0.503513427313417194497446871537,40,2
2534,1754055770.000000000000000000000000000000,1754055782.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2428 feature_id 4 batch_size 1660 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.8201328322868794 subsets 10,1.000000000000000000000000000000,,i7116,,,,,,,5733538.000000000000000000000000000000,2534_0,FAILED,SOBOL,,,2428,4,1660,str\(\'H\'\),str\(\'stdev\'\),0.820132832286879387417855014064,10,3
