trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,threshold,window_size
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,1616,17,0.847972557039931462696813468938,4489
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,819,3,0.342144485078752058626605503378,1954
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,4986,13,0.518638702554628294727478987625,3039
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,4682,7,0.263000717412680384832412983087,4736
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,7003.000000000000000000000000000000,0.050000000000000002775557561563,1116,20,0.564097411008551707922720197530,272
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,8629.000000000000000000000000000000,0.040000000000000000832667268469,1295,0,0.120655760250985621961916649525,2738
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,2909,15,0.803903071446344208439427347912,2260
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,3137,4,0.735618442526087212840479878651,1297
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,36.000000000000000000000000000000,0.000000000000000000000000000000,2309,11,0.434542687803506855193091951151,3711
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,262,9,0.881893966758623748525280916510,1177
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,4293,18,0.198602874282747504652846259887,3822
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,4235,7,0.909892760213464546481532124744,282
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,283,19,0.228592706607654683192976108330,4726
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,2288,0,0.705171137459576158335039508529,2192
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,3195,15,0.406025508521124733896101588471,2807
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,2884.000000000000000000000000000000,0.029999999999999998889776975375,2969,4,0.088229220455512402665476656693,3721
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,34.000000000000000000000000000000,0.000000000000000000000000000000,1276,11,0.769569248273968664619815172045,1288
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,36.000000000000000000000000000000,0.000000000000000000000000000000,1134,8,0.296878079095855340607812422604,3753
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,4622,18,0.596006576228886864043943205616,1245
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,4929,1,0.372621770804747953764746171146,1687
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,840,13,0.547124949410557781526165399555,3317
74,,,,,,,,,,,,,,,74_0,FAILED,SOBOL,,,1595,5,0.012070201436057685639990921800,782
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,2638,20,0.818012705374509097033808302513,4211
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,3506,9,0.625113911446183889708549941133,4498
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,1989,16,0.450570758627727607770196982528,505
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,597,2,0.989535610683262345510513569025,2971
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,831.000000000000000000000000000000,0.010000000000000000208166817117,3910,12,0.183610238550230869813972844895,2023
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,3888,4,0.514311720823869111818282817694,3991
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,261.000000000000000000000000000000,0.000000000000000000000000000000,345,13,0.316501745209097851141422097498,1011
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.000000000000000000000000000000,2090,10,0.867158033916726744827485617861,3478
83,,,,,,,,,,,,,,,83_0,FAILED,SOBOL,,,3679,17,0.053319743711501360605709010088,1516
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,2659,6,0.488051333453506208659433696084,2428
85,,,,,,,,,,,,,,,85_0,FAILED,SOBOL,,,1847,21,0.685825141923502079599472835980,2576
86,,,,,,,,,,,,,,,86_0,FAILED,SOBOL,,,739,2,0.131274468161165724922057052027,41
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,4756,14,0.945141311375424231222552862164,4952
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,4445,9,0.210969900038093322036658605612,2900
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,1038,18,0.899983000652864628676752545289,2109
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,42.000000000000000000000000000000,0.000000000000000000000000000000,1533,5,0.407803519822657112303687654276,4575
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,33.000000000000000000000000000000,0.000000000000000000000000000000,2986,11,0.730438685027882450562231042568,423
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,3372,0,0.790808888291940070836005816091,713
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,2384,16,0.101831954821944237199460303600,4295
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,27,7,0.590109436461701997167494937457,1762
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,4219,19,0.267445718247443453563505499915,3238
96,,,,,,,,,,,,,,,96_0,FAILED,SOBOL,,,4066,0,0.030411335535347461950239633666,4882
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,799.000000000000000000000000000000,0.050000000000000002775557561563,128,15,0.830615623412653825141660490772,127
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,2459,7,0.352084417697042240114058131439,2651
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,3349,19,0.536231837974861291762351811485,2347
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,35.000000000000000000000000000000,0.000000000000000000000000000000,3106,8,0.970977235773578306599063125759,1445
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,1439,18,0.170736780751496564079161544214,3563
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,996,4,0.645373586541041710518129548291,1088
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,35.000000000000000000000000000000,0.000000000000000000000000000000,4460,11,0.461254719272255919726433148753,3911
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,4779,6,0.694870768645778347227803806163,3161
105,,,,,,,,,,,,,,,105_0,FAILED,SOBOL,,,665,21,0.385869605768471957141230177513,1841
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,1746,1,0.922877604490145997395700305788,4367
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,4731.000000000000000000000000000000,0.029999999999999998889776975375,2812,14,0.247527059212327010806475868776,628
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,13248.000000000000000000000000000000,0.040000000000000000832667268469,3663,3,0.307882517524063592517791221326,348
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,2133,12,0.616919847546145372341186430276,4656
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,2263.000000000000000000000000000000,0.029999999999999998889776975375,439,10,0.076009834762662653595555184438,2180
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,3767,17,0.751331827031448518106060419086,2813
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,22.000000000000000000000000000000,0.000000000000000000000000000000,4062,10,0.425992361912503836318677485906,1170
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,46.000000000000000000000000000000,0.000000000000000000000000000000,496,17,0.742706597823649672385215581016,3834
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,10483.000000000000000000000000000000,0.029999999999999998889776975375,1915,3,0.190097508227452638429610942694,1358
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,3529,13,0.888937615796923652489169853652,3635
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,2517,2,0.571155135788023460285955934523,2730
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,1689,14,0.254480874089524133907502800866,2272
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,883,6,0.810977210488170396907037229539,4797
119,,,,,,,,,,,,,,,119_0,FAILED,SOBOL,,,4913,21,0.112119971113279467966883373720,197
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,4599,5,0.856522652424871910881165604223,1952
121,,,,,,,,,,,,,,,121_0,RUNNING,SOBOL,,,1209,12,0.033011541513726115615323664088,3056
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,1378,9,0.527144299115985592862898556632,581
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,2816,18,0.335101066546514614330476433679,4418
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,3211,8,0.142187527665868396198334266955,4141
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,2245,20,0.965658664364367758103924188617,868
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,189,1,0.475435995971783986746572736592,3392
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.000000000000000000000000000000,4356,16,0.667496360346674921792953227850,1606
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,201.000000000000000000000000000000,0.000000000000000000000000000000,4339,9,0.127061149155721059278434381667,3602
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,167,16,0.948623041316866921768280462857,1407
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,2263,3,0.491525681624189025864524182907,3872
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,3233,12,0.681619695443659967537541888305,1126
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,6527.000000000000000000000000000000,0.050000000000000002775557561563,2833,1,0.870634558882564357773503616045,165
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,11824.000000000000000000000000000000,0.029999999999999998889776975375,1400,14,0.049112640934064984155060784587,4842
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,1192,5,0.510097262300550968738832580129,2309
135,,,,,,,,,,,,,,,135_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,4577,20,0.319986116675660015040705275169,2690
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,4896,4,0.586281506862491363918366005237,4382
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,4385.000000000000000000000000000000,0.029999999999999998889776975375,861,11,0.271516489701345564711232327682,621
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,36.000000000000000000000000000000,0.000000000000000000000000000000,1706,8,0.794887532271444818832151213428,3088
139,,,,,,,,,,,,,,,139_0,COMPLETED,SOBOL,9065.000000000000000000000000000000,0.080000000000000001665334536938,2539,18,0.097996643451973799998633296582,1907
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,3546,7,0.411880448019132039405576506397,1569
141,,,,,,,,,,,,,,,141_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,1937,19,0.726605490967631384435776453756,3435
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,1852.000000000000000000000000000000,0.040000000000000000832667268469,479,0,0.207144552478566779107893580658,900
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,4040,15,0.904052573103457657310855211108,4092
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,3789,0,0.292794213410466908076301706387,2390
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,456,15,0.599846157537773261303470917483,2614
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,3170.000000000000000000000000000000,4.580000000000000071054273576010,2111,7,0.092076674290001395140059514688,79
147,,,,,,,,,,,,,,,147_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,3646,20,0.765478000817820469769969804474,4914
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,2790,9,0.709020742064341957799911142502,3951
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,135.000000000000000000000000000000,0.000000000000000000000000000000,1729,18,0.401932630792260159324769119848,1052
150,,,,,,,,,,,,,,,150_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,687,4,0.905807728985324467352313604351,3518
151,,,,,,,,,,,,,,,151_0,COMPLETED,SOBOL,3531.000000000000000000000000000000,0.010000000000000000208166817117,4796,11,0.232434955466538667456788402887,1476
152,,,,,,,,,,,,,,,152_0,COMPLETED,SOBOL,26.000000000000000000000000000000,0.000000000000000000000000000000,4482,6,0.986065532451495529997487210494,672
153,,,,,,,,,,,,,,,153_0,FAILED,SOBOL,,,1013,21,0.187810463324189186318236011175,4336
154,,,,,,,,,,,,,,,154_0,COMPLETED,SOBOL,42.000000000000000000000000000000,0.000000000000000000000000000000,1418,2,0.629306754449382443894478456059,1802
155,,,,,,,,,,,,,,,155_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,3089,14,0.447108552921563373594437962311,3197
156,,,,,,,,,,,,,,,156_0,RUNNING,SOBOL,,,3327,3,0.016261354681104421560089434706,2861
157,,,,,,,,,,,,,,,157_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,2441,13,0.814552590953186106403904886974,2148
158,,,,,,,,,,,,,,,158_0,COMPLETED,SOBOL,27.000000000000000000000000000000,0.000000000000000000000000000000,149,10,0.369154300637543175689359031821,4613
159,,,,,,,,,,,,,,,159_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,4084,17,0.551323949156328985132802245062,385
160,,,,,,,,,,,,,,,160_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,4197,3,0.807882582018151884639678428357,1561
161,,,,,,,,,,,,,,,161_0,COMPLETED,SOBOL,47.000000000000000000000000000000,0.010000000000000000208166817117,9,13,0.116920262653380638284694725826,3447
162,,,,,,,,,,,,,,,162_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,2406,10,0.575963258957490342737628452596,972
163,,,,,,,,,,,,,,,163_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.000000000000000000000000000000,3389,16,0.251378875002264967619680646749,4027
164,,,,,,,,,,,,,,,164_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,3007,5,0.194906871296465389331586948174,5000
165,,,,,,,,,,,,,,,165_0,RUNNING,SOBOL,,,1550,20,0.885833023516461204316385646962,9
166,,,,,,,,,,,,,,,166_0,COMPLETED,SOBOL,46.000000000000000000000000000000,0.000000000000000000000000000000,1016,1,0.422895627286285158419332219637,2533
167,,,,,,,,,,,,,,,167_0,COMPLETED,SOBOL,39.000000000000000000000000000000,0.000000000000000000000000000000,4428,14,0.747508564250543683371574843477,2465
168,,,,,,,,,,,,,,,168_0,COMPLETED,SOBOL,110.000000000000000000000000000000,0.000000000000000000000000000000,4734,8,0.470977647162973855898826514021,466
169,,,,,,,,,,,,,,,169_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,722,17,0.670736841527745153435091651772,4538
170,,,,,,,,,,,,,,,170_0,COMPLETED,SOBOL,6780.000000000000000000000000000000,0.029999999999999998889776975375,1869,4,0.145420638229697946064433722313,2061
171,,,,,,,,,,,,,,,171_0,COMPLETED,SOBOL,35.000000000000000000000000000000,0.000000000000000000000000000000,2676,11,0.961208147184923311634463516384,2931
172,,,,,,,,,,,,,,,172_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,3701,0,0.530374757001176422299693058449,3277
173,,,,,,,,,,,,,,,173_0,COMPLETED,SOBOL,41.000000000000000000000000000000,0.000000000000000000000000000000,2107,15,0.330651729781180625522551963513,1726
174,,,,,,,,,,,,,,,174_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.000000000000000000000000000000,323,6,0.852065919017419237668775622296,4251
175,,,,,,,,,,,,,,,175_0,RUNNING,SOBOL,,,3871,19,0.036249857053160666753299778975,744
176,,,,,,,,,,,,,,,176_0,COMPLETED,SOBOL,37.000000000000000000000000000000,0.000000000000000000000000000000,3927,8,0.642149530775845023278236567421,2770
177,,,,,,,,,,,,,,,177_0,COMPLETED,SOBOL,40.000000000000000000000000000000,0.000000000000000000000000000000,619,20,0.465697133420035269679715383973,2232
