trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,,,,,,,,,,,,,,,0_0,COMPLETED,SOBOL,9.000000000000000000000000000000,10.599999999999999644728632119950,3270,86,0.785146409273147605212272992503,0.554875730633735630981107078696,735,EDFSMode.RANDOM
1,,,,,,,,,,,,,,,1_0,COMPLETED,SOBOL,10.000000000000000000000000000000,34.579999999999998294697434175760,1258,50,0.209434344865381705247386889823,0.072031407011672848872407826093,221,EDFSMode.RANDOM
2,,,,,,,,,,,,,,,2_0,COMPLETED,SOBOL,6.000000000000000000000000000000,27.859999999999999431565811391920,718,60,0.642175603056326482764859520103,0.850733772432431534227248448587,365,EDFSMode.RANDOM
3,,,,,,,,,,,,,,,3_0,COMPLETED,SOBOL,4.000000000000000000000000000000,9.140000000000000568434188608080,3819,24,0.344729982353746911005742958878,0.273345928020775341682480075178,879,EDFSMode.RANDOM
4,,,,,,,,,,,,,,,4_0,COMPLETED,SOBOL,4.000000000000000000000000000000,6.179999999999999715782905695960,4737,74,0.076039662061259144509861584993,0.422165623880922769028956054171,993,EDFSMode.RANDOM
5,,,,,,,,,,,,,,,5_0,COMPLETED,SOBOL,10.000000000000000000000000000000,17.199999999999999289457264239900,425,10,0.934374641809612493936754162860,0.937160444205626830260769111192,479,EDFSMode.RANDOM
6,,,,,,,,,,,,,,,6_0,COMPLETED,SOBOL,13.000000000000000000000000000000,81.140000000000000568434188608080,2215,100,0.493712661800906060793892038419,0.234610768182203166531962779118,107,EDFSMode.RANDOM
7,,,,,,,,,,,,,,,7_0,COMPLETED,SOBOL,4.000000000000000000000000000000,11.939999999999999502620084967930,2938,36,0.508539169583469674584819131269,0.655075377583503759559846457705,621,EDFSMode.RANDOM
8,,,,,,,,,,,,,,,8_0,COMPLETED,SOBOL,5.000000000000000000000000000000,25.129999999999999005240169935860,2543,57,0.377235507654026136492575460579,0.881737913224846070470164249855,312,EDFSMode.RANDOM
9,,,,,,,,,,,,,,,9_0,COMPLETED,SOBOL,4.000000000000000000000000000000,9.779999999999999360511537815910,1975,17,0.612353949069976755126276657393,0.491233135970309375828435349831,699,EDFSMode.RANDOM
10,,,,,,,,,,,,,,,10_0,COMPLETED,SOBOL,2.000000000000000000000000000000,10.869999999999999218402990663890,38,80,0.055073988722637294557227249925,0.710759060779586393508111541450,788,EDFSMode.RANDOM
11,,,,,,,,,,,,,,,11_0,COMPLETED,SOBOL,10.000000000000000000000000000000,18.940000000000001278976924368180,4508,42,0.942677940487861687479664851708,0.165283063080161801705614266211,401,EDFSMode.RANDOM
12,,,,,,,,,,,,,,,12_0,COMPLETED,SOBOL,105.000000000000000000000000000000,22.559999999999998721023075631820,4215,91,0.728439799657091491269511607243,0.016364264484494923240776032003,514,EDFSMode.RANDOM
13,,,,,,,,,,,,,,,13_0,COMPLETED,SOBOL,3.000000000000000000000000000000,13.259999999999999786837179271970,956,31,0.276975682821124780108590357486,0.624187839398160582149444053357,901,EDFSMode.RANDOM
14,,,,,,,,,,,,,,,14_0,COMPLETED,SOBOL,25.000000000000000000000000000000,18.230000000000000426325641456060,1643,68,0.842172561636194583201131536043,0.328783096136525287978003007083,586,EDFSMode.RANDOM
15,,,,,,,,,,,,,,,15_0,COMPLETED,SOBOL,10.000000000000000000000000000000,46.439999999999997726263245567679,3500,6,0.170918088641017679174538557163,0.781652582410722995831520165666,199,EDFSMode.RANDOM
16,,,,,,,,,,,,,,,16_0,COMPLETED,SOBOL,5.000000000000000000000000000000,8.529999999999999360511537815910,3647,66,0.574369204506278041577616022551,0.190748760351911184063311566206,843,EDFSMode.RANDOM
17,,,,,,,,,,,,,,,17_0,COMPLETED,SOBOL,6.000000000000000000000000000000,26.690000000000001278976924368180,1828,2,0.434704899938777089563046729381,0.673597545381635409711407191935,343,EDFSMode.RANDOM
18,,,,,,,,,,,,,,,18_0,COMPLETED,SOBOL,14.000000000000000000000000000000,36.079999999999998294697434175760,1122,90,0.992408515557646753180165433150,0.403635607723146661030000359460,257,EDFSMode.RANDOM
19,,,,,,,,,,,,,,,19_0,COMPLETED,SOBOL,4.000000000000000000000000000000,9.990000000000000213162820728030,4343,26,0.009234311373904346975649559681,0.981030307831242676108729483531,757,EDFSMode.RANDOM
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,6.000000000000000000000000000000,13.750000000000000000000000000000,4675,76,0.285719826202839588535908887934,0.822459818871691838992887824134,643,EDFSMode.RANDOM
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,6.000000000000000000000000000000,61.920000000000001705302565824240,165,40,0.708008002525195467846685914992,0.307467541549354794749859820513,144,EDFSMode.RANDOM
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,2.000000000000000000000000000000,20.210000000000000852651282912120,2121,52,0.142627551656216378095365371337,0.520761482145637222274103805830,457,EDFSMode.RANDOM
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,22.000000000000000000000000000000,7.830000000000000071054273576010,2729,16,0.843181694870814735232045222801,0.100297988096252080336689971318,956,EDFSMode.RANDOM
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,6.000000000000000000000000000000,19.410000000000000142108547152020,3125,95,0.229866603009402759028034779476,0.372637831872329128302112621896,421,EDFSMode.RANDOM
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,3.000000000000000000000000000000,9.050000000000000710542735760100,2359,34,0.776401774207130079830108115857,0.763137686707079376802198567020,821,EDFSMode.RANDOM
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,4.000000000000000000000000000000,12.169999999999999928945726423990,550,69,0.343720358364284050978199047677,0.034871304392814633787978095825,679,EDFSMode.RANDOM
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,9.000000000000000000000000000000,28.870000000000000994759830064140,4905,9,0.670466601053252841957430518960,0.580340952022001199672729399026,279,EDFSMode.RANDOM
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,23.000000000000000000000000000000,58.990000000000001989519660128281,3948,58,0.876905740279704359885215581016,0.739010543717071421987441226520,165,EDFSMode.RANDOM
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,3.000000000000000000000000000000,11.330000000000000071054273576010,882,20,0.114023945612832910967426869320,0.131183920174837126415567922777,566,EDFSMode.RANDOM
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,135.000000000000000000000000000000,10.800000000000000710542735760100,1442,85,0.554378385920077598747468528018,0.915844428606331306674803727219,935,EDFSMode.RANDOM
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,8.000000000000000000000000000000,12.529999999999999360511537815910,3418,45,0.443982577485963703090021681419,0.462974273120984436413749563144,534,EDFSMode.RANDOM
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,4.000000000000000000000000000000,12.609999999999999431565811391920,3345,62,0.037139632761478427736001606263,0.111782986121252175815143914406,608,EDFSMode.RANDOM
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,21.000000000000000000000000000000,68.250000000000000000000000000000,1485,24,0.956462651954963827272138132685,0.500992304433137136676634781907,122,EDFSMode.RANDOM
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,6.000000000000000000000000000000,17.670000000000001705302565824240,799,87,0.391235312879085528336986499198,0.295554300438612693735507264137,492,EDFSMode.RANDOM
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,180.000000000000000000000000000000,4.839999999999999857891452847980,4060,48,0.594691804038360749551372919086,0.841682630294933953329916676012,978,EDFSMode.RANDOM
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,9.000000000000000000000000000000,9.289999999999999147348717087880,4978,98,0.825007237102836410436168534943,0.992932187223806939080361644301,867,EDFSMode.RANDOM
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,3.000000000000000000000000000000,21.660000000000000142108547152020,506,37,0.184436301639303579236184305046,0.384424158018082384735691903188,381,EDFSMode.RANDOM
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,9.000000000000000000000000000000,34.600000000000001421085471520200,2442,73,0.741746722247451528708950263535,0.662116413909941914361922954413,233,EDFSMode.RANDOM
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,3.000000000000000000000000000000,13.900000000000000355271367880050,3013,13,0.259534344008192419117619920144,0.210514071511104711165174308007,719,EDFSMode.RANDOM
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,13.000000000000000000000000000000,42.350000000000001421085471520200,2783,80,0.628216242350637887881248389021,0.451557802317664014335463207317,185,EDFSMode.RANDOM
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,2.000000000000000000000000000000,22.399999999999998578914528479800,2057,44,0.362336454594507806348246958805,0.935545079097151788261044202955,600,EDFSMode.RANDOM
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,66.000000000000000000000000000000,7.719999999999999751310042483965,267,54,0.803089800514280804932809587626,0.143150460235774518169549196500,915,EDFSMode.RANDOM
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,5.000000000000000000000000000000,15.119999999999999218402990663890,4582,18,0.195625368917360903386892800881,0.719734433343633961399632426037,500,EDFSMode.RANDOM
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,9.000000000000000000000000000000,28.350000000000001421085471520200,4289,68,0.480400506351143119498914302312,0.568370545407757110645263765036,388,EDFSMode.RANDOM
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,4.000000000000000000000000000000,9.849999999999999644728632119950,1185,4,0.526000969527289252702928479266,0.054151281319558618176923658893,803,EDFSMode.RANDOM
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,6.000000000000000000000000000000,13.830000000000000071054273576010,1725,94,0.093168345425277951377118768050,0.774565519228577636923205318453,712,EDFSMode.RANDOM
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,9.000000000000000000000000000000,22.899999999999998578914528479800,3740,30,0.920908298252150370188928718562,0.352925819663330919695454213070,297,EDFSMode.RANDOM
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,5.000000000000000000000000000000,9.429999999999999715782905695960,3573,89,0.326311859229579559471545735505,0.635791660510003575623727556376,969,EDFSMode.RANDOM
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,7.000000000000000000000000000000,20.449999999999999289457264239900,1599,29,0.683740683965385009912552050082,0.246584914943203337145405384945,441,EDFSMode.RANDOM
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,15.000000000000000000000000000000,59.060000000000002273736754432321,1039,63,0.243416703918948762463969615055,0.956868716267868846259148085664,131,EDFSMode.RANDOM
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,4.000000000000000000000000000000,12.630000000000000781597009336110,4103,2,0.759204561762511720424129180174,0.410741531506180757027379968349,659,EDFSMode.RANDOM
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,10.000000000000000000000000000000,13.630000000000000781597009336110,4435,53,0.536688160045072470971661005024,0.253641522511839856424131767199,770,EDFSMode.RANDOM
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,2.000000000000000000000000000000,34.109999999999999431565811391920,82,13,0.458010463554412106113034042210,0.862153998253867070999945099175,243,EDFSMode.RANDOM
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,13.000000000000000000000000000000,28.339999999999999857891452847980,1892,78,0.890661419136449694633483886719,0.091303762366995222521381947445,330,EDFSMode.RANDOM
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,2.000000000000000000000000000000,8.169999999999999928945726423990,2655,40,0.096118622262030842251512297025,0.542912930719554376324254008068,857,EDFSMode.RANDOM
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,97.000000000000000000000000000000,11.890000000000000568434188608080,2884,72,0.978852233739569754789044964127,0.800867772262543464734108056291,547,EDFSMode.RANDOM
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,1.000000000000000000000000000000,8.359999999999999431565811391920,2278,8,0.026452932998538018077860911603,0.316877476597204832398091411960,920,EDFSMode.RANDOM
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,66.000000000000000000000000000000,9.539999999999999147348717087880,322,96,0.591742017956450538918033998925,0.604426268385723219900285130279,553,EDFSMode.RANDOM
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,17.000000000000000000000000000000,48.109999999999999431565811391920,4830,32,0.421481730982661229045760364897,0.027841655809432267615344258616,180,EDFSMode.RANDOM
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,10.000000000000000000000000000000,32.509999999999998010480339871719,3873,82,0.128911369269713749208250419542,0.185055995810776946486342353637,292,EDFSMode.RANDOM
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,4.000000000000000000000000000000,12.039999999999999147348717087880,654,46,0.861032293479889632159540724388,0.699270307736471252724186342675,665,EDFSMode.RANDOM
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,4.000000000000000000000000000000,8.349999999999999644728632119950,1360,58,0.303420043772086478472971293741,0.472014079565182320674665561455,808,EDFSMode.RANDOM
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,6.000000000000000000000000000000,13.269999999999999573674358543940,3177,22,0.693954896491020933879667609290,0.893647399317473167812408973987,435,EDFSMode.RANDOM
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,19.000000000000000000000000000000,70.359999999999999431565811391920,3135,73,0.270419506702572087775138243160,0.327322383865714050532602641397,115,EDFSMode.RANDOM
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,4.000000000000000000000000000000,11.300000000000000710542735760100,1402,12,0.723422630725428450482183961867,0.810401847837492805837200648966,614,EDFSMode.RANDOM
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,3.000000000000000000000000000000,14.789999999999999147348717087880,691,99,0.157920234713703394602291041338,0.017826460173353552568498159303,985,EDFSMode.RANDOM
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,28.000000000000000000000000000000,20.329999999999998294697434175760,3837,37,0.827759430227801185075975354266,0.595436131350696062902727589972,486,EDFSMode.RANDOM
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,13.000000000000000000000000000000,22.600000000000001421085471520200,4794,88,0.620964224196970504543457991531,0.693701743207871923679874726076,374,EDFSMode.RANDOM
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.129999999999999893418589635985,359,48,0.388239476704969999065752972456,0.178441433807834975988626524668,873,EDFSMode.RANDOM
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,5.000000000000000000000000000000,8.419999999999999928945726423990,2320,62,0.945821147181093668798723683722,0.898792907146736985701807043370,726,EDFSMode.RANDOM
