trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,5.000000000000000000000000000000,32.439999999999997726263245567679,2843,23,0.055707385921850802179555728344,0.478076129689812667766801723701,227,EDFSMode.RANDOM
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,8.000000000000000000000000000000,12.550000000000000710542735760100,2614,93,0.923873250331729622963905512734,0.236071478594094524838808979439,593,EDFSMode.RANDOM
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,15.000000000000000000000000000000,40.859999999999999431565811391920,1933,29,0.066926898589357727842319434330,0.626326114015653745425993292884,192,EDFSMode.RANDOM
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,97.000000000000000000000000000000,13.259999999999999786837179271970,119,69,0.507403284039348312361994430830,0.420703430050984039656469803958,507,EDFSMode.RANDOM
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,3.000000000000000000000000000000,9.630000000000000781597009336110,4399,5,0.491072032680735015564010836897,0.965912150394171442613355793583,908,EDFSMode.RANDOM
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,4.000000000000000000000000000000,12.259999999999999786837179271970,4067,55,0.213979392766952519755463413276,0.867791088145226208183657945483,796,EDFSMode.RANDOM
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,5.000000000000000000000000000000,22.809999999999998721023075631820,1076,19,0.792174616264179398683609178988,0.260187559152022018782446366458,395,EDFSMode.RANDOM
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,10.000000000000000000000000000000,24.320000000000000284217094304040,1640,79,0.359615145564079308204696872053,0.537820723699405811579765668284,304,EDFSMode.RANDOM
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,5.000000000000000000000000000000,18.100000000000001421085471520200,3532,43,0.654701335953548513302280298376,0.085188411433249719428850710301,705,EDFSMode.RANDOM
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,6.000000000000000000000000000000,18.089999999999999857891452847980,3698,77,0.122512253290042283371263920344,0.925104454779997475988295718707,448,EDFSMode.RANDOM
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,45.000000000000000000000000000000,6.160000000000000142108547152020,1767,39,0.887787741880863956467351272295,0.442018492024391862482701753834,962,EDFSMode.RANDOM
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,4.000000000000000000000000000000,7.679999999999999715782905695960,1222,53,0.447247707014903406186334677841,0.729752008397132168049381562014,652,EDFSMode.RANDOM
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,23.000000000000000000000000000000,61.710000000000000852651282912120,4253,14,0.555133705954998779574793843494,0.152137266086414452148645182206,138,EDFSMode.RANDOM
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,17.000000000000000000000000000000,28.420000000000001705302565824240,4546,64,0.769723660381510854655573439231,0.059722225265577438824138312157,250,EDFSMode.RANDOM
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,1.000000000000000000000000000000,7.820000000000000284217094304040,304,3,0.224727496370673185399624571801,0.574981776226311969146820501919,764,EDFSMode.RANDOM
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,5.000000000000000000000000000000,7.480000000000000426325641456060,2099,88,0.657590699704363901290093963325,0.347784594785422063178970120134,850,EDFSMode.RANDOM
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,4.000000000000000000000000000000,22.820000000000000284217094304040,2741,28,0.329429179534316052269105057348,0.768498234385624479081400295399,336,EDFSMode.RANDOM
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,104.000000000000000000000000000000,6.700000000000000177635683940025,2971,57,0.712675017876550520590228643414,0.511501457830890959854741595336,927,EDFSMode.RANDOM
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,3.000000000000000000000000000000,16.809999999999998721023075631820,2484,22,0.292870001573115601445351785515,0.121253767333924775129183615263,539,EDFSMode.RANDOM
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,15.000000000000000000000000000000,44.090000000000003410605131648481,543,83,0.857944935245439355142593740311,0.831718352332711186036817707645,173,EDFSMode.RANDOM
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,5.000000000000000000000000000000,18.719999999999998863131622783840,4942,47,0.155031361717730770122258832089,0.286514197496697320399761110821,561,EDFSMode.RANDOM
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,7.000000000000000000000000000000,8.539999999999999147348717087880,4024,97,0.424325446167960751431280641555,0.378784688709303762887969924122,672,EDFSMode.RANDOM
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,6.000000000000000000000000000000,30.030000000000001136868377216160,835,33,0.565378378741443143873368626373,0.986389481768011999740508599643,285,EDFSMode.RANDOM
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,7.000000000000000000000000000000,18.039999999999999147348717087880,1527,71,0.007976473251357675542383418588,0.215601995579898370047899902602,428,EDFSMode.RANDOM
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.950000000000000177635683940025,3303,7,0.989645933859050308534222040180,0.668236999562010214326335244550,815,EDFSMode.RANDOM
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,18.000000000000000000000000000000,41.579999999999998294697434175760,3376,100,0.521410229375585898559108954942,0.756533597858622619547475096624,214,EDFSMode.RANDOM
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,4.000000000000000000000000000000,15.609999999999999431565811391920,1483,35,0.473417975809425128908003443939,0.367058801624923936035571614411,742,EDFSMode.RANDOM
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,7.000000000000000000000000000000,8.869999999999999218402990663890,919,75,0.905946986248716723544305295945,0.586400150563567867934011701436,886,EDFSMode.RANDOM
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,6.000000000000000000000000000000,22.199999999999999289457264239900,3911,11,0.080718746449798345343751293512,0.040019671240821480528992992731,358,EDFSMode.RANDOM
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,7.000000000000000000000000000000,17.250000000000000000000000000000,4868,61,0.372913979994133115702936720481,0.140715144166722899710109118132,472,EDFSMode.RANDOM
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,100.000000000000000000000000000000,6.799999999999999822364316059975,587,25,0.637252857029438013469757606799,0.749458310004323724484720514738,1000,EDFSMode.RANDOM
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,3.000000000000000000000000000000,12.779999999999999360511537815910,2401,86,0.196806931840255855403754026156,0.453994609240442492659184381409,628,EDFSMode.RANDOM
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,26.000000000000000000000000000000,85.790000000000006252776074688882,3084,49,0.805684737384319338282523403905,0.905818767251446832489136795630,100,EDFSMode.RANDOM
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,3.000000000000000000000000000000,10.869999999999999218402990663890,2687,67,0.175871718762442480477048434295,0.680148337138816727609480494721,692,EDFSMode.RANDOM
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,2.000000000000000000000000000000,30.030000000000001136868377216160,2162,5,0.813957590673118791535500804457,0.196381087690591815686502741301,319,EDFSMode.RANDOM
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,5.000000000000000000000000000000,15.109999999999999431565811391920,201,92,0.256467286108061687244230597571,0.974902580209076385919786389422,408,EDFSMode.RANDOM
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,5.000000000000000000000000000000,9.619999999999999218402990663890,4638,31,0.741037191126495575765886769659,0.398555769955739380705495022994,781,EDFSMode.RANDOM
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,8.000000000000000000000000000000,7.599999999999999644728632119950,4306,81,0.962942694151774025712597904203,0.297989618366584163577925892241,894,EDFSMode.RANDOM
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,4.000000000000000000000000000000,10.240000000000000213162820728030,1158,42,0.042232950486242773480149992338,0.811958751775324394373001268832,521,EDFSMode.RANDOM
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,17.000000000000000000000000000000,43.409999999999996589394868351519,1869,56,0.607643980586901277796130216302,0.109346177339553832230656382762,206,EDFSMode.RANDOM
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,5.000000000000000000000000000000,14.980000000000000426325641456060,3605,16,0.405694136537611493853461297476,0.530718618137761999342671970226,579,EDFSMode.RANDOM
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,9.000000000000000000000000000000,23.160000000000000142108547152020,3458,51,0.871487896043807275248127552914,0.497839604236185562236016721727,350,EDFSMode.RANDOM
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,3.000000000000000000000000000000,6.450000000000000177635683940025,1684,15,0.137826061112806208530656704170,0.887313612287864095229394933995,836,EDFSMode.RANDOM
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,11.000000000000000000000000000000,12.400000000000000355271367880050,993,76,0.695258426863700096376419423905,0.159228147489950067061670324620,750,EDFSMode.RANDOM
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,12.000000000000000000000000000000,29.579999999999998294697434175760,4179,41,0.306136948091909277813726930617,0.705605459213256791528579014994,264,EDFSMode.RANDOM
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,22.000000000000000000000000000000,52.170000000000001705302565824240,4472,91,0.021740240268409254109638339969,0.614660898357629825738968065707,151,EDFSMode.RANDOM
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,6.000000000000000000000000000000,14.689999999999999502620084967930,75,27,0.971747750619426420293223145563,0.005911263478919863770255638258,637,EDFSMode.RANDOM
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,3.000000000000000000000000000000,8.060000000000000497379915032070,2016,65,0.406642356686294059731068273322,0.790634625708684368738943248900,949,EDFSMode.RANDOM
119,,,,,,,,,,,,,,,119_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.000000000000000000000000000000,2501,1,0.579414356688037535114688125759,0.338805426307022594656359615328,463,EDFSMode.RANDOM
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,5.000000000000000000000000000000,7.370000000000000106581410364015,2896,84,0.464612428586930026330747978136,0.065478235837072129577052237437,829,EDFSMode.RANDOM
121,,,,,,,,,,,,,,,121_0,COMPLETED,SOBOL,5.000000000000000000000000000000,20.030000000000001136868377216160,2256,44,0.541903400605544427470761092991,0.549246719608083355801397829055,413,EDFSMode.RANDOM
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,4.000000000000000000000000000000,25.660000000000000142108547152020,462,59,0.108948831360787160016379004901,0.279469372691586614987357961581,271,EDFSMode.RANDOM
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,5.000000000000000000000000000000,10.820000000000000284217094304040,4701,21,0.904998275345191394158916864399,0.855818844918161625301422645862,687,EDFSMode.RANDOM
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,8.000000000000000000000000000000,12.160000000000000142108547152020,3783,70,0.675298053666949282813902755152,0.946634084437042444548637831758,573,EDFSMode.RANDOM
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,8.000000000000000000000000000000,47.570000000000000284217094304040,755,10,0.315384165378287451009242658984,0.432671925695613024398511470281,158,EDFSMode.RANDOM
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,161.000000000000000000000000000000,14.009999999999999786837179271970,1299,95,0.756015566155314400198506064044,0.646024808922782578513022144762,527,EDFSMode.RANDOM
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,2.000000000000000000000000000000,10.550000000000000710542735760100,3228,34,0.242585235090926276679823558879,0.224656963374465695748583016211,942,EDFSMode.RANDOM
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,37.000000000000000000000000000000,22.280000000000001136868377216160,3218,54,0.660367661077529199964430972614,0.715624984273687037017452894361,481,EDFSMode.RANDOM
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.769999999999999573674358543940,1320,18,0.334094924313947549965320149568,0.170163203593343498321033280263,982,EDFSMode.RANDOM
