trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
10,,,,,,,,,,,,,,,10_0,COMPLETED,SOBOL,6.000000000000000000000000000000,25.929999999999999715782905695960,792,1234,0.482232819490134689832672165721,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
11,,,,,,,,,,,,,,,11_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,3319,2725,0.816814405666664189453740618774,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
12,,,,,,,,,,,,,,,12_0,COMPLETED,SOBOL,25.000000000000000000000000000000,123.159999999999996589394868351519,3068,219,0.748842475879937463645319439820,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
13,,,,,,,,,,,,,,,13_0,COMPLETED,SOBOL,4.000000000000000000000000000000,6.669999999999999928945726423990,556,3739,0.086305870434269307822638950256,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
14,,,,,,,,,,,,,,,14_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,1826,2484,0.909263969417661410687969691935,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
15,,,,,,,,,,,,,,,15_0,COMPLETED,SOBOL,5.000000000000000000000000000000,3.000000000000000000000000000000,4299,3974,0.261439339054748420831941757569,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
16,,,,,,,,,,,,,,,16_0,COMPLETED,SOBOL,7.000000000000000000000000000000,5.139999999999999680255768907955,4071,2235,0.531273949068039708087951566995,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
17,,,,,,,,,,,,,,,17_0,COMPLETED,SOBOL,5.000000000000000000000000000000,5.169999999999999928945726423990,1584,3872,0.134288306115195155143737792969,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
18,,,,,,,,,,,,,,,18_0,COMPLETED,SOBOL,14.000000000000000000000000000000,11.960000000000000852651282912120,314,127,0.870994546148926018780400681862,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
19,,,,,,,,,,,,,,,19_0,COMPLETED,SOBOL,5.000000000000000000000000000000,3.189999999999999946709294817992,2840,3480,0.457591421192511893512033793741,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,9.000000000000000000000000000000,25.190000000000001278976924368180,3234,985,0.108445787198841570031504488725,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,722,2622,0.693866420270875083886608081229,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,9.000000000000000000000000000000,11.160000000000000142108547152020,1992,1377,0.299721216157078751418652018401,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,4465,4730,0.899911822611466072352470746409,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,21.000000000000000000000000000000,33.030000000000001136868377216160,4787,568,0.314375996923074108035933704741,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,2275,3308,0.976942583028227118369102299766,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,7.000000000000000000000000000000,14.119999999999999218402990663890,1043,2053,0.029461956350132822990417480469,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,3516,4323,0.677258509587496559944952423393,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,401.000000000000000000000000000000,0.000000000000000000000000000000,2519,1817,0.764736955428495956965662117000,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,4.000000000000000000000000000000,1.300000000000000044408920985006,31,4558,0.413709750637412054796726579298,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,11.000000000000000000000000000000,26.230000000000000426325641456060,1262,803,0.580999513419344970621693846624,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,6.000000000000000000000000000000,5.349999999999999644728632119950,3789,3072,0.246389850117266190343556786502,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,8.000000000000000000000000000000,7.459999999999999964472863211995,3830,1671,0.485968828290700927130529862552,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,1357,4412,0.836537251660600333913464510260,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,4.000000000000000000000000000000,47.740000000000001989519660128281,88,657,0.169744955919682971590134457074,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,5.000000000000000000000000000000,8.050000000000000710542735760100,2600,2926,0.505788010017946376706277078483,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,6.000000000000000000000000000000,0.000000000000000000000000000000,3475,421,0.936329757053405042910299016512,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,5.000000000000000000000000000000,5.459999999999999964472863211995,949,3161,0.273304449012503003491048048090,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,2218,1906,0.721282542731612963393672544044,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,5.000000000000000000000000000000,3.279999999999999804600747665972,4705,4175,0.074919320804998273954922183293,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,11.000000000000000000000000000000,20.230000000000000426325641456060,4404,1150,0.640368498729541935077236303187,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,6.000000000000000000000000000000,4.219999999999999751310042483965,1877,2787,0.056381256453692914221154097731,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,647,1543,0.949023927608504846986647862650,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,5.000000000000000000000000000000,1.270000000000000017763568394003,3135,4896,0.348374539732933030666828244648,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,5.000000000000000000000000000000,9.820000000000000284217094304040,2902,2402,0.217540366603061557926324098844,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,429,4039,0.615959340866655158386322455044,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,31.000000000000000000000000000000,82.790000000000006252776074688882,1658,293,0.377750567873939846474939940890,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,4170,3646,0.790694970894604942657224455616,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,112.000000000000000000000000000000,3.799999999999999822364316059975,4257,74,0.002383855229243636054958788151,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,1731,3593,0.665436288628727168337206876458,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,5.000000000000000000000000000000,9.320000000000000284217094304040,501,2338,0.341950266061350705015797757369,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,2989,3828,0.988284459095448264420724626689,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,8.000000000000000000000000000000,12.880000000000000781597009336110,3361,1323,0.577251072162762279837977530406,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,5.000000000000000000000000000000,16.500000000000000000000000000000,888,4842,0.226709774151444443113234683551,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,2117,1087,0.768981445731595103509903310623,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,7.000000000000000000000000000000,10.849999999999999644728632119950,4629,2578,0.432909362740814707137815275928,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,4934,2126,0.844004959356039807794047646894,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,5.000000000000000000000000000000,4.500000000000000000000000000000,2461,4229,0.445558859733864665031433105469,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,413.000000000000000000000000000000,48.549999999999997157829056959599,1192,484,0.558757800344377719703459206357,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,5.000000000000000000000000000000,6.599999999999999644728632119950,3704,3371,0.145842426216229809066149414321,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,7.000000000000000000000000000000,28.649999999999998578914528479800,2684,877,0.296183115400373953018942074777,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,158,2980,0.880143232317641355244575152028,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,7.000000000000000000000000000000,11.160000000000000142108547152020,1426,1735,0.112478033468127250338319811362,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,3914,4622,0.713156450236216210569750728610,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,7.000000000000000000000000000000,16.280000000000001136868377216160,3949,1946,0.087343407034873962735410657388,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,1471,4215,0.734163962284103077671204573562,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,6.000000000000000000000000000000,52.030000000000001136868377216160,201,461,0.254556746833026426024559896177,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,2718,3201,0.918099334644153719509063193982,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,14.000000000000000000000000000000,29.420000000000001705302565824240,3747,696,0.522171528626233394376754404220,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,5.000000000000000000000000000000,8.460000000000000852651282912120,1225,2965,0.186585792979225506549312285642,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,2495,1710,0.821627140816301060333159966831,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,5.000000000000000000000000000000,13.500000000000000000000000000000,4978,4450,0.471576012087985885212759740170,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,35.000000000000000000000000000000,92.870000000000004547473508864641,4675,253,0.805095403091982020349348658783,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,5.000000000000000000000000000000,5.400000000000000355271367880050,2152,3607,0.392668290995061397552490234375,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,6.000000000000000000000000000000,8.460000000000000852651282912120,921,2362,0.599126119801774659201498707262,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,5.000000000000000000000000000000,2.930000000000000159872115546023,3404,3999,0.201164460271596901019819370049,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,7.000000000000000000000000000000,14.099999999999999644728632119950,3022,1504,0.366612578136846445353569379222,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,544,4858,0.967779242064803812972684227134,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,10.000000000000000000000000000000,19.989999999999998436805981327780,1775,1112,0.043507452895864842656870052906,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,11.000000000000000000000000000000,0.000000000000000000000000000000,4292,2749,0.627952024776488593182932618220,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,12.000000000000000000000000000000,31.140000000000000568434188608080,4216,1049,0.414625700866803503785718021390,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,1693,2539,0.750180504087358701603704957961,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,5.000000000000000000000000000000,18.800000000000000710542735760100,462,1284,0.239629323868080973403138500544,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,2945,4803,0.589713288556784398508625599789,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,3168,2298,0.973960110628977471236566998414,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,5.000000000000000000000000000000,2.560000000000000053290705182008,690,3789,0.327108622953295735680256939304,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,6107.000000000000000000000000000000,2.169999999999999928945726423990,1921,34,0.682193310709670153180184115627,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,152.000000000000000000000000000000,5.879999999999999893418589635985,4439,3553,0.018683558858931064577957315009,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,4740,1774,0.696849130611866707241119911487,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,5.000000000000000000000000000000,4.009999999999999786837179271970,2262,4660,0.095713399110361932486945590881,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,992,915,0.894977259431034344316913120565,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,5.000000000000000000000000000000,5.809999999999999609201495331945,3509,3018,0.310499851590022468705853952997,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,9.000000000000000000000000000000,41.439999999999997726263245567679,2644,524,0.133372593827545654621147264152,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,4.000000000000000000000000000000,4.950000000000000177635683940025,121,3411,0.545830638350918939671885254938,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,6.000000000000000000000000000000,7.139999999999999680255768907955,1392,2166,0.464352185383439086674428608603,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,3875,4269,0.862281008953228567115445457603,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,28.000000000000000000000000000000,60.619999999999997442046151263639,3823,357,0.618818799244239881041096396075,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,5.000000000000000000000000000000,5.759999999999999786837179271970,1306,3244,0.204931230477988723936988435526,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,76,1999,0.785881759861484119333852049749,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,5.000000000000000000000000000000,6.059999999999999609201495331945,2554,4102,0.388407851159572603538805424250,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,7.000000000000000000000000000000,15.189999999999999502620084967930,3561,1608,0.055342292202636603204446430482,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,1078,4495,0.655048439975827956338605417841,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,6.000000000000000000000000000000,40.880000000000002557953848736361,2308,750,0.355256656071171184052559510747,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,4830,2853,0.940189038265496490609507418412,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,7.000000000000000000000000000000,6.030000000000000248689957516035,4509,2445,0.274343651205301297668626148152,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,2026,3936,0.921650053748860997870906430762,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,22.000000000000000000000000000000,125.709999999999993747223925311118,757,181,0.068037442408502096791167446099,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,10.000000000000000000000000000000,0.000000000000000000000000000000,3279,3700,0.730117670016363295992789517186,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,8.000000000000000000000000000000,0.000000000000000000000000000000,2875,1194,0.833678031224757476458364635619,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,5.000000000000000000000000000000,4.910000000000000142108547152020,358,2685,0.498578202357515709586266439146,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,8.000000000000000000000000000000,15.480000000000000426325641456060,1627,1430,0.510601458992809065229323550739,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,5.000000000000000000000000000000,2.359999999999999875655021241982,4105,4950,0.159087910575792190748245502618,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
