trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,max_window_size,min_window_size,min_p_value
13,,,,,,,,,,,,,,,13_0,COMPLETED,SOBOL,2.000000000000000000000000000000,16.500000000000000000000000000000,2458,1723,648,0.980464109519310289542204372992
14,,,,,,,,,,,,,,,14_0,COMPLETED,SOBOL,4.000000000000000000000000000000,19.269999999999999573674358543940,480,4242,3610,0.098643864760641006284025422701
15,,,,,,,,,,,,,,,15_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.830000000000000071054273576010,3513,538,1735,0.536523640091530973350586464221
16,,,,,,,,,,,,,,,16_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.340000000000000079936057773011,3714,4098,4475,0.286304841570742429901486048038
17,,,,,,,,,,,,,,,17_0,COMPLETED,SOBOL,4.000000000000000000000000000000,34.500000000000000000000000000000,416,380,100,0.848316451455373266021808831283
18,,,,,,,,,,,,,,,18_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.600000000000000088817841970013,2189,2862,3066,0.230791612133197487910507561537
19,,,,,,,,,,,,,,,19_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.939999999999999946709294817992,4284,1580,2440,0.667940602939669059168181775021
20,,,,,,,,,,,,,,,20_0,COMPLETED,SOBOL,3.000000000000000000000000000000,8.429999999999999715782905695960,4929,3661,848,0.603620997534506043002977548895
21,,,,,,,,,,,,,,,21_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.410000000000000142108547152020,1700,2380,3974,0.041366168648842724375747081922
22,,,,,,,,,,,,,,,22_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.520000000000000017763568394003,983,4861,1613,0.908977471584267893156550144340
23,,,,,,,,,,,,,,,23_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.359999999999999875655021241982,2990,1143,3488,0.471585023620445298320191795938
24,,,,,,,,,,,,,,,24_0,COMPLETED,SOBOL,3.000000000000000000000000000000,18.750000000000000000000000000000,2753,2807,1395,0.082925777512416240511150533621
25,,,,,,,,,,,,,,,25_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.299999999999999822364316059975,775,1505,3270,0.519097973899077635984156131599
26,,,,,,,,,,,,,,,26_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.060000000000000053290705182008,1307,3987,1224,0.403893859678506828014832308327
27,,,,,,,,,,,,,,,27_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,4565,289,4348,0.964928436987008919523134409246
28,,,,,,,,,,,,,,,28_0,COMPLETED,SOBOL,3.000000000000000000000000000000,7.910000000000000142108547152020,4038,4474,2678,0.775742993672192127085907031869
29,,,,,,,,,,,,,,,29_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.689999999999999946709294817992,1991,776,2053,0.339326633101608599041298930388
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.020000000000000017763568394003,13,3257,4705,0.704625777120515661700039800053
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,3.000000000000000000000000000000,7.129999999999999893418589635985,3360,1956,331,0.143346797471772868792783128811
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.440000000000000390798504668055,3434,4596,2229,0.499027812501788126109403265218
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.299999999999999822364316059975,90,819,2854,0.936160076548065989143765364133
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,3.000000000000000000000000000000,6.629999999999999893418589635985,1911,3300,233,0.053197230335697537340067242440
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.829999999999999960031971113494,3957,2077,4608,0.615192113460134692992653526744
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.299999999999999822364316059975,4639,2538,3680,0.671955523095652429432789176644
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.880000000000000004440892098501,1385,1314,1805,0.234578737630974504257963531018
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.040000000000000035527136788005,696,3796,3860,0.867935239647328882206522848719
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.189999999999999946709294817992,2672,19,735,0.305696073260810219363037276707
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.159999999999999920063942226989,3070,3539,4071,0.139576819228939691397428646269
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,3.000000000000000000000000000000,9.929999999999999715782905695960,1064,2335,946,0.700597520210687108033198455814
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,4.000000000000000000000000000000,7.849999999999999644728632119950,1626,4817,3313,0.319952548666484648531849188657
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.359999999999999875655021241982,4852,1020,1437,0.756110868726391327498959071818
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.939999999999999946709294817992,4364,4366,588,0.937732495269365640133685246838
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.149999999999999911182158029987,2270,570,4963,0.376468218052107839177722325985
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,2.000000000000000000000000000000,15.869999999999999218402990663890,342,3052,2030,0.507513521219603691569943748618
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,1.000000000000000000000000000000,19.800000000000000710542735760100,3636,1848,2655,0.071111863080505280376719667856
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,3.000000000000000000000000000000,6.400000000000000355271367880050,3592,2908,1137,0.819789313597697799629315795755
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.959999999999999964472863211995,562,1689,4261,0.258282237874157716284173602617
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.560000000000000053290705182008,2382,4208,1325,0.625699590706173314202942492557
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,4115,426,3200,0.189054895904473940770884610174
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,24.000000000000000000000000000000,51.189999999999997726263245567679,4798,4971,4772,0.007429071856383234924436909097
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,6.000000000000000000000000000000,15.869999999999999218402990663890,1856,1189,398,0.569180557362549022215603145014
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,4.000000000000000000000000000000,13.619999999999999218402990663890,1166,3707,2767,0.451369660362321900581861200408
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,9.000000000000000000000000000000,36.570000000000000284217094304040,2831,2489,2143,0.888258526790328351019354613527
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,3.000000000000000000000000000000,16.199999999999999289457264239900,2599,3960,2976,0.555903306315373657575662491581
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.899999999999999911182158029987,905,159,2351,0.118281809651479122291739543016
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.299999999999999822364316059975,1467,2677,4408,0.984232256935443694523257818219
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,4.000000000000000000000000000000,9.000000000000000000000000000000,4381,1478,32,0.421748141193389880498898492078
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,4.000000000000000000000000000000,12.310000000000000497379915032070,3893,3128,1683,0.364989107680227575780662618854
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.149999999999999911182158029987,2112,1929,3558,0.802854054059088273476163521991
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.040000000000000035527136788005,184,4447,935,0.186503401672374446995661401161
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,1.000000000000000000000000000000,7.620000000000000106581410364015,3165,646,4060,0.749230728973075743581944152538
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.299999999999999822364316059975,3129,3777,669,0.114195099319890150391110239525
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.100000000000000088817841970013,224,78,3794,0.550353482640069002762572836218
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,3.000000000000000000000000000000,17.399999999999998578914528479800,2153,2557,1793,0.435102228353172526542635978331
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.800000000000000044408920985006,3856,1256,3668,0.996122992595191991682668231078
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.050000000000000044408920985006,4423,3359,4615,0.807059009002894178763654053910
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,3.000000000000000000000000000000,8.599999999999999644728632119950,1430,2058,240,0.370657414124067885463631455423
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.599999999999999644728632119950,869,4537,2925,0.735758873513713496095078880899
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.979999999999999982236431605997,2640,839,2300,0.174494659556727854665680865764
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,7.000000000000000000000000000000,20.670000000000001705302565824240,2867,3110,2507,0.255174826324917392028623908118
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.599999999999999977795539507497,1126,1829,1881,0.817169765267241721140578647464
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.060000000000000053290705182008,1814,4308,4878,0.199478707719407954979118358096
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,106.000000000000000000000000000000,3.850000000000000088817841970013,4835,590,502,0.636611027583573019228424527682
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.959999999999999964472863211995,4073,4797,1528,0.572413834526203535446597925329
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.979999999999999982236431605997,2419,1079,3403,0.010174723957572131063931131223
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,2.000000000000000000000000000000,4.940000000000000390798504668055,597,3558,1090,0.877709325673617368757106760313
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.149999999999999911182158029987,3551,2277,4215,0.440332596026826617041649569728
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,4.000000000000000000000000000000,6.349999999999999644728632119950,3595,3727,2072,0.690539888620469666236090233724
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.090000000000000079936057773011,378,2430,2697,0.128055836138688011738295813302
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.379999999999999893418589635985,2308,4951,390,0.759828064644802347871177516936
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,1.000000000000000000000000000000,2.149999999999999911182158029987,4322,1247,4765,0.322206631241179985991607281903
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,7.000000000000000000000000000000,15.160000000000000142108547152020,4889,4149,3212,0.386408081342745568509400300172
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,1584,445,1338,0.949135471903719052377823572897
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.000000000000000000000000000000,1023,2966,4327,0.067512911774311221146938066795
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,8.000000000000000000000000000000,33.359999999999999431565811391920,3106,1670,1203,0.505377921413443953468913605320
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,7.000000000000000000000000000000,23.859999999999999431565811391920,2713,4388,3916,0.923172169612999971022304634971
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.089999999999999857891452847980,659,665,791,0.486527530629187798805190823259
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.810000000000000053290705182008,1347,3186,3468,0.619888608160894305498800349596
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,27.000000000000000000000000000000,50.320000000000000284217094304040,4682,1909,1593,0.058381588255241513574222977923
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,2.000000000000000000000000000000,4.799999999999999822364316059975,3919,2696,118,0.247441255264263582080985770517
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.500000000000000000000000000000,1953,1419,4493,0.684330177510157233733423254307
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.950000000000000177635683940025,131,3940,2500,0.301125444174464795832335539671
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,3397,217,3125,0.862876985498517767858572824480
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.409999999999999920063942226989,3317,2585,4942,0.524769956881087296096666250378
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,2.000000000000000000000000000000,22.140000000000000568434188608080,50,1386,567,0.087134647150710231588988108342
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.649999999999999911182158029987,2027,3907,2598,0.952916018333192949008036976011
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.849999999999999977795539507497,3997,105,1973,0.390418089524656508615407801699
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.969999999999999973354647408996,4602,4667,1006,0.333780515734013183415385128683
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.290000000000000035527136788005,1266,866,4131,0.771660227804630949322017841041
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,2.000000000000000000000000000000,6.599999999999999644728632119950,733,3387,1456,0.155233826823811982276168919270
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.100000000000000088817841970013,2791,2188,3331,0.717975919816270513607037173642
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.599999999999999644728632119950,3033,4262,1865,0.851058159092534349809966442990
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,946,480,3740,0.289534412426687759456456205953
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,3.000000000000000000000000000000,8.720000000000000639488462184090,1664,3001,753,0.656907483068201680787012719520
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.839999999999999968913755310496,4970,1782,3878,0.220246117324195800346586793239
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,9.000000000000000000000000000000,20.019999999999999573674358543940,4248,3449,2833,0.038742705623898657241177545529
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,84.000000000000000000000000000000,1.510000000000000008881784197001,2230,2230,2209,0.600509909447096257295584109670
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,15.000000000000000000000000000000,55.920000000000001705302565824240,458,4751,4550,0.482500375192333019747081834794
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,7.000000000000000000000000000000,20.309999999999998721023075631820,3676,970,176,0.919404959937371257794325174473
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,3.000000000000000000000000000000,4.330000000000000071054273576010,3476,4919,3540,0.170708501568995418828933452460
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.709999999999999964472863211995,521,1122,1664,0.731743015617225323055095032032
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,1.000000000000000000000000000000,33.000000000000000000000000000000,2498,3602,4000,0.351267120174504787755154211482
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,4.000000000000000000000000000000,8.710000000000000852651282912120,4156,2398,875,0.787439253300894037579382711556
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,13.000000000000000000000000000000,30.480000000000000426325641456060,4760,2841,2409,0.968939420121349370695895686367
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.609999999999999986677323704498,1737,1638,3034,0.407660377212334390506498493778
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.740000000000000213162820728030,1205,4117,53,0.538781428973935549997520411125
119,,,,,,,,,,,,,,,119_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,2949,320,4428,0.102365005143079904059710827369
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,1.000000000000000000000000000000,6.360000000000000319744231092045,2561,3237,455,0.467757299912720914125685567342
121,,,,,,,,,,,,,,,121_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.739999999999999991118215802999,787,2014,4830,0.904906234901305284168415710155
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.299999999999999822364316059975,1505,4493,2163,0.021987670879438519361270820696
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.189999999999999946709294817992,4499,716,2788,0.583999224946182171613884293038
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,1.000000000000000000000000000000,4.709999999999999964472863211995,3777,4045,4243,0.640640222233906375670642319164
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,2071,268,1119,0.203247718452196551863764284462
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.060000000000000053290705182008,299,2747,3140,0.836802857723087045727083932434
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,15.000000000000000000000000000000,66.900000000000005684341886080801,3205,1524,1266,0.274547973019536595273848433862
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,8.000000000000000000000000000000,22.750000000000000000000000000000,3236,4826,4301,0.795728705397061975013173196203
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.389999999999999902300373832986,293,1049,1175,0.358579772269073893120605589502
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,7.000000000000000000000000000000,48.159999999999996589394868351519,2104,3531,3239,0.724424766849167678373078160803
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,6.000000000000000000000000000000,15.359999999999999431565811391920,3769,2307,1364,0.162413214643020165084408290568
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.089999999999999857891452847980,4529,3080,358,0.094070196390338242653506029001
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,1.000000000000000000000000000000,7.070000000000000284217094304040,1499,1857,4734,0.531462702032644340732758792001
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.959999999999999964472863211995,820,4339,2103,0.414973507480137060454694619693
135,,,,,,,,,,,,,,,135_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.270000000000000017763568394003,2553,562,2729,0.977228394044283743546941423119
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,4.000000000000000000000000000000,14.490000000000000213162820728030,2955,3310,2468,0.591319369661807980875778412155
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,1.000000000000000000000000000000,12.380000000000000781597009336110,1174,2106,3093,0.030284857474174350921991560881
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,1.000000000000000000000000000000,6.290000000000000035527136788005,1746,4588,150,0.896618693637475372426592912234
139,,,,,,,,,,,,,,,139_0,COMPLETED,SOBOL,1.000000000000000000000000000000,49.500000000000000000000000000000,4727,791,4524,0.460446562371682355241375717014
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,13.000000000000000000000000000000,26.239999999999998436805981327780,4162,3825,3441,0.267236753584072006528771225931
141,,,,,,,,,,,,,,,141_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,2468,28,1566,0.828515798353683163846028492117
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.579999999999999960031971113494,530,2510,3943,0.211544423152506350094270715090
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,13.000000000000000000000000000000,25.710000000000000852651282912120,3443,1307,818,0.647960848843958214793303795886
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,1.000000000000000000000000000000,7.070000000000000284217094304040,3702,2668,2893,0.398713854623865326942677711486
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.020000000000000017763568394003,447,1450,2268,0.960237599429115684657176643668
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.780000000000000026645352591004,2258,3968,4647,0.079822473229374746317432709475
147,,,,,,,,,,,,,,,147_0,COMPLETED,SOBOL,0.000000000000000000000000000000,0.000000000000000000000000000000,4235,186,272,0.516483837112784338607696099643
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,3.000000000000000000000000000000,7.750000000000000000000000000000,4996,4418,1766,0.709689329317118922091367494431
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,1.000000000000000000000000000000,24.750000000000000000000000000000,1653,637,3641,0.147922123633325103275737433250
150,,,,,,,,,,,,,,,150_0,COMPLETED,SOBOL,2.000000000000000000000000000000,8.250000000000000000000000000000,974,3155,696,0.778981338169705161966760442738
151,,,,,,,,,,,,,,,151_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.050000000000000044408920985006,3019,1937,3821,0.342076751564070580258203335688
152,,,,,,,,,,,,,,,152_0,COMPLETED,SOBOL,2.000000000000000000000000000000,2.450000000000000177635683940025,2802,4199,1064,0.227560190914291887720466434075
153,,,,,,,,,,,,,,,153_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,707,397,4188,0.665195498784072691833557655627
154,,,,,,,,,,,,,,,154_0,COMPLETED,SOBOL,3.000000000000000000000000000000,8.570000000000000284217094304040,1279,2916,1555,0.281240561881009487610327823859
155,,,,,,,,,,,,,,,155_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.870000000000000106581410364015,4574,1717,3430,0.843738488828949639852794462058
156,,,,,,,,,,,,,,,156_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.239999999999999991118215802999,4008,3679,4846,0.912085764125827647141875331727
157,,,,,,,,,,,,,,,157_0,COMPLETED,SOBOL,1.000000000000000000000000000000,6.040000000000000035527136788005,2002,2480,471,0.474206050194613648596231314514
158,,,,,,,,,,,,,,,158_0,COMPLETED,SOBOL,1.000000000000000000000000000000,6.860000000000000319744231092045,64,4998,2538,0.608798399615008367646851183963
159,,,,,,,,,,,,,,,159_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.030000000000000026645352591004,3289,1197,1913,0.046056304761953652249228952087
160,,,,,,,,,,,,,,,160_0,COMPLETED,SOBOL,2.000000000000000000000000000000,4.459999999999999964472863211995,3367,3479,61,0.314886363726202378465757192316
161,,,,,,,,,,,,,,,161_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.949999999999999955591079014994,138,2202,4436,0.751531000849418373555010930431
162,,,,,,,,,,,,,,,162_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.089999999999999857891452847980,1921,4720,2402,0.136343492759484791188029362274
163,,,,,,,,,,,,,,,163_0,COMPLETED,SOBOL,1.000000000000000000000000000000,5.209999999999999964472863211995,3928,997,3026,0.697850510804541412923640564259
164,,,,,,,,,,,,,,,164_0,COMPLETED,SOBOL,25.000000000000000000000000000000,52.700000000000002842170943040401,4651,4233,4012,0.512689018049556799461186074041
165,,,,,,,,,,,,,,,165_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.810000000000000053290705182008,1353,510,888,0.075800093943066901291949477582
166,,,,,,,,,,,,,,,166_0,COMPLETED,SOBOL,1.000000000000000000000000000000,1.030000000000000026645352591004,626,3029,3527,0.940838882560376066344076662062
167,,,,,,,,,,,,,,,167_0,COMPLETED,SOBOL,27.000000000000000000000000000000,4.429999999999999715782905695960,2722,1752,1653,0.379087339375726861678828072399
168,,,,,,,,,,,,,,,168_0,COMPLETED,SOBOL,3.000000000000000000000000000000,16.429999999999999715782905695960,3100,4619,3153,0.050092020802106708432521742225
